5.0054	5.0073	6.0072	7.0056	3.0026	4.0022	3.0112	9.0052	8.0088	6.0048	5.0049	7.0104	6.0076	5.0078	12.0057	5.0089
9.0111	7.0089	7.0048	11.0119	12.0049	5.0027	0.0082	7.0107	6.0074	5.0043	2.0003	4.0069	7.0131	7.0108	8.0056	10.0061
9.0079	3.0065	3.0047	6.0043	5.0045	7.0064	4.0034	5.0078	3.0037	4.0045	8.0075	6.0077	5.0084	7.0048	6.0077	16.0168
3.0071	4.0078	13.0118	7.0034	9.0043	10.0099	4.0111	7.0067	11.0101	8.0091	12.0134	8.0107	4.0085	9.0075	10.0059	4.0081
11.0112	3.0056	11.0082	7.0095	9.0038	5.0034	1.0086	7.0086	8.0088	6.0068	7.0107	7.0048	3.0106	8.0087	10.0037	8.0093
8.003	3.0076	9.0107	6.0076	7.0073	11.007	3.0111	9.0079	8.0088	9.0108	12.0094	6.0098	2.0075	7.008	11.0077	8.0068
7.0063	4.0092	6.0043	4.0034	6.007	19.0185	11.0143	6.0057	7.0079	10.0102	15.0162	5.0068	1.0021	8.0077	6.0062	3.0041
8.0086	3.0037	12.0088	2.0068	3.0057	8.0087	4.0068	11.0077	9.006	8.0078	8.0118	4.0067	4.0064	7.0077	6.006	11.0099
13.0145	4.0068	12.0118	5.0047	7.0046	4.0033	1.0074	4.0012	10.0128	7.0045	7.0083	8.01	4.0058	2.0043	12.008	9.0118
14.0126	4.0066	8.0076	9.012	8.0034	2.0002	0.0041	2.0056	6.0077	2.0032	4.0046	10.0079	6.014	4.0033	10.007	19.019
10.0095	5.0078	11.0057	4.0093	4.0046	4.0065	1.0024	11.0087	11.0099	2.0042	8.0122	8.0058	5.0093	8.0025	10.013	7.0085
2.0075	6.0056	11.0083	6.0065	8.004	8.0076	2.0067	7.0096	10.0067	7.0091	11.0094	5.0103	5.0097	4.0054	8.0101	7.0015
8.017	6.0051	7.0107	18.0095	14.0083	4.0084	1.0024	6.0087	4.0106	8.0035	3.0073	8.004	13.0075	7.0097	13.0062	6.0199
9.0212	13.0052	2.0095	17.0086	16.002	0.0072	2.0027	3.0115	5.0107	5.0013	1.0052	10.0062	11.0106	2.0086	16.0059	10.0181
1.0194	12.0036	1.0071	18.0043	14.003	4.0113	2.0039	4.0084	2.0092	7.0014	2.0102	13.0059	15.0029	1.0103	19.0053	5.0259
11.0293	14.0052	3.0037	17.0118	13.0044	2.0091	1.002	2.0045	2.0053	0.0011	0.0061	12.0029	20.0119	2.0035	10.0038	12.0285
5.0055	7.0073	10.0095	2.0043	9.0112	14.0153	2.0121	12.0025	7.0045	10.0096	10.0115	8.0122	2.0043	6.0089	14.0068	1.0055
1.0093	3.0	2.0122	18.0052	6.0	0.0	0.0006	0.0061	3.0115	3.0006	0.0262	33.0039	13.0047	0.0061	37.0043	2.0426
11.0142	8.0162	13.0058	6.0049	11.0141	11.0051	0.008	12.0105	5.0089	10.0108	5.0034	4.0037	11.005	5.0057	6.0083	1.0065
14.0184	7.0078	5.0027	5.0056	10.0089	3.0022	1.0044	7.0078	4.0024	5.0054	3.0032	10.0123	3.0047	6.0067	13.0142	24.0254
3.0057	12.01	5.0087	7.0057	10.0087	10.0099	4.0106	8.0063	7.0077	3.0068	9.0073	10.0105	7.0079	6.0078	12.0067	7.012
6.011	7.0056	10.0068	6.0089	6.0041	5.005	1.0079	16.014	11.01	9.0056	6.0078	3.0089	5.0059	7.0139	13.0109	9.006
3.0095	4.001	1.0092	17.0069	7.0014	0.002	1.0013	3.0075	1.0092	3.0016	3.0176	23.0049	14.0076	4.0076	25.0052	11.0396
7.0119	5.0081	16.0087	2.0034	11.0068	5.0065	1.011	7.0024	10.009	7.0088	6.0077	4.0045	2.0045	7.0033	5.0037	2.0063
8.0101	5.0053	5.0065	9.0081	5.0044	1.001	0.0026	6.0052	4.0054	1.0025	5.0021	5.0066	10.01	5.0045	4.0044	9.0111
12.0066	1.008	9.0099	8.0089	8.0087	5.0045	2.0066	12.0091	7.0075	13.0078	5.005	3.0108	3.0106	8.0096	12.0086	10.0079
10.0096	9.0083	7.0077	6.0089	13.0069	7.015	3.0078	12.0092	4.008	9.0086	10.008	5.0066	5.01	10.0069	8.0077	15.0175
10.0107	5.0047	12.0116	7.0098	10.0065	7.0079	3.0109	8.0057	8.0095	12.0097	14.0159	6.0093	6.011	4.0088	11.0049	9.0086
3.0076	4.0077	11.0068	7.0058	8.0046	9.0088	9.0111	7.0111	7.0088	13.005	7.0162	10.011	7.0068	7.0141	10.007	12.012
5.0088	7.0079	5.0077	10.0057	8.0051	5.0054	0.0055	11.0106	5.0062	5.0036	4.0023	6.009	8.0088	8.0109	11.0056	8.0135
8.0056	7.0062	5.0054	4.0095	7.0077	12.0129	3.0124	18.0102	5.0074	12.014	8.0056	5.0063	4.0059	9.0114	14.0088	4.0084
5.0035	1.0056	13.0098	8.0112	6.0073	6.0036	0.0063	12.0094	7.0067	8.0038	4.0086	10.0131	9.0113	9.0137	12.0075	20.0219
17.0158	6.0109	7.0047	6.0075	8.0077	9.0069	6.0109	5.0056	8.0098	8.0096	19.0205	6.0057	3.0066	5.0027	9.0095	0.0
13.007	5.0102	12.0108	8.0132	5.01	12.0074	1.0068	11.0081	11.0102	5.0077	6.0087	6.0044	9.0151	6.0058	9.0048	9.011
20.0154	6.0082	6.0109	5.0067	7.0111	8.0105	5.0056	7.0026	10.0069	6.0077	5.0099	7.0067	0.0077	7.0036	12.0047	5.0096
9.013	4.0035	8.0109	12.0092	7.0026	3.003	0.0045	5.0065	6.0096	2.0012	5.0066	10.0069	11.0114	6.0077	11.0047	9.0174
3.0013	1.0056	9.0075	4.0033	8.0035	8.0084	6.0129	11.012	6.0085	12.0137	12.0054	7.0134	0.0056	11.0079	10.0154	10.0056
10.0131	5.0065	9.0082	12.0121	9.0079	4.0044	0.0064	7.0035	9.0078	5.0066	7.0087	7.007	8.0112	7.0059	12.0079	9.015
5.0096	4.0088	13.007	8.0078	11.0066	4.0037	2.0116	10.0081	13.0101	7.0078	7.0089	6.0088	2.0082	11.0085	11.0092	10.0119
7.0078	7.0047	11.007	3.0117	8.0044	3.0053	0.0069	12.0078	4.0088	6.0049	7.0084	15.0134	9.0101	8.0107	13.0122	14.0159
9.01	7.0056	11.013	4.0058	7.0056	5.0055	2.0057	7.0066	7.0149	5.0069	14.0092	11.01	9.0051	4.0053	9.011	8.0109
5.0053	4.0066	9.0057	5.008	5.0024	8.0045	0.0077	11.012	12.0091	3.0058	10.0121	7.0075	1.0086	9.0087	14.0112	12.0114
7.008	3.0064	15.01	7.01	3.0043	5.0021	1.0048	5.0043	10.014	3.0043	8.0109	12.0074	12.0092	3.0026	9.011	9.0139
2.0044	4.0065	11.0046	2.0057	6.0045	6.0054	0.0102	12.0065	9.0076	5.0078	13.0139	10.0106	2.0046	9.0059	13.0125	11.0159
5.0064	2.0074	15.011	5.0051	11.0017	3.0026	0.0088	8.0102	5.012	9.0069	16.0175	14.0124	6.0098	8.0064	12.0105	6.0089
3.0068	4.0046	8.0076	7.0043	7.005	1.0004	0.0068	9.0067	8.0079	5.0067	13.0122	8.0108	3.0036	7.0072	14.0123	9.0136
8.0085	8.0036	4.0035	5.0121	4.0055	6.0078	3.0077	16.0112	8.0054	3.0087	4.0044	6.0047	5.0072	12.012	10.0077	11.0142
8.011	4.0065	12.0162	11.005	9.0067	1.0024	0.0055	8.0054	12.0152	7.0054	10.0074	6.0098	6.0059	6.0045	13.0098	6.0142
3.0034	3.0025	5.0062	9.01	6.0042	5.0046	0.0022	9.01	6.0046	3.0041	9.009	4.0068	5.01	9.011	8.0058	17.0166
15.0144	5.0046	10.0108	4.008	3.0076	3.0023	1.0024	8.0043	5.0058	3.0032	7.0056	9.0108	11.0099	4.0063	6.008	12.0124
7.0091	8.0057	10.0101	9.0128	15.0102	9.0128	2.0078	8.0069	7.0065	8.0102	5.0064	8.0081	5.0109	10.0102	11.0067	8.0089
7.0131	6.0045	7.0035	8.01	8.0017	1.0025	3.0045	8.0125	7.0065	2.0064	3.0066	10.0051	7.011	10.0077	9.0089	17.0201
11.016	7.0056	8.008	8.0081	11.0049	1.0062	0.0045	7.0055	7.0089	5.0034	5.0052	6.0068	5.0078	6.0046	10.0079	12.0163
7.0065	7.0028	9.0099	5.0119	11.0066	4.0053	1.0106	9.0053	4.0081	6.011	6.0065	13.0067	6.0088	7.0076	13.0052	7.0139
4.0055	3.003	12.0129	5.0054	8.0046	2.0022	0.0056	8.0074	7.0069	9.0083	11.0089	4.0104	5.0097	4.0054	9.0081	12.009
