23.0	20.0	26.0	28.0
35.0	24.0	17.0	32.0
22.0	21.0	21.0	34.0
27.0	31.0	39.0	27.0
32.0	22.0	29.0	29.0
26.0	30.0	35.0	29.0
21.0	42.0	38.0	18.0
25.0	26.0	30.0	28.0
34.0	17.0	32.0	27.0
35.0	12.0	22.0	40.0
30.0	20.0	30.0	30.0
25.0	25.0	33.0	25.0
39.0	25.0	24.0	39.0
41.0	21.0	21.0	40.0
32.0	25.0	24.0	40.0
46.0	18.0	14.0	44.0
24.0	37.0	36.0	23.0
24.0	6.0	39.0	53.0
38.0	34.0	24.0	24.0
31.0	22.0	22.0	46.0
27.0	32.0	30.0	32.0
29.0	28.0	30.0	34.0
25.0	11.0	30.0	55.0
30.0	24.0	28.0	16.0
27.0	12.0	15.0	29.0
31.0	27.0	28.0	33.0
33.0	35.0	28.0	38.0
34.0	28.0	41.0	30.0
25.0	34.0	37.0	36.0
27.0	25.0	20.0	35.0
24.0	40.0	31.0	31.0
28.0	24.0	29.0	50.0
37.0	28.0	41.0	17.0
38.0	29.0	28.0	34.0
37.0	27.0	28.0	25.0
33.0	15.0	24.0	37.0
17.0	33.0	37.0	32.0
36.0	21.0	28.0	36.0
31.0	27.0	33.0	34.0
28.0	24.0	32.0	44.0
32.0	21.0	37.0	30.0
23.0	24.0	33.0	36.0
32.0	14.0	34.0	33.0
19.0	24.0	37.0	36.0
27.0	22.0	44.0	33.0
22.0	17.0	35.0	33.0
25.0	30.0	21.0	38.0
35.0	18.0	35.0	32.0
21.0	20.0	22.0	39.0
34.0	15.0	25.0	33.0
34.0	35.0	28.0	34.0
29.0	20.0	22.0	43.0
35.0	19.0	23.0	33.0
28.0	25.0	29.0	34.0
24.0	18.0	32.0	30.0
36.0	24.0	30.0	39.0
24.0	12.0	29.0	37.0
21.0	46.0	37.0	25.0
24.0	29.0	38.0	33.0
41.0	21.0	28.0	23.0
46.0	19.0	17.0	28.0
37.0	34.0	18.0	21.0
20.0	23.0	27.0	39.0
27.0	34.0	40.0	36.0
37.0	36.0	29.0	34.0
26.0	35.0	36.0	39.0
25.0	21.0	41.0	52.0
19.0	30.0	51.0	37.0
31.0	26.0	34.0	26.0
26.0	25.0	42.0	36.0
29.0	37.0	34.0	27.0
25.0	29.0	29.0	36.0
19.0	43.0	50.0	25.0
29.0	33.0	34.0	31.0
24.0	51.0	47.0	17.0
47.0	25.0	30.0	45.0
39.0	24.0	34.0	42.0
20.0	21.0	32.0	24.0
34.0	38.0	35.0	30.0
8.0	61.0	42.0	20.0
24.0	34.0	33.0	38.0
29.0	31.0	32.0	27.0
43.0	27.0	31.0	28.0
33.0	33.0	36.0	27.0
20.0	49.0	40.0	30.0
16.0	29.0	26.0	8.0
27.0	24.0	26.0	28.0
26.0	41.0	44.0	19.0
23.0	14.0	16.0	24.0
18.0	14.0	17.0	24.0
18.0	24.0	25.0	30.0
14.0	22.0	29.0	30.0
18.0	19.0	25.0	23.0
25.0	20.0	21.0	24.0
29.0	21.0	23.0	37.0
21.0	13.0	14.0	20.0
18.0	29.0	24.0	24.0
24.0	14.0	20.0	30.0
18.0	17.0	22.0	31.0
17.0	14.0	18.0	32.0
26.0	26.0	27.0	27.0
13.0	15.0	18.0	23.0
27.0	16.0	15.0	19.0
22.0	19.0	21.0	22.0
25.0	18.0	27.0	32.0
18.0	20.0	26.0	27.0
24.0	26.0	31.0	28.0
12.0	24.0	25.0	19.0
10.0	16.0	22.0	32.0
20.0	26.0	28.0	32.0
21.0	21.0	22.0	21.0
11.0	17.0	24.0	16.0
28.0	25.0	26.0	25.0
15.0	15.0	17.0	22.0
14.0	16.0	20.0	20.0
17.0	21.0	20.0	25.0
17.0	43.0	33.0	17.0
15.0	42.0	34.0	19.0
19.0	25.0	29.0	24.0
9.0	24.0	19.0	12.0
26.0	15.0	23.0	20.0
25.0	17.0	24.0	27.0
30.0	16.0	19.0	30.0
18.0	14.0	12.0	20.0
22.0	14.0	24.0	24.0
28.0	22.0	27.0	30.0
22.0	19.0	23.0	32.0
22.0	16.0	20.0	24.0
19.0	16.0	22.0	30.0
20.0	19.0	23.0	30.0
16.0	19.0	23.0	17.0
20.0	14.0	14.0	18.0
19.0	17.0	16.0	21.0
19.0	10.0	13.0	16.0
17.0	17.0	26.0	16.0
21.0	22.0	20.0	23.0
13.0	17.0	21.0	15.0
13.0	37.0	26.0	15.0
16.0	10.0	23.0	24.0
11.0	16.0	24.0	17.0
15.0	18.0	19.0	18.0
20.0	12.0	15.0	17.0
25.0	33.0	25.0	32.0
12.0	13.0	22.0	16.0
15.0	16.0	18.0	21.0
18.0	13.0	13.0	21.0
23.0	30.0	30.0	26.0
25.0	20.0	25.0	29.0
10.0	22.0	19.0	14.0
14.0	13.0	15.0	23.0
25.0	19.0	18.0	25.0
20.0	22.0	30.0	17.0
26.0	20.0	20.0	23.0
17.0	14.0	23.0	18.0
19.0	16.0	20.0	20.0
16.0	22.0	18.0	18.0
18.0	27.0	18.0	26.0
23.0	22.0	27.0	30.0
20.0	14.0	23.0	28.0
15.0	21.0	19.0	30.0
24.0	29.0	31.0	26.0
18.0	18.0	19.0	21.0
18.0	13.0	20.0	17.0
18.0	29.0	32.0	27.0
14.0	18.0	16.0	20.0
20.0	17.0	24.0	22.0
25.0	34.0	28.0	23.0
29.0	22.0	28.0	31.0
23.0	29.0	31.0	27.0
22.0	26.0	29.0	33.0
22.0	28.0	27.0	21.0
17.0	16.0	18.0	21.0
21.0	18.0	16.0	17.0
