2.0327	2.0008	4.0672	2.3464	1.9555	1.7439	1.8357	4.8062	4.0115	3.7172	2.8739	3.1917	2.4167	4.2337	5.5723	1.107	0.7857	0.7543	2.0019	2.9859	1.3328	1.4355	1.3777	2.7263	2.8687	1.0873	2.9711	2.0549	1.8222	2.3436	8.6138	3.772	5.6801	3.0313	3.5216	3.9395	1.2679	3.1815	2.5647	5.0759	1.7282	2.6863	1.3794	5.4067	6.1905	2.1701	4.1463	2.5886	1.8147	4.5103	3.9965	2.8389	2.1863	0.9471	3.0605	4.0571	7.5489	4.9313	4.0097	4.5912	2.5694	2.6019	2.4655	5.146
4.8146	5.4635	2.5052	4.7507	5.938	1.4808	1.3505	6.4336	3.9229	2.5881	1.4461	5.2331	6.1396	6.9123	4.2834	5.0663	3.4372	1.9818	6.2479	8.6787	3.0208	3.0256	0.5579	3.397	1.3066	0.8807	0.4728	1.2539	5.0069	2.4194	4.1909	3.9027	2.7053	3.3029	1.1838	5.1312	5.0872	1.6268	0.6752	2.0329	2.8305	0.4109	0.253	0.5671	1.8232	2.4018	1.3621	4.8414	6.4496	4.2264	3.1272	3.4735	6.9443	3.8991	1.306	3.5998	4.2764	5.5431	1.8894	3.3604	4.5417	4.0719	5.2079	5.8929
6.9574	3.2612	2.6638	4.2063	1.2854	3.3268	1.7887	1.1557	2.4841	2.7196	0.6099	1.6095	2.9758	0.8331	3.4282	4.5347	3.5382	0.7242	1.0469	3.0698	1.7339	5.426	1.6203	4.2654	2.1384	0.621	2.1941	3.1113	1.3995	4.5236	2.459	3.6546	3.2	1.9681	1.6739	0.8089	2.4254	2.1185	2.0992	1.5152	1.3308	2.2465	7.7425	3.7341	2.9827	2.1945	0.7825	6.9179	3.5971	1.9227	2.2018	3.7337	4.5862	2.4921	2.4536	4.3999	1.9429	2.9662	4.4299	4.4726	4.3646	5.236	6.7876	16.1203
1.3154	1.4562	5.429	1.3765	2.8009	3.8096	2.3482	1.3929	7.8103	5.9643	7.2362	3.1169	1.7763	3.3293	4.5458	2.9928	1.7329	4.7559	5.0858	4.1333	4.7414	4.095	3.6865	4.5338	2.087	1.4649	7.2364	2.382	2.2319	5.3625	4.533	2.1991	5.2369	2.6887	9.1976	4.6099	3.8124	6.3657	3.102	4.1879	5.8923	7.3001	6.562	5.5793	3.838	3.7377	5.5759	4.0726	1.3251	1.9082	4.6046	2.5248	4.3887	4.5509	3.635	4.2117	5.9473	2.9757	4.0814	6.1406	2.5112	3.7342	3.02	2.0178
10.5232	1.7816	4.8177	5.6349	2.7006	1.1722	0.9863	3.5729	5.3034	3.8905	5.8212	4.4797	2.6801	5.0427	4.3847	3.03	4.8208	1.1892	6.9327	3.4651	1.8567	2.5479	0.6611	4.2413	1.3752	1.043	2.3224	1.2395	3.4018	2.2966	3.6205	5.0658	3.4752	4.3453	5.2035	2.8177	6.0051	2.2165	1.6578	3.0244	4.8382	3.0455	4.7956	1.9695	1.2978	3.0288	5.424	4.3583	3.5158	1.1097	2.1169	2.9564	5.9977	3.3963	3.0994	3.5738	4.387	4.9213	2.1485	6.1445	2.3408	5.7635	4.3573	5.4564
2.7735	3.6145	4.0237	4.6524	1.8382	3.5573	1.4727	2.2396	3.464	5.1978	6.3417	3.281	1.8179	1.5321	6.0215	3.4405	2.3774	1.6299	7.3386	2.2677	7.8681	5.3488	2.8314	4.8654	1.4165	2.8794	3.5432	3.8538	1.1417	6.4053	6.4159	2.895	5.2814	2.5361	4.7576	3.9849	2.4506	6.8162	3.4924	5.8842	6.6796	5.3185	6.1317	5.0377	1.1365	4.2197	4.3752	4.4974	3.0266	1.347	1.5805	1.1116	1.4616	5.1973	4.113	4.281	4.8521	5.3732	7.2075	3.0123	2.8342	3.0265	3.4419	4.9493
4.1916	4.6435	1.0502	3.4033	2.1707	7.5809	1.6842	1.1644	3.3872	4.1359	2.8568	0.6529	1.4215	1.872	2.9975	1.5645	4.5606	4.0578	4.5897	0.7467	6.1432	16.6116	7.4358	5.6031	3.1964	5.4699	8.9894	4.5693	0.866	6.1746	4.3352	1.2598	3.9847	2.3367	4.7893	3.4604	2.7943	8.7335	7.5892	2.9721	6.6346	7.7486	12.0223	4.1765	0.4035	4.5076	4.5717	2.0891	0.5283	1.5617	0.4755	0.2176	2.7065	4.0158	5.5462	2.9348	0.8771	4.7351	5.5828	2.1292	0.0921	3.1865	1.5449	1.294
6.7189	1.0187	6.0271	2.4818	0.4195	2.325	1.2197	3.5563	5.6975	4.3726	7.8506	3.9177	2.377	1.0005	1.1896	3.1368	2.3206	1.2121	3.386	0.9734	2.0968	6.9824	3.1397	4.2142	1.9167	3.6604	2.6471	1.788	3.1365	4.4649	4.16	7.5086	4.6974	1.9434	8.9897	1.6316	2.2667	3.1252	3.8715	6.3221	5.3333	5.3725	5.2765	2.2222	1.19	3.1068	2.8735	2.7049	2.4472	2.0418	3.2361	2.0292	3.0738	4.2432	2.1031	5.2329	4.2157	2.3816	2.5307	2.1903	2.9401	6.0989	4.3186	7.3607
9.3868	4.0844	8.7768	4.8077	5.1851	2.286	1.4615	0.6465	10.1578	4.4639	4.2313	4.4766	0.651	2.1669	5.965	2.5042	4.0152	1.8215	6.7918	0.7003	2.6841	1.4441	0.6729	0.1751	2.0136	0.7091	1.9332	0.7799	2.0053	1.3688	1.731	1.3471	10.5156	2.4325	4.5696	3.9321	4.6366	2.859	1.4063	3.8504	4.8699	3.4369	3.3042	4.5419	2.9613	1.1182	8.1592	5.0919	3.198	1.9932	3.0302	1.8369	0.9457	0.722	1.9011	1.7689	4.4981	4.4309	6.58	7.4177	3.8592	0.7939	6.4511	7.8651
9.8024	4.4395	5.5528	7.8717	2.9474	2.6313	0.7053	3.0206	5.7621	0.5691	2.0328	6.6896	5.3186	3.2789	5.0113	6.7857	4.1171	0.5549	3.6639	4.8157	1.5012	0.113	0.1566	1.5554	0.6096	0.0593	0.3084	0.7413	1.2588	0.6911	1.5292	2.9625	5.4658	2.7334	1.7692	3.3412	2.8301	0.3377	0.3944	1.1558	3.4863	1.708	1.207	2.6655	2.6327	0.6655	6.0138	8.3962	8.206	1.3402	2.9891	4.6671	6.096	0.253	0.5518	0.7614	3.0796	2.1881	5.3594	8.6898	8.1189	3.1672	6.7722	20.1885
5.3039	5.3189	5.1252	3.4731	2.3861	2.7887	0.9201	5.7925	5.2076	3.2017	3.4834	6.1739	4.0727	2.256	3.9661	1.8867	4.5	1.2755	1.1058	2.3773	2.2147	3.31	0.4595	3.4042	1.0107	0.4249	0.781	1.7122	2.6631	5.9643	4.213	7.2627	6.3726	2.4519	8.2195	3.5663	1.1026	1.2356	0.599	2.0969	7.1136	0.5196	5.9099	4.4162	3.0113	2.4981	7.3481	2.7105	3.1166	2.8404	5.1867	2.8444	3.4964	1.3341	1.8474	6.8205	7.9557	0.8785	8.8097	3.3478	4.3438	2.0601	5.8225	2.5104
0.9071	1.485	3.8022	1.1393	4.5768	2.7087	1.6661	3.5608	5.3068	4.9227	6.6555	4.0339	2.3005	3.0171	3.8286	2.8824	2.6115	5.3962	3.6751	3.3739	2.8003	3.6929	2.6423	6.1454	1.6785	0.9394	3.8616	1.1679	3.1039	2.6004	4.4426	4.4618	2.4711	4.3454	6.6765	4.9278	6.062	4.7464	1.258	3.8424	2.9771	6.5489	4.6342	5.5584	2.4639	1.3186	4.4536	3.7662	1.3742	1.3094	6.9677	2.6781	1.4926	3.8504	2.3974	0.8783	8.3328	2.4007	3.9868	2.8197	4.3941	1.6789	5.0024	1.1531
7.4694	3.4207	2.7034	7.1039	6.129	2.693	1.6556	3.0252	3.4945	2.8845	3.6853	4.1738	11.2186	4.3996	10.259	5.9659	6.5276	5.9296	3.9608	9.1914	5.8505	2.2109	0.6043	1.3264	0.9678	1.5185	0.4917	0.7859	4.5653	3.4683	1.3281	4.4835	3.732	1.0226	3.493	2.7765	7.2621	3.0163	0.635	2.3241	3.1048	1.9974	0.9241	1.4755	3.0477	0.8686	6.9847	4.1918	3.107	3.0734	5.7795	12.7379	6.251	1.9701	0.8766	6.6092	4.0184	6.7827	3.1896	8.7087	5.7338	5.4392	4.3287	3.7459
9.8936	6.0484	2.6277	5.9514	13.8183	2.0751	3.4776	3.1714	2.3995	1.8416	1.7321	2.3151	9.7838	2.8383	7.6845	8.2816	4.8306	9.1531	2.8131	8.6652	1.9955	0.7878	0.6866	0.4306	1.2774	0.4353	0.6487	3.2044	2.0983	0.7971	2.546	4.4269	4.7773	2.0152	0.9292	4.8713	5.1789	0.5817	0.3105	2.3091	2.063	0.6634	0.2974	1.2999	5.0684	1.2563	6.9837	5.397	5.3743	5.3075	1.6978	10.5192	3.1432	0.4369	0.8035	3.446	7.1443	5.3886	1.5427	11.925	6.4699	2.8834	8.4805	6.8625
2.855	3.5571	0.6841	3.796	10.836	4.1004	1.8871	2.497	1.0046	1.8936	0.7778	1.5704	14.1933	1.9478	8.2853	4.8219	2.4845	9.5981	2.0269	7.899	3.4312	3.5492	2.3053	1.2718	0.9726	1.8244	2.1635	1.2618	2.8597	1.9351	1.6542	3.8079	2.0898	0.6741	0.6977	3.9165	4.8187	1.9474	0.9197	3.3816	2.0994	0.7287	1.9822	3.2008	5.1692	1.2885	11.9381	6.1014	3.8214	7.0768	1.44	13.6251	2.2729	1.0337	0.4578	3.0669	3.356	6.3592	2.9461	18.4195	3.7945	1.73	9.216	6.5737
10.9786	7.0666	1.965	10.4762	16.234	3.7787	0.902	2.7322	2.3129	0.3456	0.448	4.077	16.6924	0.6918	5.2918	9.9971	6.009	11.2444	0.432	4.9419	2.9329	1.1989	1.0804	1.7975	1.4378	0.1858	0.0468	0.597	1.8143	0.2477	1.3267	3.112	2.565	1.5758	0.3368	1.301	0.3313	0.1235	0.0597	0.2909	0.5276	0.0146	0.6251	1.699	6.2129	0.4228	7.4544	5.1607	11.3402	3.7557	4.7245	16.0503	2.6365	1.9075	0.2005	1.3939	1.8308	0.2586	1.7494	13.1909	12.0649	3.448	3.0155	13.3667
1.9393	3.5146	4.1693	0.7634	3.9933	6.5502	1.5675	3.8901	2.2134	4.8431	6.9649	4.4512	1.6634	1.6303	2.3479	0.6178	3.5618	7.3775	6.7784	1.3973	9.0666	10.5539	5.1589	4.3225	3.4859	2.5636	2.9774	2.3968	2.2298	7.5757	8.359	1.0825	3.4026	2.3609	5.2891	2.0065	3.055	5.9181	2.7984	7.8826	2.7648	6.3615	5.2704	6.1355	1.1272	3.1632	10.6337	2.5086	1.0286	2.121	2.2536	0.5324	2.8744	5.9405	1.9082	3.027	4.6021	5.8838	7.5312	4.9275	0.4768	0.9788	2.7168	0.2744
0.6691	0.117	1.2961	3.7994	3.1986	0.0351	0.3785	0.6663	1.2143	0.378	1.8801	5.9703	8.0967	0.4771	16.6513	5.8907	0.1652	0.112	1.1469	6.6802	0.0522	0.0	0.0268	0.045	0.2307	0.14	0.3971	0.7653	0.2959	0.168	1.4696	0.7679	2.3613	0.5558	3.7168	4.055	3.6287	0.0415	0.6219	1.0816	2.1445	0.7162	3.0267	6.484	10.6122	1.2682	30.442	9.1243	2.1322	3.497	3.2397	14.7674	1.2708	0.0494	0.5977	1.0441	7.1372	4.1772	7.3105	39.9999	4.097	1.0714	10.4585	8.118
8.0239	9.0412	5.0164	2.006	7.9979	5.6411	2.1176	5.1559	5.707	10.514	2.6543	3.5583	3.7647	2.6948	3.6307	1.1522	7.0093	3.1985	8.1158	4.9961	6.0127	3.8087	1.8143	8.1874	1.1408	2.3351	1.2174	1.3384	10.3252	4.2136	3.9725	2.6564	5.1029	3.2367	2.4704	2.0302	6.2929	8.1806	1.581	3.9707	2.3246	3.6638	1.4993	1.9161	2.7939	3.2251	1.8898	0.9626	3.8272	5.2774	6.7797	3.6042	3.3784	2.4547	0.4779	4.6817	3.0135	3.2684	3.6691	2.0633	2.6421	0.8659	0.8543	0.7457
16.8857	9.2123	1.8153	2.6432	10.6759	1.886	1.0755	0.8625	3.0609	2.2585	1.8049	2.347	1.7685	0.9506	2.4473	5.3787	9.2695	1.8782	3.9904	3.8279	3.5562	0.4822	0.2311	1.8572	1.5498	0.6001	0.6019	1.2598	0.9755	3.1324	2.7119	7.9252	1.4214	2.6062	1.7823	1.9242	0.9244	0.5416	0.8602	6.0493	0.427	1.7909	1.6992	2.9009	3.2923	3.4712	3.9437	10.9302	2.9193	1.031	2.1057	2.383	3.5988	1.615	1.9886	5.1329	2.7261	5.1333	2.7426	15.1888	2.3225	4.8967	17.1063	25.5179
1.1365	3.2985	1.9831	2.1528	5.9499	8.3107	2.8385	5.5209	3.5185	2.8543	3.5296	1.7616	1.4219	3.813	5.5383	3.009	3.7648	8.6273	2.2257	4.2151	7.5262	5.8103	3.8498	2.6792	1.5026	0.9284	3.9292	4.5934	2.6548	2.8103	6.7663	4.3542	2.3859	6.2427	2.7268	3.4999	1.4951	2.6572	1.5355	3.4961	4.653	1.7611	5.6812	6.3975	5.9849	3.0812	6.1927	3.9515	1.154	4.6542	4.6103	4.2076	3.6651	3.277	2.7249	4.1318	4.8016	3.6473	5.1322	6.478	4.2283	4.2789	2.6159	5.6714
2.876	2.2946	5.8201	4.2216	4.9749	2.3504	1.0514	4.8883	7.0035	3.4144	4.2507	3.7025	4.377	2.8032	3.2262	3.6076	2.0093	2.9975	2.0415	3.5743	1.6471	1.3419	1.3068	7.1057	1.3082	1.7396	1.3387	2.1848	3.4361	5.9049	10.2239	9.7138	6.2936	4.571	6.8621	3.7031	1.2965	2.2406	2.5645	9.7788	7.8389	1.2958	2.7475	1.7115	2.5304	2.8168	3.0883	1.6672	3.7601	1.6125	3.9502	2.4303	2.5116	5.0831	2.1203	7.5302	5.2762	9.6204	5.4463	2.6962	1.4595	5.7354	7.8357	3.0851
1.3913	0.2039	1.9629	5.0772	3.5556	0.0082	0.1669	2.1294	0.6333	0.2577	1.6244	3.9015	8.8622	1.5366	11.2871	6.5272	1.2166	1.0433	0.909	7.753	0.1781	0.0022	0.0697	0.4457	0.3647	0.0836	1.3176	1.1041	2.4338	1.1175	1.4052	3.5752	1.5343	1.6484	0.9643	2.6281	3.1829	0.0282	1.6983	1.1857	2.7851	1.3107	2.8448	6.2405	8.8751	1.6852	20.4919	6.6411	5.1763	2.9643	2.5775	14.6607	4.1451	0.6145	0.9285	4.7918	3.0945	4.4686	7.4128	26.5329	5.4654	5.5408	8.3181	17.3154
4.1154	5.429	4.5962	2.1123	6.2681	3.2726	1.773	1.5471	9.4908	4.8344	7.1448	3.3787	0.5631	1.9399	2.032	1.1421	5.3067	3.9405	9.8655	0.7283	4.0563	2.1756	1.5849	3.3098	3.2701	2.0129	1.5177	1.1664	2.1065	4.1387	4.3923	1.1303	6.2061	2.824	7.7096	2.445	5.9725	4.9679	2.3555	2.2281	3.3089	6.3714	2.6393	1.0173	0.9614	2.6191	2.1081	2.9441	1.1371	0.5687	3.9233	0.3888	3.7539	0.7293	2.3512	4.7068	3.2329	2.1602	1.8921	3.075	0.9891	2.8445	1.3689	0.6719
