38.323,37.024,51.864,47.421,29.782,25.945,36.819,48.78,48.79,42.281,48.356,52.903,50.903,42.962,62.447,58.342
73.79,57.971,40.783,77.739,59.295,39.654,25.527,53.8,43.646,31.449,20.627,40.293,73.029,58.007,46.049,72.471
46.161,30.091,26.875,57.896,34.025,38.575,29.525,48.043,44.599,30.863,37.956,45.093,50.125,61.236,53.74,96.43
43.326,50.052,66.902,44.32,51.276,56.404,64.511,47.43,69.901,76.702,88.307,67.907,47.512,52.334,69.414,50.472
75.041,44.247,67.003,62.932,50.305,32.926,35.215,49.952,56.247,45.058,54.811,52.128,47.914,52.785,55.925,64.802
45.028,47.913,62.965,50.943,51.178,71.966,57.614,55.445,53.513,70.994,76.151,64.85,38.113,52.305,63.99,50.64
35.824,60.012,38.655,29.694,55.429,117.723,86.522,46.836,54.494,102.616,98.599,44.145,18.719,46.87,48.628,20.554
51.638,38.501,66.335,46.995,27.239,58.179,42.093,55.122,55.878,52.907,66.784,52.052,43.918,57.741,50.649,56.39
84.583,44.517,75.23,53.261,41.558,19.057,28.441,19.391,79.903,42.118,69.398,56.104,56.129,28.329,73.583,59.109
89.956,34.068,50.759,87.401,34.291,9.181,15.541,30.98,50.66,17.428,33.162,69.393,83.39,29.421,62.81,123.98
60.946,42.33,64.89,59.527,44.667,32.035,32.896,53.905,60.987,24.277,69.57,51.986,67.208,36.68,71.408,57.4
41.886,46.054,60.856,42.481,46.331,42.339,54.259,48.775,60.28,57.184,67.364,58.234,48.667,36.247,60.802,42.37
89.983,55.241,62.448,91.574,74.485,36.374,31.58,55.533,49.235,33.324,33.543,53.928,91.463,58.63,63.014,91.284
111.72,62.648,44.028,92.707,67.316,28.929,27.331,46.261,54.387,25.826,23.886,57.828,93.231,41.487,59.136,101.759
72.256,63.166,30.552,69.583,52.663,42.79,30.423,46.196,41.808,27.652,39.829,81.451,87.093,47.273,72.331,116.837
127.111,56.208,36.319,120.391,62.996,28.696,9.911,45.823,34.644,7.964,16.334,45.184,127.289,43.516,47.242,120.562
34.967,64.761,57.989,34.615,60.097,99.614,81.196,56.652,47.587,68.913,85.838,51.234,30.933,48.745,63.473,26.997
32.682,9.412,57.485,88.239,11.258,1.564,13.293,16.967,55.78,16.553,86.848,136.518,77.637,21.614,144.37,159.971
91.07,86.439,61.645,55.396,84.71,66.67,45.503,58.196,58.859,60.804,33.105,37.746,59.095,47.469,35.401,31.503
100.577,49.799,34.024,58.758,55.049,25.392,23.844,56.68,25.567,27.67,34.497,74.439,45.542,47.269,86.959,175.835
41.333,66.065,43.568,52.491,54.512,66.168,48.956,64.347,51.514,52.015,65.797,66.774,53.121,63.813,64.354,67.073
58.561,45.78,60.126,59.756,40.482,46.162,48.561,72.554,63.037,49.778,56.373,60.986,53.808,63.162,72.106,70.667
38.091,13.463,46.243,83.702,23.365,5.022,18.153,39.383,50.839,20.096,62.745,97.396,87.432,40.318,116.528,179.123
65.183,53.909,63.59,32.485,62.483,42.962,45.258,31.369,64.543,59.045,54.346,33.349,32.879,31.011,38.869,19.952
61.628,30.416,35.076,74.88,28.834,9.858,14.856,29.457,41.17,16.698,21.058,37.034,63.791,34.744,30.052,77.338
59.29,49.808,59.701,71.179,56.617,39.621,45.239,62.091,50.489,51.219,48.21,56.117,68.066,54.05,64.262,69.36
64.624,69.065,61.851,61.521,56.471,76.216,51.363,92.193,49.474,63.419,56.651,55.443,61.496,69.108,53.142,87.634
64.979,50.487,90,56.408,53.055,49.652,53.302,52.189,81.26,72.857,96.879,72.11,62.076,47.733,64.42,53.971
38.439,46.477,65.582,54.256,45.784,61.064,67.843,65.948,54.278,71.929,86.524,83.206,46.966,76.71,74.509,73.575
46.402,49.603,39.924,72.369,45.565,40.156,34.325,62.495,37.99,36.636,25.057,51.114,60.525,68.221,53.273,82.185
39.554,62.457,39.123,42.209,57.163,93.726,70.842,76.272,47.751,78.501,54.154,55.055,45.052,81.646,65.762,54.084
41.184,39.811,55.012,80.76,41.419,33.786,35.14,77.718,45.603,47.766,45.111,93.29,70.272,65.746,82.776,149.406
96.332,55.882,59.988,40.354,53.608,61.257,77.412,34.618,90.51,54.395,143.066,42.447,34.217,28.687,52.888,12.819
81.856,61.275,70.862,76.742,60.728,50.957,41.503,68.438,73.97,42.299,52.103,48.724,77.451,54.44,57.279,69.593
110.127,77.616,58.329,45.148,55.912,50.89,57.537,41.648,57.085,47.431,57.127,58.309,41.097,38.298,46.007,46.181
87.001,25.056,66.359,72.789,33.31,16.743,20.843,47.9,50.729,15.855,39.845,53.107,90.407,41.679,60.213,100.585
15.559,29.44,42.95,29.333,39.574,69.296,86.725,71.212,43.482,74.494,86.488,73.46,34.713,68.488,80.363,59.744
84.364,46.583,71.241,84.069,55.254,24.05,36.061,43.93,55.727,38.5,50.121,57.408,77.033,49.919,71.307,76.333
52.973,52.042,64.498,64.07,57.577,39.506,54.041,59.303,70.046,58.022,60.979,64.644,63.104,52.49,70.975,70.79
