0.05208333	0.05208333	0.0625	0.07291667	0.03125	0.04166667	0.03125	0.09375	0.08333333	0.0625	0.05208333	0.07291667	0.0625	0.05208333	0.125	0.05208333
0.08411215	0.06542056	0.06542056	0.10280374	0.11214953	0.04672897	0.0	0.06542056	0.05607477	0.04672897	0.01869159	0.03738318	0.06542056	0.06542056	0.07476636	0.09345794
0.09278351	0.03092784	0.03092784	0.06185567	0.05154639	0.07216495	0.04123711	0.05154639	0.03092784	0.04123711	0.08247423	0.06185567	0.05154639	0.07216495	0.06185567	0.16494845
0.02439024	0.03252033	0.10569106	0.05691057	0.07317073	0.08130081	0.03252033	0.05691057	0.08943089	0.06504065	0.09756098	0.06504065	0.03252033	0.07317073	0.08130081	0.03252033
0.0990991	0.02702703	0.0990991	0.06306306	0.08108108	0.04504505	0.00900901	0.06306306	0.07207207	0.05405405	0.06306306	0.06306306	0.02702703	0.07207207	0.09009009	0.07207207
0.06722689	0.02521008	0.07563025	0.05042017	0.05882353	0.09243697	0.02521008	0.07563025	0.06722689	0.07563025	0.10084034	0.05042017	0.01680672	0.05882353	0.09243697	0.06722689
0.05932203	0.03389831	0.05084746	0.03389831	0.05084746	0.16101695	0.09322034	0.05084746	0.05932203	0.08474576	0.12711864	0.04237288	0.00847458	0.06779661	0.05084746	0.02542373
0.07407407	0.02777778	0.11111111	0.01851852	0.02777778	0.07407407	0.03703704	0.10185185	0.08333333	0.07407407	0.07407407	0.03703704	0.03703704	0.06481481	0.05555556	0.10185185
0.11926606	0.03669725	0.11009174	0.04587156	0.06422018	0.03669725	0.00917431	0.03669725	0.09174312	0.06422018	0.06422018	0.0733945	0.03669725	0.01834862	0.11009174	0.08256881
0.12962963	0.03703704	0.07407407	0.08333333	0.07407407	0.01851852	0.0	0.01851852	0.05555556	0.01851852	0.03703704	0.09259259	0.05555556	0.03703704	0.09259259	0.17592593
0.09174312	0.04587156	0.10091743	0.03669725	0.03669725	0.03669725	0.00917431	0.10091743	0.10091743	0.01834862	0.0733945	0.0733945	0.04587156	0.0733945	0.09174312	0.06422018
0.01869159	0.05607477	0.10280374	0.05607477	0.07476636	0.07476636	0.01869159	0.06542056	0.09345794	0.06542056	0.10280374	0.04672897	0.04672897	0.03738318	0.07476636	0.06542056
0.06349206	0.04761905	0.05555556	0.14285714	0.11111111	0.03174603	0.00793651	0.04761905	0.03174603	0.06349206	0.02380952	0.06349206	0.1031746	0.05555556	0.1031746	0.04761905
0.07377049	0.10655738	0.01639344	0.13934426	0.13114754	0.0	0.01639344	0.02459016	0.04098361	0.04098361	0.00819672	0.08196721	0.09016393	0.01639344	0.13114754	0.08196721
0.00833333	0.1	0.00833333	0.15	0.11666667	0.03333333	0.01666667	0.03333333	0.01666667	0.05833333	0.01666667	0.10833333	0.125	0.00833333	0.15833333	0.04166667
0.09090909	0.11570248	0.02479339	0.14049587	0.10743802	0.01652893	0.00826446	0.01652893	0.01652893	0.0	0.0	0.09917355	0.16528926	0.01652893	0.08264463	0.09917355
0.04201681	0.05882353	0.08403361	0.01680672	0.07563025	0.11764706	0.01680672	0.10084034	0.05882353	0.08403361	0.08403361	0.06722689	0.01680672	0.05042017	0.11764706	0.00840336
