0.2371134	0.20618557	0.26804124	0.28865979
0.32407407	0.22222222	0.15740741	0.2962963
0.2244898	0.21428571	0.21428571	0.34693878
0.21774194	0.25	0.31451613	0.21774194
0.28571429	0.19642857	0.25892857	0.25892857
0.21666667	0.25	0.29166667	0.24166667
0.17647059	0.35294118	0.31932773	0.1512605
0.2293578	0.23853211	0.27522936	0.25688073
0.30909091	0.15454545	0.29090909	0.24545455
0.32110092	0.11009174	0.20183486	0.36697248
0.27272727	0.18181818	0.27272727	0.27272727
0.23148148	0.23148148	0.30555556	0.23148148
0.30708661	0.19685039	0.18897638	0.30708661
0.33333333	0.17073171	0.17073171	0.32520325
0.26446281	0.20661157	0.19834711	0.33057851
0.37704918	0.14754098	0.1147541	0.36065574
0.2	0.30833333	0.3	0.19166667
0.19672131	0.04918033	0.31967213	0.43442623
0.31666667	0.28333333	0.2	0.2
0.25619835	0.18181818	0.18181818	0.38016529
0.2231405	0.26446281	0.24793388	0.26446281
0.23966942	0.23140496	0.24793388	0.28099174
0.20661157	0.09090909	0.24793388	0.45454545
0.30612245	0.24489796	0.28571429	0.16326531
0.3253012	0.14457831	0.18072289	0.34939759
0.2605042	0.22689076	0.23529412	0.27731092
0.24626866	0.26119403	0.20895522	0.28358209
0.2556391	0.21052632	0.30827068	0.22556391
0.18939394	0.25757576	0.28030303	0.27272727
0.25233645	0.23364486	0.18691589	0.3271028
0.19047619	0.31746032	0.24603175	0.24603175
0.21374046	0.18320611	0.22137405	0.38167939
0.30081301	0.22764228	0.33333333	0.13821138
0.29457364	0.2248062	0.21705426	0.26356589
0.31623932	0.23076923	0.23931624	0.21367521
0.30275229	0.13761468	0.22018349	0.33944954
0.14285714	0.27731092	0.31092437	0.26890756
0.29752066	0.17355372	0.23140496	0.29752066
0.248	0.216	0.264	0.272
0.21875	0.1875	0.25	0.34375
0.26666667	0.175	0.30833333	0.25
0.19827586	0.20689655	0.28448276	0.31034483
0.28318584	0.12389381	0.30088496	0.2920354
0.1637931	0.20689655	0.31896552	0.31034483
0.21428571	0.17460317	0.34920635	0.26190476
0.20560748	0.1588785	0.3271028	0.30841121
0.21929825	0.26315789	0.18421053	0.33333333
0.29166667	0.15	0.29166667	0.26666667
0.20588235	0.19607843	0.21568627	0.38235294
0.31775701	0.14018692	0.23364486	0.30841121
0.25954198	0.26717557	0.21374046	0.25954198
0.25438596	0.1754386	0.19298246	0.37719298
0.31818182	0.17272727	0.20909091	0.3
0.24137931	0.21551724	0.25	0.29310345
0.23076923	0.17307692	0.30769231	0.28846154
0.27906977	0.18604651	0.23255814	0.30232558
0.23529412	0.11764706	0.28431373	0.3627451
0.1627907	0.35658915	0.28682171	0.19379845
0.19354839	0.23387097	0.30645161	0.26612903
0.36283186	0.18584071	0.24778761	0.20353982
0.41818182	0.17272727	0.15454545	0.25454545
0.33636364	0.30909091	0.16363636	0.19090909
0.18348624	0.21100917	0.24770642	0.35779817
0.19708029	0.24817518	0.2919708	0.26277372
0.27205882	0.26470588	0.21323529	0.25
0.19117647	0.25735294	0.26470588	0.28676471
0.17985612	0.15107914	0.29496403	0.37410072
0.13868613	0.2189781	0.37226277	0.27007299
0.26495726	0.22222222	0.29059829	0.22222222
0.20155039	0.19379845	0.3255814	0.27906977
0.22834646	0.29133858	0.26771654	0.21259843
0.21008403	0.24369748	0.24369748	0.30252101
0.13868613	0.31386861	0.3649635	0.18248175
0.22834646	0.25984252	0.26771654	0.24409449
0.17266187	0.36690647	0.3381295	0.12230216
0.31972789	0.17006803	0.20408163	0.30612245
0.28057554	0.17266187	0.24460432	0.30215827
0.20618557	0.21649485	0.32989691	0.24742268
0.24817518	0.27737226	0.25547445	0.2189781
0.0610687	0.46564885	0.32061069	0.15267176
0.18604651	0.26356589	0.25581395	0.29457364
0.24369748	0.2605042	0.26890756	0.22689076
0.33333333	0.20930233	0.24031008	0.21705426
0.25581395	0.25581395	0.27906977	0.20930233
0.14388489	0.35251799	0.28776978	0.21582734
0.20253165	0.36708861	0.32911392	0.10126582
0.25714286	0.22857143	0.24761905	0.26666667
0.2	0.31538462	0.33846154	0.14615385
0.2987013	0.18181818	0.20779221	0.31168831
0.24657534	0.19178082	0.23287671	0.32876712
0.18556701	0.24742268	0.25773196	0.30927835
0.14736842	0.23157895	0.30526316	0.31578947
0.21176471	0.22352941	0.29411765	0.27058824
0.27777778	0.22222222	0.23333333	0.26666667
0.26363636	0.19090909	0.20909091	0.33636364
0.30882353	0.19117647	0.20588235	0.29411765
0.18947368	0.30526316	0.25263158	0.25263158
0.27272727	0.15909091	0.22727273	0.34090909
0.20454545	0.19318182	0.25	0.35227273
0.20987654	0.17283951	0.22222222	0.39506173
0.24528302	0.24528302	0.25471698	0.25471698
0.1884058	0.2173913	0.26086957	0.33333333
0.35064935	0.20779221	0.19480519	0.24675325
0.26190476	0.22619048	0.25	0.26190476
