4.3035,6.6944,4.3035,5.2598,3.8253,5.2598,3.3472,3.3472,6.6944,3.3472,0.4782,0.9563,0.9563,0,0.4782,0,0,1.4345,0,0,0,0.9563,0,1.4345,0.4782,0.9563,0.9563,0.4782,0.9563,0.4782,0.4782,0,0.9563,0,0.4782,0,0,1.4345,0.4782,0,0,0.9563,0.4782,0.4782,0,0,0.9563,0,0.9563,1.4345,2.3908,0,0.4782,0.4782,0,0,0,0,0.4782,0,0,0.9563,0,0.9563,0.4782,0.4782,0,0,1.4345,0.9563,0,0.4782,0,0.9563,0,1.4345,0,0,0.4782,0,0,0,0.9563,0,1.4345,0.4782,0.4782,0,0,0,0.4782,1.9127,0.4782,0.9563,0.4782,0.9563,0,0,0.9563,0.4782,0,0.4782,0,0,0,0.9563,0.9563,0,0.9563,0,0.1554,0.1752,0.1913
7.3529,7.7854,4.7578,5.6228,0.865,5.6228,0.865,5.1903,7.7854,0.865,1.7301,0.865,1.2976,0,0.865,0.4325,0,0.865,0.4325,0.4325,0,1.2976,0.865,0.865,0,1.2976,0.4325,0.4325,2.5951,0,1.7301,0.865,0.4325,0.4325,0,0,0,0.865,0.4325,0,0.4325,2.1626,0.4325,0.865,0,0,0,0.4325,1.2976,0,0.4325,0,0,0,0,0,0,0.4325,0,0,0.4325,1.7301,0.4325,0.865,0,0.865,0,0,0.865,0.4325,0,0,0.4325,0.4325,0,0,0,0,0,0,1.2976,0.4325,0.4325,0.4325,0,0.865,0,1.2976,0.4325,0,0.865,0,0.4325,1.7301,0,2.1626,0.4325,0.865,1.2976,0,0,0.4325,0,0,0,0,0,0,0.4325,0,0.1585,0.2187,0.1903
2.14,7.2759,2.14,6.8479,0.856,6.8479,1.284,5.9919,7.2759,1.284,0,0,0,0,0,0.428,0.428,0.428,0.428,0,0.428,3.424,0.428,0.856,0,0.428,0,0.428,0.856,0.428,0,0,0,0,0.428,0.856,0,0.428,0.428,0,0.856,1.284,0.428,2.568,0,0,0.428,0.428,0.428,0.428,0,0,0,0,0,0.428,0,0.428,0,0,0,1.284,0.428,0.856,0,2.14,0.428,0.428,0.856,0.428,0,0,0,0.428,0,0.428,0,0,0.428,0,0.856,0.428,0.856,0.428,0.428,0.428,0,2.14,0.428,0,0,0.856,0,1.284,0,1.284,0,0.428,3.424,0,0,0,0,0.428,0,0.428,0,0.428,0,0,0.1712,0.1864,0.2144
4.9851,4.629,3.5608,7.4777,4.629,7.4777,1.7804,3.2047,4.629,1.7804,0.7122,0,0.7122,0.7122,1.0682,1.0682,0,0.7122,0,0,0,0.3561,0,0,1.0682,1.4243,0,0,1.4243,0.3561,1.0682,0.3561,0.3561,0,0.3561,0.3561,0,0.3561,0,0.3561,1.0682,0.7122,1.0682,2.1365,0,0.7122,0,0,1.4243,0.3561,1.4243,0.3561,0.3561,0,0.3561,0.3561,0.3561,0.7122,0.7122,0,0,1.7804,0.7122,1.4243,0.3561,2.1365,0.3561,0.3561,0,0.3561,0,0.3561,0,0.3561,0,0.3561,0,0.3561,0.3561,0,0.7122,0.3561,0,0.3561,1.0682,0.3561,0,0.3561,0,0,0,0,0.3561,1.7804,0.3561,0.7122,0.3561,0.3561,0.3561,0.3561,0,0.3561,0,0.7122,0,0,0.7122,0,0,0,0.1586,0.2487,0.2366
5.8822,7.5629,2.9411,6.3024,3.3613,6.3024,2.521,2.1008,7.5629,2.521,0.8403,0.8403,0.4202,0,1.2605,0.8403,0.4202,0.4202,0.4202,0.4202,0.8403,2.1008,0,0.8403,0,1.6806,0.4202,0,1.6806,0,0.8403,0.8403,0.4202,0,0,0,0,0.4202,0.4202,0,0.8403,1.2605,0,1.6806,0,0,0.4202,0.4202,1.6806,0,0.8403,0.4202,0.4202,0,0,0,0,0,0.4202,0.8403,0,0.8403,0,1.6806,0,1.6806,0.4202,0.4202,0.8403,0.4202,0.4202,0.8403,0,0.4202,0.8403,0,0,0,0,0,0.4202,0,0.4202,0.4202,0,0.4202,0.4202,0,0,0,0.4202,0,0.8403,0.8403,0.8403,1.2605,0.4202,0,2.1008,0.8403,0,0.4202,0.4202,0.4202,0.4202,0.4202,0,0.4202,0,0,0.1484,0.1971,0.2344
3.8549,6.1679,3.084,8.4809,1.542,8.4809,3.4694,1.542,6.1679,3.4694,0.3855,0.3855,0.3855,0.3855,0.3855,1.1565,0.3855,0,0.3855,0,0.3855,1.9275,0,0.3855,0,1.542,0,0,0.771,1.1565,0.771,0.3855,0,1.1565,0,0.3855,0,0.3855,0,0,0.3855,1.1565,1.1565,1.9275,0,0,0.771,0,1.9275,1.1565,0.771,0,0,0,0.3855,0,0.3855,0,0,0,1.1565,1.1565,0.771,1.542,0,1.9275,0.771,0.3855,0,0.771,0,0,0.3855,0.771,0,1.1565,0,0,1.1565,0,0,0,0.3855,0,0,0,0.3855,0.3855,0,0.3855,0,0.771,0,1.1565,0,1.542,0,0.3855,1.9275,0,0,0,0,1.1565,0.771,0.771,0.771,0,0,0,0.1905,0.1947,0.2293
4.4626,2.7462,4.4626,9.955,1.0298,9.955,2.0597,1.3731,2.7462,2.0597,1.3731,0.6866,0.6866,0.3433,0.3433,0.3433,0.3433,0,0,0.3433,0.3433,0,0,0.3433,0,1.0298,0,0,0.6866,0.3433,0.3433,0,0.6866,1.3731,0,1.3731,0,0.6866,0,0,1.0298,0.6866,1.0298,3.4328,0,1.7164,0.6866,0.3433,1.0298,0,0.3433,0,0.6866,0,0,0,0,0,0,0,0.6866,0.6866,0.3433,2.0597,0.3433,3.776,0.6866,0.3433,0.3433,0.3433,0,0.6866,0,0.3433,0,0,0.3433,0,0.6866,0,0,0,0.6866,0.3433,0,0.3433,0,0,0,0,0.3433,0,0,0.6866,0.3433,0.6866,0,0,0,0.6866,0,0,0.3433,0.6866,0,0.6866,0,0,0,0.3433,0.1757,0.2253,0.2557
4.6594,5.0476,2.3297,7.7656,2.718,7.7656,1.1648,4.6594,5.0476,1.1648,1.1648,0.3883,0.7766,0.3883,0.7766,0.3883,0,0.7766,0,0,0,1.5531,0,0,0.3883,3.1062,0,0,0,0,0,0.3883,0.7766,0.3883,0,0,0,0.7766,0,0,0.3883,0.3883,0,1.9414,0.3883,0.7766,0.3883,0.3883,3.1062,0,0.3883,0.3883,0,0.7766,0,0.3883,0,0,0.3883,0,1.1648,1.5531,0,1.1648,0.3883,1.9414,0.3883,0,0,1.1648,0,0,0,1.1648,0,0,0,0,0,0,0.7766,0.3883,0.3883,0,0.3883,0.3883,0.3883,1.9414,0,0,0.3883,0,0.3883,1.5531,0.3883,0.3883,0,0.3883,1.5531,0,0,0,0,0.3883,0,0.3883,0,0.3883,0,0,0.1683,0.2076,0.2359
8.1791,5.7254,1.6358,5.3164,5.7254,5.3164,2.0448,3.2717,5.7254,2.0448,2.4537,0.409,0,0.409,2.4537,0.8179,0.409,0.8179,0.409,0,1.2269,1.2269,0,1.2269,0.409,0.409,0.409,0,0.8179,0,0.409,0,0.409,0,0.409,0,0,0,0,0,0.409,2.0448,0.409,0.8179,0,0,0,0.8179,0.409,0.409,2.4537,0.409,0.409,0,0.8179,0,0.409,0,1.2269,0,0,0.409,0,1.6358,0,0.8179,0.409,0,1.2269,0.8179,0,0.8179,0,0.8179,0,0.409,0,0,0,0,0.8179,0,0.409,0,0.409,0.409,0,1.2269,0,0,0,0,0,0.409,0.8179,2.0448,0.409,0,1.2269,0.8179,0.409,0.409,0,0,0.409,0.409,0,0,0.409,0,0.1381,0.1977,0.2553
4.3818,10.9545,1.3145,3.9436,3.0673,3.9436,2.6291,3.9436,10.9545,2.6291,0.4382,0.4382,0.4382,0,0.4382,1.3145,0,0.4382,0.8764,0,0.8764,4.3818,0,1.3145,0.4382,0.4382,0.8764,0.4382,1.7527,0.4382,0.8764,0,0,0.4382,0,0,0,0,0,0,0.4382,2.1909,0,0.4382,0,0,0,0,0.4382,0.4382,0.4382,0.8764,0,0,0.4382,0,0,0.4382,0.8764,0,0,0.4382,0.4382,0,0,0,0.4382,1.3145,1.3145,0,0,0.8764,0.4382,0,0,0.4382,0.4382,0,0.4382,0,0,0.4382,0,0.8764,0.8764,0,0.4382,0.4382,0.4382,0.4382,0.8764,0.8764,0,0.4382,0.8764,1.7527,0.4382,0.4382,3.9436,0.8764,0,0.4382,0,0.4382,0,0,0,0.4382,0.8764,0.4382,0.1801,0.2056,0.1761
