3.5084,5.4575,3.5084,4.2881,3.1186,4.2881,2.7288,2.7288,5.4575,2.7288,0.3898,0.7796,0.7796,0,0.3898,0,0,1.1695,0,0,0,0.7796,0,1.1695,0.3898,0.7796,0.7796,0.3898,0.7796,0.3898,0.3898,0,0.7796,0,0.3898,0,0,1.1695,0.3898,0,0,0.7796,0.3898,0.3898,0,0,0.7796,0,0.7796,1.1695,1.9491,0,0.3898,0.3898,0,0,0,0,0.3898,0,0,0.7796,0,0.7796,0.3898,0.3898,0,0,1.1695,0.7796,0,0.3898,0,0.7796,0,1.1695,0,0,0.3898,0,0,0,0.7796,0,1.1695,0.3898,0.3898,0,0,0,0.3898,1.5593,0.3898,0.7796,0.3898,0.7796,0,0,0.7796,0.3898,0,0.3898,0,0,0,0.7796,0.7796,0,0.7796,0,0.3898,0.3898,1.1695,0.3898,0,0.3898,0.3898,0.3898,0,0,0,1.1695,0,1.1695,0.3898,0.3898,0.7796,0.3898,0,1.1695,0.7796,0,0,0,1.5593,0,0,0.3898,0.3898,0,0,0,0.7796,0,0,2.3389,0.3898,0,0.3898,0.3898,0.3898,0.7796,0.7796,0,0.3898,0,0,0.3898,0.3898,0,0.3898,1.1695,0,0.7796,0.3898,0,0.3898,0,1.1695,0,0,0.3898,0,0,0,0.3898,0,0,1.1695,0.7796,1.1695,0,0,0.3898,0,0.3898,0,0.3898,0,0,0,0.7796,0.7796,0.7796,0.3898,0,0.7796,0.3898,1.1695,0.3898,0,0.7796,0,0.7796,0,0.3898,0,0,0.7796,0,0.0633,0.0714,0.078,0.0771,0.1068,0.1148,0.0988
6.3911,6.7671,4.1354,4.8873,0.7519,4.8873,0.7519,4.5114,6.7671,0.7519,1.5038,0.7519,1.1278,0,0.7519,0.3759,0,0.7519,0.3759,0.3759,0,1.1278,0.7519,0.7519,0,1.1278,0.3759,0.3759,2.2557,0,1.5038,0.7519,0.3759,0.3759,0,0,0,0.7519,0.3759,0,0.3759,1.8797,0.3759,0.7519,0,0,0,0.3759,1.1278,0,0.3759,0,0,0,0,0,0,0.3759,0,0,0.3759,1.5038,0.3759,0.7519,0,0.7519,0,0,0.7519,0.3759,0,0,0.3759,0.3759,0,0,0,0,0,0,1.1278,0.3759,0.3759,0.3759,0,0.7519,0,1.1278,0.3759,0,0.7519,0,0.3759,1.5038,0,1.8797,0.3759,0.7519,1.1278,0,0,0.3759,0,0,0,0,0,0,0.3759,0,1.8797,0.3759,0.3759,0.3759,0.3759,0,0,1.1278,1.1278,0,1.1278,0.3759,0.3759,1.8797,0,1.1278,0,0.3759,1.5038,0,0.3759,0,0,0,0,1.8797,0,1.1278,0.7519,0,0.7519,0.3759,0.7519,0,0,0.7519,0.3759,0.7519,1.1278,0,0,0,0.7519,0,0,0,0,0,0,0,0,2.2557,0.3759,0,0,0,0,0,1.8797,0.3759,0,0.3759,0,0.3759,0,0,0,0,0,0,1.1278,1.5038,0.3759,0,0.3759,0.7519,0.3759,0,0,0,0.3759,1.5038,0.7519,2.2557,0,0,0,1.1278,0.3759,0.3759,0,0,0.3759,0,0,0.3759,0,0,0,0,0.0689,0.0951,0.0827,0.116,0.0938,0.0667,0.1009
1.8636,6.3364,1.8636,5.9637,0.7455,5.9637,1.1182,5.2182,6.3364,1.1182,0,0,0,0,0,0.3727,0.3727,0.3727,0.3727,0,0.3727,2.9818,0.3727,0.7455,0,0.3727,0,0.3727,0.7455,0.3727,0,0,0,0,0.3727,0.7455,0,0.3727,0.3727,0,0.7455,1.1182,0.3727,2.2364,0,0,0.3727,0.3727,0.3727,0.3727,0,0,0,0,0,0.3727,0,0.3727,0,0,0,1.1182,0.3727,0.7455,0,1.8636,0.3727,0.3727,0.7455,0.3727,0,0,0,0.3727,0,0.3727,0,0,0.3727,0,0.7455,0.3727,0.7455,0.3727,0.3727,0.3727,0,1.8636,0.3727,0,0,0.7455,0,1.1182,0,1.1182,0,0.3727,2.9818,0,0,0,0,0.3727,0,0.3727,0,0.3727,0,0,0.3727,0.3727,0,0.3727,0,0,0,0,0.3727,0,0,1.8636,0.3727,1.4909,0.3727,1.1182,0,0,0.7455,0.3727,0,0.3727,0,0,0,0.7455,0,0.7455,0,0,0.7455,0.3727,0,2.2364,0,0,0.3727,0.7455,1.1182,0,0,0.3727,0,0,0,0.3727,0,0,0,0,0,0.7455,0,0.7455,0,2.2364,0,0.7455,1.1182,0.3727,0,0,0.3727,0.3727,0,0,0,0,0.3727,0,0,0.3727,0.3727,0,0.3727,1.1182,0.3727,1.4909,0.7455,0.3727,0.3727,1.4909,0.3727,0.7455,0,0.3727,0.3727,0.7455,1.8636,0,0.3727,0.3727,0,0,0,0,0,0.3727,0,0,0.0745,0.0811,0.0934,0.0987,0.0966,0.0936,0.0893
4.3359,4.0262,3.0971,6.5039,4.0262,6.5039,1.5485,2.7874,4.0262,1.5485,0.6194,0,0.6194,0.6194,0.9291,0.9291,0,0.6194,0,0,0,0.3097,0,0,0.9291,1.2388,0,0,1.2388,0.3097,0.9291,0.3097,0.3097,0,0.3097,0.3097,0,0.3097,0,0.3097,0.9291,0.6194,0.9291,1.8583,0,0.6194,0,0,1.2388,0.3097,1.2388,0.3097,0.3097,0,0.3097,0.3097,0.3097,0.6194,0.6194,0,0,1.5485,0.6194,1.2388,0.3097,1.8583,0.3097,0.3097,0,0.3097,0,0.3097,0,0.3097,0,0.3097,0,0.3097,0.3097,0,0.6194,0.3097,0,0.3097,0.9291,0.3097,0,0.3097,0,0,0,0,0.3097,1.5485,0.3097,0.6194,0.3097,0.3097,0.3097,0.3097,0,0.3097,0,0.6194,0,0,0.6194,0,0,0,0.9291,0,0.3097,0.9291,0.6194,1.2388,0.3097,0,0,0,0,0.9291,0.6194,0.3097,0.3097,0.6194,0.3097,0.6194,0,0.3097,0.6194,0,0.3097,0.3097,0.3097,0.6194,0,0.3097,0.3097,0,0.6194,0,0.9291,1.2388,1.2388,0.3097,0.6194,0,0.6194,0.6194,0.9291,0.3097,0,0,0.6194,1.5485,0,0.3097,0.3097,0,0.6194,0.9291,0.6194,1.2388,0,0.9291,0,1.2388,0.3097,0.6194,0,0,0,0.6194,0,0.6194,0,0,0.3097,0,0.6194,0.3097,0,0.6194,0.6194,0,0,0,0.6194,0,0,1.2388,0.3097,1.2388,0,0,0,0.3097,0.9291,0,0,0.3097,0,0,0.3097,0.6194,0,0,0.3097,0,0.069,0.1081,0.1029,0.0976,0.0994,0.1018,0.1114
4.8021,6.1742,2.4011,5.1451,2.7441,5.1451,2.0581,1.715,6.1742,2.0581,0.686,0.686,0.343,0,1.029,0.686,0.343,0.343,0.343,0.343,0.686,1.715,0,0.686,0,1.372,0.343,0,1.372,0,0.686,0.686,0.343,0,0,0,0,0.343,0.343,0,0.686,1.029,0,1.372,0,0,0.343,0.343,1.372,0,0.686,0.343,0.343,0,0,0,0,0,0.343,0.686,0,0.686,0,1.372,0,1.372,0.343,0.343,0.686,0.343,0.343,0.686,0,0.343,0.686,0,0,0,0,0,0.343,0,0.343,0.343,0,0.343,0.343,0,0,0,0.343,0,0.686,0.686,0.686,1.029,0.343,0,1.715,0.686,0,0.343,0.343,0.343,0.343,0.343,0,0.343,0,0,0.686,0.686,0,0.686,0.343,0.343,0.343,0,1.029,0.343,1.029,1.029,0.343,0.686,0,1.029,0.343,0.343,0.686,0.686,0.343,0,0,0,0,0.343,0.343,0.686,0.686,0,0.343,0.343,0,1.029,0.343,1.372,0.343,0,1.029,0.343,0,0.343,0,0.343,1.029,0.343,0,0,0.343,0,0.686,1.029,0.343,0.686,0.343,1.029,0.343,0,0.343,0.343,0.343,0.343,0.343,0.343,0,0.343,0,0,0.343,0,0.343,0.686,0.343,0,0,0,0,0,0.343,0,0.343,1.372,0.343,1.029,0.343,0.343,0.343,0.686,1.029,0.343,0.343,0.343,0.686,0.343,0,0,0,0,0.343,0,0.0606,0.0805,0.0957,0.0924,0.1035,0.112,0.1124
3.4829,5.5727,2.7863,7.6624,1.3932,7.6624,3.1346,1.3932,5.5727,3.1346,0.3483,0.3483,0.3483,0.3483,0.3483,1.0449,0.3483,0,0.3483,0,0.3483,1.7415,0,0.3483,0,1.3932,0,0,0.6966,1.0449,0.6966,0.3483,0,1.0449,0,0.3483,0,0.3483,0,0,0.3483,1.0449,1.0449,1.7415,0,0,0.6966,0,1.7415,1.0449,0.6966,0,0,0,0.3483,0,0.3483,0,0,0,1.0449,1.0449,0.6966,1.3932,0,1.7415,0.6966,0.3483,0,0.6966,0,0,0.3483,0.6966,0,1.0449,0,0,1.0449,0,0,0,0.3483,0,0,0,0.3483,0.3483,0,0.3483,0,0.6966,0,1.0449,0,1.3932,0,0.3483,1.7415,0,0,0,0,1.0449,0.6966,0.6966,0.6966,0,0,0,0.3483,0,1.0449,0.6966,0,0.6966,0.3483,0,0.3483,0,0,0.3483,0,0.6966,0.3483,1.7415,0.3483,0.3483,0.6966,1.0449,0,0.6966,0.3483,0,0,1.3932,0,0,0.3483,0,1.0449,0.6966,0.3483,1.3932,0.3483,1.7415,0,0.6966,1.3932,0,0.3483,0,0,0,0.3483,0,0.3483,0,0.3483,0,0.6966,1.0449,0.3483,2.438,0,0.6966,1.0449,0,0.6966,0.6966,0.3483,0.3483,0,0.6966,0,0,0.3483,0,0.6966,0.6966,0,0,0,0,0,0.6966,0.3483,0,0,0.3483,0.3483,1.3932,0.3483,1.0449,0,0.6966,0.3483,0.3483,0.3483,0,0.3483,0.3483,0.3483,0.6966,0.3483,0,0,0,0.6966,0.3483,0.086,0.088,0.1036,0.0991,0.0915,0.0855,0.098
4.1558,2.5574,4.1558,9.2706,0.959,9.2706,1.9181,1.2787,2.5574,1.9181,1.2787,0.6394,0.6394,0.3197,0.3197,0.3197,0.3197,0,0,0.3197,0.3197,0,0,0.3197,0,0.959,0,0,0.6394,0.3197,0.3197,0,0.6394,1.2787,0,1.2787,0,0.6394,0,0,0.959,0.6394,0.959,3.1968,0,1.5984,0.6394,0.3197,0.959,0,0.3197,0,0.6394,0,0,0,0,0,0,0,0.6394,0.6394,0.3197,1.9181,0.3197,3.5164,0.6394,0.3197,0.3197,0.3197,0,0.6394,0,0.3197,0,0,0.3197,0,0.6394,0,0,0,0.6394,0.3197,0,0.3197,0,0,0,0,0.3197,0,0,0.6394,0.3197,0.6394,0,0,0,0.6394,0,0,0.3197,0.6394,0,0.6394,0,0,0,0.3197,0.3197,0.6394,0.3197,1.5984,0,0.3197,0.3197,0,0.3197,0.3197,0.6394,0.3197,0,0.6394,0,0.3197,0.3197,0,0,0.3197,0,0.3197,0.6394,0.959,0.3197,0.6394,0.6394,0.6394,0,0,1.2787,0.3197,0.959,2.8771,0,2.5574,0,0.3197,0.6394,0,0.3197,0,0,0,0,0.6394,0,0,0,0,1.2787,0.3197,0.959,1.2787,0.6394,2.8771,0.6394,0,0.6394,0.3197,0,0.3197,0,0.6394,0,0,0,0,0.3197,0.6394,0.3197,0.3197,0,0,0,0.6394,0,0,0,0,0,0,0.6394,0.3197,0,0.6394,0,0.3197,0.3197,0.3197,0,0,0.6394,0.6394,0,0.3197,0,0,0.3197,0,0.0818,0.1049,0.1191,0.0895,0.0707,0.0951,0.1193
3.8279,4.1469,1.914,6.3798,2.2329,6.3798,0.957,3.8279,4.1469,0.957,0.957,0.319,0.638,0.319,0.638,0.319,0,0.638,0,0,0,1.276,0,0,0.319,2.5519,0,0,0,0,0,0.319,0.638,0.319,0,0,0,0.638,0,0,0.319,0.319,0,1.595,0.319,0.638,0.319,0.319,2.5519,0,0.319,0.319,0,0.638,0,0.319,0,0,0.319,0,0.957,1.276,0,0.957,0.319,1.595,0.319,0,0,0.957,0,0,0,0.957,0,0,0,0,0,0,0.638,0.319,0.319,0,0.319,0.319,0.319,1.595,0,0,0.319,0,0.319,1.276,0.319,0.319,0,0.319,1.276,0,0,0,0,0.319,0,0.319,0,0.319,0,0,0.638,0.638,0.319,0,0,0.957,0,0.957,0.319,0,0.319,0.957,0,0.638,0,1.276,0.319,0,0,0.638,0.319,0.638,0,0.638,0,0,0,0.319,0,0,0.319,0.319,0,1.914,1.276,0.638,0,0.638,1.276,0,0,0,0,0.638,0.319,0.638,0.319,0,0,0,0.957,0.638,0,1.595,0.319,1.914,0,0.319,0.638,0,0,0,0,0,0,0,0,0.319,0.638,0,0.319,0,0.638,0.319,0.319,0.638,0,0.957,0,0.319,0.319,0.638,0.638,0.638,0,0.319,0.319,0.319,0.957,0,0.319,0.319,0,0,0,0,0,0,0.319,0,0.0691,0.0853,0.0969,0.0927,0.1034,0.1186,0.1151
6.2473,4.3731,1.2495,4.0607,4.3731,4.0607,1.5618,2.4989,4.3731,1.5618,1.8742,0.3124,0,0.3124,1.8742,0.6247,0.3124,0.6247,0.3124,0,0.9371,0.9371,0,0.9371,0.3124,0.3124,0.3124,0,0.6247,0,0.3124,0,0.3124,0,0.3124,0,0,0,0,0,0.3124,1.5618,0.3124,0.6247,0,0,0,0.6247,0.3124,0.3124,1.8742,0.3124,0.3124,0,0.6247,0,0.3124,0,0.9371,0,0,0.3124,0,1.2495,0,0.6247,0.3124,0,0.9371,0.6247,0,0.6247,0,0.6247,0,0.3124,0,0,0,0,0.6247,0,0.3124,0,0.3124,0.3124,0,0.9371,0,0,0,0,0,0.3124,0.6247,1.5618,0.3124,0,0.9371,0.6247,0.3124,0.3124,0,0,0.3124,0.3124,0,0,0.3124,0,1.2495,0.6247,0.3124,0.6247,1.8742,0.6247,0,0.6247,0.3124,0,0.6247,1.5618,0,0.9371,0.3124,0.3124,0.3124,0,0,0.3124,0.3124,0,0,0,0.3124,0,0.3124,0,0,0,0.6247,0.3124,0.6247,0.3124,0.6247,0.6247,0.3124,0.3124,0,0,1.8742,0.3124,0.3124,0.3124,0,0.6247,0.3124,0,0.6247,0,0.3124,0.6247,0,0.6247,0.3124,0.9371,0,0.3124,0.9371,0,0,0.6247,0,0,0,0,0,0,0.3124,0.6247,0.9371,0,0,0.3124,0.3124,0.3124,0,0.3124,0.3124,0,0,0,0,0.6247,0.6247,0.3124,0.3124,0.3124,1.5618,0.6247,0.3124,0.3124,0,0.3124,0,0.3124,0,0,0.3124,0,0.0527,0.0755,0.0975,0.1173,0.1238,0.1153,0.1055
3.8545,9.6363,1.1564,3.4691,2.6982,3.4691,2.3127,3.4691,9.6363,2.3127,0.3855,0.3855,0.3855,0,0.3855,1.1564,0,0.3855,0.7709,0,0.7709,3.8545,0,1.1564,0.3855,0.3855,0.7709,0.3855,1.5418,0.3855,0.7709,0,0,0.3855,0,0,0,0,0,0,0.3855,1.9273,0,0.3855,0,0,0,0,0.3855,0.3855,0.3855,0.7709,0,0,0.3855,0,0,0.3855,0.7709,0,0,0.3855,0.3855,0,0,0,0.3855,1.1564,1.1564,0,0,0.7709,0.3855,0,0,0.3855,0.3855,0,0.3855,0,0,0.3855,0,0.7709,0.7709,0,0.3855,0.3855,0.3855,0.3855,0.7709,0.7709,0,0.3855,0.7709,1.5418,0.3855,0.3855,3.4691,0.7709,0,0.3855,0,0.3855,0,0,0,0.3855,0.7709,0.3855,0,1.1564,0,0.7709,0,0.3855,0,0.3855,1.1564,0,0,3.0836,0,1.5418,0,0.7709,1.5418,0,2.3127,0.3855,0,0.3855,0,0,0,0.3855,0,0.3855,0,0,0.3855,0.3855,0,0,0.3855,0.7709,0,0.3855,0.7709,0.3855,0.3855,0.3855,0.3855,0.3855,0.7709,0.3855,0,0,0,0,0.3855,0,0,0,0,0,0.3855,0.7709,1.1564,0.3855,0.3855,1.1564,0.3855,0,0,0,0,0,0.3855,0,0.3855,1.1564,0,0.3855,0.7709,0.3855,0,0.3855,0,0,1.5418,1.5418,0.3855,0,0,0.3855,0.3855,1.1564,2.6982,1.1564,0,0.3855,0,0.3855,0.3855,0,0,0,1.1564,0,0.0792,0.0904,0.0775,0.0797,0.0912,0.1052,0.0915
