0.8885,1.3821,0.8885,1.0859,0.7898,1.0859,0.691,0.691,1.3821,0.691,0.0987,0.1974,0.1974,0,0.0987,0,0,0.2962,0,0,0,0.1974,0,0.2962,0.0987,0.1974,0.1974,0.0987,0.1974,0.0987,0.0987,0,0.1974,0,0.0987,0,0,0.2962,0.0987,0,0,0.1974,0.0987,0.0987,0,0,0.1974,0,0.1974,0.2962,0.4936,0,0.0987,0.0987,0,0,0,0,0.0987,0,0,0.1974,0,0.1974,0.0987,0.0987,0,0,0.2962,0.1974,0,0.0987,0,0.1974,0,0.2962,0,0,0.0987,0,0,0,0.1974,0,0.2962,0.0987,0.0987,0,0,0,0.0987,0.3949,0.0987,0.1974,0.0987,0.1974,0,0,0.1974,0.0987,0,0.0987,0,0,0,0.1974,0.1974,0,0.1974,0,0.0321,0.0362,0.0395,0.0391,0.0541,0.0581,0.05,0.0628,0.0552,0.0574,0.0528,0.0518,0.0534,0.0481,0.0508,0.0451,0.0607,0.0542
1.5403,1.6309,0.9967,1.1779,0.1812,1.1779,0.1812,1.0873,1.6309,0.1812,0.3624,0.1812,0.2718,0,0.1812,0.0906,0,0.1812,0.0906,0.0906,0,0.2718,0.1812,0.1812,0,0.2718,0.0906,0.0906,0.5436,0,0.3624,0.1812,0.0906,0.0906,0,0,0,0.1812,0.0906,0,0.0906,0.453,0.0906,0.1812,0,0,0,0.0906,0.2718,0,0.0906,0,0,0,0,0,0,0.0906,0,0,0.0906,0.3624,0.0906,0.1812,0,0.1812,0,0,0.1812,0.0906,0,0,0.0906,0.0906,0,0,0,0,0,0,0.2718,0.0906,0.0906,0.0906,0,0.1812,0,0.2718,0.0906,0,0.1812,0,0.0906,0.3624,0,0.453,0.0906,0.1812,0.2718,0,0,0.0906,0,0,0,0,0,0,0.0906,0,0.0332,0.0458,0.0399,0.0559,0.0452,0.0322,0.0486,0.0504,0.0461,0.0536,0.0465,0.0461,0.0599,0.0627,0.0664,0.0652,0.0583,0.0534
0.483,1.6421,0.483,1.5455,0.1932,1.5455,0.2898,1.3523,1.6421,0.2898,0,0,0,0,0,0.0966,0.0966,0.0966,0.0966,0,0.0966,0.7728,0.0966,0.1932,0,0.0966,0,0.0966,0.1932,0.0966,0,0,0,0,0.0966,0.1932,0,0.0966,0.0966,0,0.1932,0.2898,0.0966,0.5796,0,0,0.0966,0.0966,0.0966,0.0966,0,0,0,0,0,0.0966,0,0.0966,0,0,0,0.2898,0.0966,0.1932,0,0.483,0.0966,0.0966,0.1932,0.0966,0,0,0,0.0966,0,0.0966,0,0,0.0966,0,0.1932,0.0966,0.1932,0.0966,0.0966,0.0966,0,0.483,0.0966,0,0,0.1932,0,0.2898,0,0.2898,0,0.0966,0.7728,0,0,0,0,0.0966,0,0.0966,0,0.0966,0,0,0.0386,0.0421,0.0484,0.0512,0.0501,0.0485,0.0463,0.0474,0.0458,0.0496,0.0471,0.0595,0.0536,0.0554,0.0542,0.058,0.0491,0.0584
1.0911,1.0132,0.7794,1.6367,1.0132,1.6367,0.3897,0.7014,1.0132,0.3897,0.1559,0,0.1559,0.1559,0.2338,0.2338,0,0.1559,0,0,0,0.0779,0,0,0.2338,0.3118,0,0,0.3118,0.0779,0.2338,0.0779,0.0779,0,0.0779,0.0779,0,0.0779,0,0.0779,0.2338,0.1559,0.2338,0.4676,0,0.1559,0,0,0.3118,0.0779,0.3118,0.0779,0.0779,0,0.0779,0.0779,0.0779,0.1559,0.1559,0,0,0.3897,0.1559,0.3118,0.0779,0.4676,0.0779,0.0779,0,0.0779,0,0.0779,0,0.0779,0,0.0779,0,0.0779,0.0779,0,0.1559,0.0779,0,0.0779,0.2338,0.0779,0,0.0779,0,0,0,0,0.0779,0.3897,0.0779,0.1559,0.0779,0.0779,0.0779,0.0779,0,0.0779,0,0.1559,0,0,0.1559,0,0,0,0.0347,0.0544,0.0518,0.0491,0.05,0.0513,0.0561,0.0571,0.0594,0.0531,0.0534,0.0477,0.0476,0.0512,0.0513,0.0495,0.0498,0.0546
1.2773,1.6422,0.6386,1.3685,0.7299,1.3685,0.5474,0.4562,1.6422,0.5474,0.1825,0.1825,0.0912,0,0.2737,0.1825,0.0912,0.0912,0.0912,0.0912,0.1825,0.4562,0,0.1825,0,0.3649,0.0912,0,0.3649,0,0.1825,0.1825,0.0912,0,0,0,0,0.0912,0.0912,0,0.1825,0.2737,0,0.3649,0,0,0.0912,0.0912,0.3649,0,0.1825,0.0912,0.0912,0,0,0,0,0,0.0912,0.1825,0,0.1825,0,0.3649,0,0.3649,0.0912,0.0912,0.1825,0.0912,0.0912,0.1825,0,0.0912,0.1825,0,0,0,0,0,0.0912,0,0.0912,0.0912,0,0.0912,0.0912,0,0,0,0.0912,0,0.1825,0.1825,0.1825,0.2737,0.0912,0,0.4562,0.1825,0,0.0912,0.0912,0.0912,0.0912,0.0912,0,0.0912,0,0,0.0322,0.0428,0.0509,0.0492,0.0551,0.0596,0.0598,0.0484,0.0478,0.0503,0.0443,0.042,0.0429,0.0534,0.0551,0.0566,0.0563,0.0621
0.9195,1.4712,0.7356,2.0229,0.3678,2.0229,0.8276,0.3678,1.4712,0.8276,0.092,0.092,0.092,0.092,0.092,0.2759,0.092,0,0.092,0,0.092,0.4598,0,0.092,0,0.3678,0,0,0.1839,0.2759,0.1839,0.092,0,0.2759,0,0.092,0,0.092,0,0,0.092,0.2759,0.2759,0.4598,0,0,0.1839,0,0.4598,0.2759,0.1839,0,0,0,0.092,0,0.092,0,0,0,0.2759,0.2759,0.1839,0.3678,0,0.4598,0.1839,0.092,0,0.1839,0,0,0.092,0.1839,0,0.2759,0,0,0.2759,0,0,0,0.092,0,0,0,0.092,0.092,0,0.092,0,0.1839,0,0.2759,0,0.3678,0,0.092,0.4598,0,0,0,0,0.2759,0.1839,0.1839,0.1839,0,0,0,0.0454,0.0464,0.0547,0.0523,0.0483,0.0452,0.0518,0.0525,0.049,0.0515,0.0435,0.0497,0.0512,0.052,0.0532,0.061,0.0527,0.0474
0.9772,0.6013,0.9772,2.1798,0.2255,2.1798,0.451,0.3007,0.6013,0.451,0.3007,0.1503,0.1503,0.0752,0.0752,0.0752,0.0752,0,0,0.0752,0.0752,0,0,0.0752,0,0.2255,0,0,0.1503,0.0752,0.0752,0,0.1503,0.3007,0,0.3007,0,0.1503,0,0,0.2255,0.1503,0.2255,0.7517,0,0.3758,0.1503,0.0752,0.2255,0,0.0752,0,0.1503,0,0,0,0,0,0,0,0.1503,0.1503,0.0752,0.451,0.0752,0.8268,0.1503,0.0752,0.0752,0.0752,0,0.1503,0,0.0752,0,0,0.0752,0,0.1503,0,0,0,0.1503,0.0752,0,0.0752,0,0,0,0,0.0752,0,0,0.1503,0.0752,0.1503,0,0,0,0.1503,0,0,0.0752,0.1503,0,0.1503,0,0,0,0.0752,0.0385,0.0493,0.056,0.0421,0.0332,0.0447,0.0561,0.0572,0.0517,0.0513,0.0562,0.0603,0.0559,0.0544,0.0525,0.0525,0.0609,0.0521
0.9864,1.0686,0.4932,1.644,0.5754,1.644,0.2466,0.9864,1.0686,0.2466,0.2466,0.0822,0.1644,0.0822,0.1644,0.0822,0,0.1644,0,0,0,0.3288,0,0,0.0822,0.6576,0,0,0,0,0,0.0822,0.1644,0.0822,0,0,0,0.1644,0,0,0.0822,0.0822,0,0.411,0.0822,0.1644,0.0822,0.0822,0.6576,0,0.0822,0.0822,0,0.1644,0,0.0822,0,0,0.0822,0,0.2466,0.3288,0,0.2466,0.0822,0.411,0.0822,0,0,0.2466,0,0,0,0.2466,0,0,0,0,0,0,0.1644,0.0822,0.0822,0,0.0822,0.0822,0.0822,0.411,0,0,0.0822,0,0.0822,0.3288,0.0822,0.0822,0,0.0822,0.3288,0,0,0,0,0.0822,0,0.0822,0,0.0822,0,0,0.0356,0.0439,0.0499,0.0478,0.0533,0.0611,0.0593,0.0542,0.0531,0.0498,0.0533,0.0512,0.0493,0.05,0.0504,0.0491,0.0561,0.0502
1.7087,1.1961,0.3417,1.1107,1.1961,1.1107,0.4272,0.6835,1.1961,0.4272,0.5126,0.0854,0,0.0854,0.5126,0.1709,0.0854,0.1709,0.0854,0,0.2563,0.2563,0,0.2563,0.0854,0.0854,0.0854,0,0.1709,0,0.0854,0,0.0854,0,0.0854,0,0,0,0,0,0.0854,0.4272,0.0854,0.1709,0,0,0,0.1709,0.0854,0.0854,0.5126,0.0854,0.0854,0,0.1709,0,0.0854,0,0.2563,0,0,0.0854,0,0.3417,0,0.1709,0.0854,0,0.2563,0.1709,0,0.1709,0,0.1709,0,0.0854,0,0,0,0,0.1709,0,0.0854,0,0.0854,0.0854,0,0.2563,0,0,0,0,0,0.0854,0.1709,0.4272,0.0854,0,0.2563,0.1709,0.0854,0.0854,0,0,0.0854,0.0854,0,0,0.0854,0,0.0288,0.0413,0.0533,0.0642,0.0677,0.0631,0.0577,0.0518,0.042,0.0441,0.048,0.0514,0.0532,0.0507,0.0455,0.0507,0.0516,0.0494
1.1166,2.7915,0.335,1.0049,0.7816,1.0049,0.67,1.0049,2.7915,0.67,0.1117,0.1117,0.1117,0,0.1117,0.335,0,0.1117,0.2233,0,0.2233,1.1166,0,0.335,0.1117,0.1117,0.2233,0.1117,0.4466,0.1117,0.2233,0,0,0.1117,0,0,0,0,0,0,0.1117,0.5583,0,0.1117,0,0,0,0,0.1117,0.1117,0.1117,0.2233,0,0,0.1117,0,0,0.1117,0.2233,0,0,0.1117,0.1117,0,0,0,0.1117,0.335,0.335,0,0,0.2233,0.1117,0,0,0.1117,0.1117,0,0.1117,0,0,0.1117,0,0.2233,0.2233,0,0.1117,0.1117,0.1117,0.1117,0.2233,0.2233,0,0.1117,0.2233,0.4466,0.1117,0.1117,1.0049,0.2233,0,0.1117,0,0.1117,0,0,0,0.1117,0.2233,0.1117,0.0459,0.0524,0.0449,0.0462,0.0528,0.0609,0.053,0.0526,0.0518,0.0553,0.0513,0.0463,0.0456,0.0428,0.0454,0.0454,0.0502,0.0456
