0.4952,0.7703,0.4952,0.6052,0.4402,0.6052,0.3851,0.3851,0.7703,0.3851,0.055,0.11,0.11,0,0.055,0,0,0.1651,0,0,0,0.11,0,0.1651,0.055,0.11,0.11,0.055,0.11,0.055,0.055,0,0.11,0,0.055,0,0,0.1651,0.055,0,0,0.11,0.055,0.055,0,0,0.11,0,0.11,0.1651,0.2751,0,0.055,0.055,0,0,0,0,0.055,0,0,0.11,0,0.11,0.055,0.055,0,0,0.1651,0.11,0,0.055,0,0.11,0,0.1651,0,0,0.055,0,0,0,0.11,0,0.1651,0.055,0.055,0,0,0,0.055,0.2201,0.055,0.11,0.055,0.11,0,0,0.11,0.055,0,0.055,0,0,0,0.11,0.11,0,0.11,0,0.0626,0.0705,0.077,0.0762,0.1055,0.1134,0.0976,0.1225,0.1077,0.112
0.923,0.9773,0.5972,0.7058,0.1086,0.7058,0.1086,0.6515,0.9773,0.1086,0.2172,0.1086,0.1629,0,0.1086,0.0543,0,0.1086,0.0543,0.0543,0,0.1629,0.1086,0.1086,0,0.1629,0.0543,0.0543,0.3258,0,0.2172,0.1086,0.0543,0.0543,0,0,0,0.1086,0.0543,0,0.0543,0.2715,0.0543,0.1086,0,0,0,0.0543,0.1629,0,0.0543,0,0,0,0,0,0,0.0543,0,0,0.0543,0.2172,0.0543,0.1086,0,0.1086,0,0,0.1086,0.0543,0,0,0.0543,0.0543,0,0,0,0,0,0,0.1629,0.0543,0.0543,0.0543,0,0.1086,0,0.1629,0.0543,0,0.1086,0,0.0543,0.2172,0,0.2715,0.0543,0.1086,0.1629,0,0,0.0543,0,0,0,0,0,0,0.0543,0,0.0696,0.0961,0.0836,0.1173,0.0948,0.0674,0.102,0.1057,0.0967,0.1125
0.2784,0.9467,0.2784,0.891,0.1114,0.891,0.1671,0.7797,0.9467,0.1671,0,0,0,0,0,0.0557,0.0557,0.0557,0.0557,0,0.0557,0.4455,0.0557,0.1114,0,0.0557,0,0.0557,0.1114,0.0557,0,0,0,0,0.0557,0.1114,0,0.0557,0.0557,0,0.1114,0.1671,0.0557,0.3341,0,0,0.0557,0.0557,0.0557,0.0557,0,0,0,0,0,0.0557,0,0.0557,0,0,0,0.1671,0.0557,0.1114,0,0.2784,0.0557,0.0557,0.1114,0.0557,0,0,0,0.0557,0,0.0557,0,0,0.0557,0,0.1114,0.0557,0.1114,0.0557,0.0557,0.0557,0,0.2784,0.0557,0,0,0.1114,0,0.1671,0,0.1671,0,0.0557,0.4455,0,0,0,0,0.0557,0,0.0557,0,0.0557,0,0,0.078,0.0849,0.0977,0.1033,0.101,0.0979,0.0934,0.0957,0.0924,0.1001
0.5782,0.5369,0.413,0.8672,0.5369,0.8672,0.2065,0.3717,0.5369,0.2065,0.0826,0,0.0826,0.0826,0.1239,0.1239,0,0.0826,0,0,0,0.0413,0,0,0.1239,0.1652,0,0,0.1652,0.0413,0.1239,0.0413,0.0413,0,0.0413,0.0413,0,0.0413,0,0.0413,0.1239,0.0826,0.1239,0.2478,0,0.0826,0,0,0.1652,0.0413,0.1652,0.0413,0.0413,0,0.0413,0.0413,0.0413,0.0826,0.0826,0,0,0.2065,0.0826,0.1652,0.0413,0.2478,0.0413,0.0413,0,0.0413,0,0.0413,0,0.0413,0,0.0413,0,0.0413,0.0413,0,0.0826,0.0413,0,0.0413,0.1239,0.0413,0,0.0413,0,0,0,0,0.0413,0.2065,0.0413,0.0826,0.0413,0.0413,0.0413,0.0413,0,0.0413,0,0.0826,0,0,0.0826,0,0,0,0.0644,0.1009,0.096,0.0911,0.0928,0.0951,0.104,0.1059,0.1101,0.0984
0.699,0.8987,0.3495,0.7489,0.3994,0.7489,0.2996,0.2496,0.8987,0.2996,0.0999,0.0999,0.0499,0,0.1498,0.0999,0.0499,0.0499,0.0499,0.0499,0.0999,0.2496,0,0.0999,0,0.1997,0.0499,0,0.1997,0,0.0999,0.0999,0.0499,0,0,0,0,0.0499,0.0499,0,0.0999,0.1498,0,0.1997,0,0,0.0499,0.0499,0.1997,0,0.0999,0.0499,0.0499,0,0,0,0,0,0.0499,0.0999,0,0.0999,0,0.1997,0,0.1997,0.0499,0.0499,0.0999,0.0499,0.0499,0.0999,0,0.0499,0.0999,0,0,0,0,0,0.0499,0,0.0499,0.0499,0,0.0499,0.0499,0,0,0,0.0499,0,0.0999,0.0999,0.0999,0.1498,0.0499,0,0.2496,0.0999,0,0.0499,0.0499,0.0499,0.0499,0.0499,0,0.0499,0,0,0.0617,0.082,0.0975,0.0942,0.1055,0.1141,0.1145,0.0928,0.0916,0.0963
0.5019,0.803,0.4015,1.1042,0.2008,1.1042,0.4517,0.2008,0.803,0.4517,0.0502,0.0502,0.0502,0.0502,0.0502,0.1506,0.0502,0,0.0502,0,0.0502,0.2509,0,0.0502,0,0.2008,0,0,0.1004,0.1506,0.1004,0.0502,0,0.1506,0,0.0502,0,0.0502,0,0,0.0502,0.1506,0.1506,0.2509,0,0,0.1004,0,0.2509,0.1506,0.1004,0,0,0,0.0502,0,0.0502,0,0,0,0.1506,0.1506,0.1004,0.2008,0,0.2509,0.1004,0.0502,0,0.1004,0,0,0.0502,0.1004,0,0.1506,0,0,0.1506,0,0,0,0.0502,0,0,0,0.0502,0.0502,0,0.0502,0,0.1004,0,0.1506,0,0.2008,0,0.0502,0.2509,0,0,0,0,0.1506,0.1004,0.1004,0.1004,0,0,0,0.0868,0.0887,0.1045,0.0999,0.0923,0.0863,0.0989,0.1004,0.0937,0.0984
0.5567,0.3426,0.5567,1.2418,0.1285,1.2418,0.2569,0.1713,0.3426,0.2569,0.1713,0.0856,0.0856,0.0428,0.0428,0.0428,0.0428,0,0,0.0428,0.0428,0,0,0.0428,0,0.1285,0,0,0.0856,0.0428,0.0428,0,0.0856,0.1713,0,0.1713,0,0.0856,0,0,0.1285,0.0856,0.1285,0.4282,0,0.2141,0.0856,0.0428,0.1285,0,0.0428,0,0.0856,0,0,0,0,0,0,0,0.0856,0.0856,0.0428,0.2569,0.0428,0.471,0.0856,0.0428,0.0428,0.0428,0,0.0856,0,0.0428,0,0,0.0428,0,0.0856,0,0,0,0.0856,0.0428,0,0.0428,0,0,0,0,0.0428,0,0,0.0856,0.0428,0.0856,0,0,0,0.0856,0,0,0.0428,0.0856,0,0.0856,0,0,0,0.0428,0.0767,0.0984,0.1116,0.0839,0.0663,0.0891,0.1119,0.114,0.103,0.1023
0.5302,0.5744,0.2651,0.8836,0.3093,0.8836,0.1325,0.5302,0.5744,0.1325,0.1325,0.0442,0.0884,0.0442,0.0884,0.0442,0,0.0884,0,0,0,0.1767,0,0,0.0442,0.3534,0,0,0,0,0,0.0442,0.0884,0.0442,0,0,0,0.0884,0,0,0.0442,0.0442,0,0.2209,0.0442,0.0884,0.0442,0.0442,0.3534,0,0.0442,0.0442,0,0.0884,0,0.0442,0,0,0.0442,0,0.1325,0.1767,0,0.1325,0.0442,0.2209,0.0442,0,0,0.1325,0,0,0,0.1325,0,0,0,0,0,0,0.0884,0.0442,0.0442,0,0.0442,0.0442,0.0442,0.2209,0,0,0.0442,0,0.0442,0.1767,0.0442,0.0442,0,0.0442,0.1767,0,0,0,0,0.0442,0,0.0442,0,0.0442,0,0,0.067,0.0827,0.0939,0.0898,0.1002,0.115,0.1116,0.102,0.0999,0.0937
0.9068,0.6348,0.1814,0.5894,0.6348,0.5894,0.2267,0.3627,0.6348,0.2267,0.272,0.0453,0,0.0453,0.272,0.0907,0.0453,0.0907,0.0453,0,0.136,0.136,0,0.136,0.0453,0.0453,0.0453,0,0.0907,0,0.0453,0,0.0453,0,0.0453,0,0,0,0,0,0.0453,0.2267,0.0453,0.0907,0,0,0,0.0907,0.0453,0.0453,0.272,0.0453,0.0453,0,0.0907,0,0.0453,0,0.136,0,0,0.0453,0,0.1814,0,0.0907,0.0453,0,0.136,0.0907,0,0.0907,0,0.0907,0,0.0453,0,0,0,0,0.0907,0,0.0453,0,0.0453,0.0453,0,0.136,0,0,0,0,0,0.0453,0.0907,0.2267,0.0453,0,0.136,0.0907,0.0453,0.0453,0,0,0.0453,0.0453,0,0,0.0453,0,0.0536,0.0767,0.0991,0.1192,0.1257,0.1172,0.1072,0.0961,0.0779,0.0819
0.5825,1.4563,0.1748,0.5243,0.4078,0.5243,0.3495,0.5243,1.4563,0.3495,0.0583,0.0583,0.0583,0,0.0583,0.1748,0,0.0583,0.1165,0,0.1165,0.5825,0,0.1748,0.0583,0.0583,0.1165,0.0583,0.233,0.0583,0.1165,0,0,0.0583,0,0,0,0,0,0,0.0583,0.2913,0,0.0583,0,0,0,0,0.0583,0.0583,0.0583,0.1165,0,0,0.0583,0,0,0.0583,0.1165,0,0,0.0583,0.0583,0,0,0,0.0583,0.1748,0.1748,0,0,0.1165,0.0583,0,0,0.0583,0.0583,0,0.0583,0,0,0.0583,0,0.1165,0.1165,0,0.0583,0.0583,0.0583,0.0583,0.1165,0.1165,0,0.0583,0.1165,0.233,0.0583,0.0583,0.5243,0.1165,0,0.0583,0,0.0583,0,0,0,0.0583,0.1165,0.0583,0.0838,0.0957,0.0819,0.0843,0.0965,0.1112,0.0967,0.0961,0.0946,0.1009
