0.3116,0.4848,0.3116,0.3809,0.277,0.3809,0.2424,0.2424,0.4848,0.2424,0.0346,0.0693,0.0693,0,0.0346,0,0,0.1039,0,0,0,0.0693,0,0.1039,0.0346,0.0693,0.0693,0.0346,0.0693,0.0346,0.0346,0,0.0693,0,0.0346,0,0,0.1039,0.0346,0,0,0.0693,0.0346,0.0346,0,0,0.0693,0,0.0693,0.1039,0.1731,0,0.0346,0.0346,0,0,0,0,0.0346,0,0,0.0693,0,0.0693,0.0346,0.0346,0,0,0.1039,0.0693,0,0.0346,0,0.0693,0,0.1039,0,0,0.0346,0,0,0,0.0693,0,0.1039,0.0346,0.0346,0,0,0,0.0346,0.1385,0.0346,0.0693,0.0346,0.0693,0,0,0.0693,0.0346,0,0.0346,0,0,0,0.0693,0.0693,0,0.0693,0,0.0394,0.0444,0.0485,0.048,0.0664,0.0714,0.0614,0.0771,0.0678,0.0705,0.0648,0.0636,0.0655,0.059,0.0624,0.0554
0.5344,0.5658,0.3458,0.4086,0.0629,0.4086,0.0629,0.3772,0.5658,0.0629,0.1257,0.0629,0.0943,0,0.0629,0.0314,0,0.0629,0.0314,0.0314,0,0.0943,0.0629,0.0629,0,0.0943,0.0314,0.0314,0.1886,0,0.1257,0.0629,0.0314,0.0314,0,0,0,0.0629,0.0314,0,0.0314,0.1572,0.0314,0.0629,0,0,0,0.0314,0.0943,0,0.0314,0,0,0,0,0,0,0.0314,0,0,0.0314,0.1257,0.0314,0.0629,0,0.0629,0,0,0.0629,0.0314,0,0,0.0314,0.0314,0,0,0,0,0,0,0.0943,0.0314,0.0314,0.0314,0,0.0629,0,0.0943,0.0314,0,0.0629,0,0.0314,0.1257,0,0.1572,0.0314,0.0629,0.0943,0,0,0.0314,0,0,0,0,0,0,0.0314,0,0.0403,0.0556,0.0484,0.0679,0.0549,0.039,0.059,0.0612,0.056,0.0651,0.0565,0.0559,0.0727,0.0761,0.0807,0.0792
0.1676,0.5698,0.1676,0.5363,0.067,0.5363,0.1005,0.4692,0.5698,0.1005,0,0,0,0,0,0.0335,0.0335,0.0335,0.0335,0,0.0335,0.2681,0.0335,0.067,0,0.0335,0,0.0335,0.067,0.0335,0,0,0,0,0.0335,0.067,0,0.0335,0.0335,0,0.067,0.1005,0.0335,0.2011,0,0,0.0335,0.0335,0.0335,0.0335,0,0,0,0,0,0.0335,0,0.0335,0,0,0,0.1005,0.0335,0.067,0,0.1676,0.0335,0.0335,0.067,0.0335,0,0,0,0.0335,0,0.0335,0,0,0.0335,0,0.067,0.0335,0.067,0.0335,0.0335,0.0335,0,0.1676,0.0335,0,0,0.067,0,0.1005,0,0.1005,0,0.0335,0.2681,0,0,0,0,0.0335,0,0.0335,0,0.0335,0,0,0.0469,0.0511,0.0588,0.0621,0.0608,0.0589,0.0562,0.0576,0.0556,0.0603,0.0572,0.0723,0.0651,0.0673,0.0659,0.0704
0.3712,0.3446,0.2651,0.5567,0.3446,0.5567,0.1326,0.2386,0.3446,0.1326,0.053,0,0.053,0.053,0.0795,0.0795,0,0.053,0,0,0,0.0265,0,0,0.0795,0.106,0,0,0.106,0.0265,0.0795,0.0265,0.0265,0,0.0265,0.0265,0,0.0265,0,0.0265,0.0795,0.053,0.0795,0.1591,0,0.053,0,0,0.106,0.0265,0.106,0.0265,0.0265,0,0.0265,0.0265,0.0265,0.053,0.053,0,0,0.1326,0.053,0.106,0.0265,0.1591,0.0265,0.0265,0,0.0265,0,0.0265,0,0.0265,0,0.0265,0,0.0265,0.0265,0,0.053,0.0265,0,0.0265,0.0795,0.0265,0,0.0265,0,0,0,0,0.0265,0.1326,0.0265,0.053,0.0265,0.0265,0.0265,0.0265,0,0.0265,0,0.053,0,0,0.053,0,0,0,0.0413,0.0648,0.0617,0.0585,0.0596,0.061,0.0668,0.068,0.0707,0.0632,0.0636,0.0568,0.0567,0.0609,0.0611,0.0589
0.447,0.5747,0.2235,0.4789,0.2554,0.4789,0.1916,0.1596,0.5747,0.1916,0.0639,0.0639,0.0319,0,0.0958,0.0639,0.0319,0.0319,0.0319,0.0319,0.0639,0.1596,0,0.0639,0,0.1277,0.0319,0,0.1277,0,0.0639,0.0639,0.0319,0,0,0,0,0.0319,0.0319,0,0.0639,0.0958,0,0.1277,0,0,0.0319,0.0319,0.1277,0,0.0639,0.0319,0.0319,0,0,0,0,0,0.0319,0.0639,0,0.0639,0,0.1277,0,0.1277,0.0319,0.0319,0.0639,0.0319,0.0319,0.0639,0,0.0319,0.0639,0,0,0,0,0,0.0319,0,0.0319,0.0319,0,0.0319,0.0319,0,0,0,0.0319,0,0.0639,0.0639,0.0639,0.0958,0.0319,0,0.1596,0.0639,0,0.0319,0.0319,0.0319,0.0319,0.0319,0,0.0319,0,0,0.0395,0.0524,0.0623,0.0602,0.0675,0.073,0.0732,0.0593,0.0586,0.0616,0.0542,0.0514,0.0526,0.0655,0.0675,0.0694
0.3149,0.5039,0.2519,0.6928,0.126,0.6928,0.2834,0.126,0.5039,0.2834,0.0315,0.0315,0.0315,0.0315,0.0315,0.0945,0.0315,0,0.0315,0,0.0315,0.1575,0,0.0315,0,0.126,0,0,0.063,0.0945,0.063,0.0315,0,0.0945,0,0.0315,0,0.0315,0,0,0.0315,0.0945,0.0945,0.1575,0,0,0.063,0,0.1575,0.0945,0.063,0,0,0,0.0315,0,0.0315,0,0,0,0.0945,0.0945,0.063,0.126,0,0.1575,0.063,0.0315,0,0.063,0,0,0.0315,0.063,0,0.0945,0,0,0.0945,0,0,0,0.0315,0,0,0,0.0315,0.0315,0,0.0315,0,0.063,0,0.0945,0,0.126,0,0.0315,0.1575,0,0,0,0,0.0945,0.063,0.063,0.063,0,0,0,0.0545,0.0557,0.0656,0.0627,0.0579,0.0541,0.062,0.063,0.0588,0.0617,0.0522,0.0596,0.0614,0.0624,0.0638,0.0731
0.335,0.2062,0.335,0.7474,0.0773,0.7474,0.1546,0.1031,0.2062,0.1546,0.1031,0.0515,0.0515,0.0258,0.0258,0.0258,0.0258,0,0,0.0258,0.0258,0,0,0.0258,0,0.0773,0,0,0.0515,0.0258,0.0258,0,0.0515,0.1031,0,0.1031,0,0.0515,0,0,0.0773,0.0515,0.0773,0.2577,0,0.1289,0.0515,0.0258,0.0773,0,0.0258,0,0.0515,0,0,0,0,0,0,0,0.0515,0.0515,0.0258,0.1546,0.0258,0.2835,0.0515,0.0258,0.0258,0.0258,0,0.0515,0,0.0258,0,0,0.0258,0,0.0515,0,0,0,0.0515,0.0258,0,0.0258,0,0,0,0,0.0258,0,0,0.0515,0.0258,0.0515,0,0,0,0.0515,0,0,0.0258,0.0515,0,0.0515,0,0,0,0.0258,0.0462,0.0592,0.0672,0.0505,0.0399,0.0536,0.0673,0.0686,0.062,0.0616,0.0675,0.0723,0.0671,0.0653,0.063,0.0631
0.3375,0.3657,0.1688,0.5626,0.1969,0.5626,0.0844,0.3375,0.3657,0.0844,0.0844,0.0281,0.0563,0.0281,0.0563,0.0281,0,0.0563,0,0,0,0.1125,0,0,0.0281,0.225,0,0,0,0,0,0.0281,0.0563,0.0281,0,0,0,0.0563,0,0,0.0281,0.0281,0,0.1406,0.0281,0.0563,0.0281,0.0281,0.225,0,0.0281,0.0281,0,0.0563,0,0.0281,0,0,0.0281,0,0.0844,0.1125,0,0.0844,0.0281,0.1406,0.0281,0,0,0.0844,0,0,0,0.0844,0,0,0,0,0,0,0.0563,0.0281,0.0281,0,0.0281,0.0281,0.0281,0.1406,0,0,0.0281,0,0.0281,0.1125,0.0281,0.0281,0,0.0281,0.1125,0,0,0,0,0.0281,0,0.0281,0,0.0281,0,0,0.0427,0.0526,0.0598,0.0572,0.0638,0.0732,0.071,0.0649,0.0636,0.0597,0.0639,0.0613,0.0591,0.0599,0.0603,0.0589
0.5826,0.4078,0.1165,0.3787,0.4078,0.3787,0.1457,0.2331,0.4078,0.1457,0.1748,0.0291,0,0.0291,0.1748,0.0583,0.0291,0.0583,0.0291,0,0.0874,0.0874,0,0.0874,0.0291,0.0291,0.0291,0,0.0583,0,0.0291,0,0.0291,0,0.0291,0,0,0,0,0,0.0291,0.1457,0.0291,0.0583,0,0,0,0.0583,0.0291,0.0291,0.1748,0.0291,0.0291,0,0.0583,0,0.0291,0,0.0874,0,0,0.0291,0,0.1165,0,0.0583,0.0291,0,0.0874,0.0583,0,0.0583,0,0.0583,0,0.0291,0,0,0,0,0.0583,0,0.0291,0,0.0291,0.0291,0,0.0874,0,0,0,0,0,0.0291,0.0583,0.1457,0.0291,0,0.0874,0.0583,0.0291,0.0291,0,0,0.0291,0.0291,0,0,0.0291,0,0.0344,0.0493,0.0637,0.0766,0.0808,0.0753,0.0689,0.0618,0.0501,0.0526,0.0573,0.0614,0.0635,0.0605,0.0543,0.0605
0.387,0.9675,0.1161,0.3483,0.2709,0.3483,0.2322,0.3483,0.9675,0.2322,0.0387,0.0387,0.0387,0,0.0387,0.1161,0,0.0387,0.0774,0,0.0774,0.387,0,0.1161,0.0387,0.0387,0.0774,0.0387,0.1548,0.0387,0.0774,0,0,0.0387,0,0,0,0,0,0,0.0387,0.1935,0,0.0387,0,0,0,0,0.0387,0.0387,0.0387,0.0774,0,0,0.0387,0,0,0.0387,0.0774,0,0,0.0387,0.0387,0,0,0,0.0387,0.1161,0.1161,0,0,0.0774,0.0387,0,0,0.0387,0.0387,0,0.0387,0,0,0.0387,0,0.0774,0.0774,0,0.0387,0.0387,0.0387,0.0387,0.0774,0.0774,0,0.0387,0.0774,0.1548,0.0387,0.0387,0.3483,0.0774,0,0.0387,0,0.0387,0,0,0,0.0387,0.0774,0.0387,0.0557,0.0635,0.0544,0.056,0.0641,0.0739,0.0643,0.0638,0.0629,0.067,0.0622,0.0561,0.0553,0.0519,0.055,0.0551
