1.648,2.5636,1.648,2.0143,1.4649,2.0143,1.2818,1.2818,2.5636,1.2818,0.1831,0.3662,0.3662,0,0.1831,0,0,0.5493,0,0,0,0.3662,0,0.5493,0.1831,0.3662,0.3662,0.1831,0.3662,0.1831,0.1831,0,0.3662,0,0.1831,0,0,0.5493,0.1831,0,0,0.3662,0.1831,0.1831,0,0,0.3662,0,0.3662,0.5493,0.9156,0,0.1831,0.1831,0,0,0,0,0.1831,0,0,0.3662,0,0.3662,0.1831,0.1831,0,0,0.5493,0.3662,0,0.1831,0,0.3662,0,0.5493,0,0,0.1831,0,0,0,0.3662,0,0.5493,0.1831,0.1831,0,0,0,0.1831,0.7325,0.1831,0.3662,0.1831,0.3662,0,0,0.3662,0.1831,0,0.1831,0,0,0,0.3662,0.3662,0,0.3662,0,0.1785,0.2012,0.2197,0.2174
2.5044,2.6518,1.6205,1.9152,0.2946,1.9152,0.2946,1.7678,2.6518,0.2946,0.5893,0.2946,0.442,0,0.2946,0.1473,0,0.2946,0.1473,0.1473,0,0.442,0.2946,0.2946,0,0.442,0.1473,0.1473,0.8839,0,0.5893,0.2946,0.1473,0.1473,0,0,0,0.2946,0.1473,0,0.1473,0.7366,0.1473,0.2946,0,0,0,0.1473,0.442,0,0.1473,0,0,0,0,0,0,0.1473,0,0,0.1473,0.5893,0.1473,0.2946,0,0.2946,0,0,0.2946,0.1473,0,0,0.1473,0.1473,0,0,0,0,0,0,0.442,0.1473,0.1473,0.1473,0,0.2946,0,0.442,0.1473,0,0.2946,0,0.1473,0.5893,0,0.7366,0.1473,0.2946,0.442,0,0,0.1473,0,0,0,0,0,0,0.1473,0,0.1619,0.2235,0.1945,0.2728
0.7577,2.5762,0.7577,2.4247,0.3031,2.4247,0.4546,2.1216,2.5762,0.4546,0,0,0,0,0,0.1515,0.1515,0.1515,0.1515,0,0.1515,1.2123,0.1515,0.3031,0,0.1515,0,0.1515,0.3031,0.1515,0,0,0,0,0.1515,0.3031,0,0.1515,0.1515,0,0.3031,0.4546,0.1515,0.9093,0,0,0.1515,0.1515,0.1515,0.1515,0,0,0,0,0,0.1515,0,0.1515,0,0,0,0.4546,0.1515,0.3031,0,0.7577,0.1515,0.1515,0.3031,0.1515,0,0,0,0.1515,0,0.1515,0,0,0.1515,0,0.3031,0.1515,0.3031,0.1515,0.1515,0.1515,0,0.7577,0.1515,0,0,0.3031,0,0.4546,0,0.4546,0,0.1515,1.2123,0,0,0,0,0.1515,0,0.1515,0,0.1515,0,0,0.1819,0.198,0.2278,0.2409
1.6837,1.5634,1.2026,2.5255,1.5634,2.5255,0.6013,1.0824,1.5634,0.6013,0.2405,0,0.2405,0.2405,0.3608,0.3608,0,0.2405,0,0,0,0.1203,0,0,0.3608,0.4811,0,0,0.4811,0.1203,0.3608,0.1203,0.1203,0,0.1203,0.1203,0,0.1203,0,0.1203,0.3608,0.2405,0.3608,0.7216,0,0.2405,0,0,0.4811,0.1203,0.4811,0.1203,0.1203,0,0.1203,0.1203,0.1203,0.2405,0.2405,0,0,0.6013,0.2405,0.4811,0.1203,0.7216,0.1203,0.1203,0,0.1203,0,0.1203,0,0.1203,0,0.1203,0,0.1203,0.1203,0,0.2405,0.1203,0,0.1203,0.3608,0.1203,0,0.1203,0,0,0,0,0.1203,0.6013,0.1203,0.2405,0.1203,0.1203,0.1203,0.1203,0,0.1203,0,0.2405,0,0,0.2405,0,0,0,0.1607,0.252,0.2397,0.2273
2.072,2.664,1.036,2.22,1.184,2.22,0.888,0.74,2.664,0.888,0.296,0.296,0.148,0,0.444,0.296,0.148,0.148,0.148,0.148,0.296,0.74,0,0.296,0,0.592,0.148,0,0.592,0,0.296,0.296,0.148,0,0,0,0,0.148,0.148,0,0.296,0.444,0,0.592,0,0,0.148,0.148,0.592,0,0.296,0.148,0.148,0,0,0,0,0,0.148,0.296,0,0.296,0,0.592,0,0.592,0.148,0.148,0.296,0.148,0.148,0.296,0,0.148,0.296,0,0,0,0,0,0.148,0,0.148,0.148,0,0.148,0.148,0,0,0,0.148,0,0.296,0.296,0.296,0.444,0.148,0,0.74,0.296,0,0.148,0.148,0.148,0.148,0.148,0,0.148,0,0,0.1568,0.2083,0.2477,0.2393
1.3353,2.1364,1.0682,2.9376,0.5341,2.9376,1.2017,0.5341,2.1364,1.2017,0.1335,0.1335,0.1335,0.1335,0.1335,0.4006,0.1335,0,0.1335,0,0.1335,0.6676,0,0.1335,0,0.5341,0,0,0.2671,0.4006,0.2671,0.1335,0,0.4006,0,0.1335,0,0.1335,0,0,0.1335,0.4006,0.4006,0.6676,0,0,0.2671,0,0.6676,0.4006,0.2671,0,0,0,0.1335,0,0.1335,0,0,0,0.4006,0.4006,0.2671,0.5341,0,0.6676,0.2671,0.1335,0,0.2671,0,0,0.1335,0.2671,0,0.4006,0,0,0.4006,0,0,0,0.1335,0,0,0,0.1335,0.1335,0,0.1335,0,0.2671,0,0.4006,0,0.5341,0,0.1335,0.6676,0,0,0,0,0.4006,0.2671,0.2671,0.2671,0,0,0,0.1979,0.2023,0.2383,0.2279
1.5441,0.9502,1.5441,3.4445,0.3563,3.4445,0.7126,0.4751,0.9502,0.7126,0.4751,0.2375,0.2375,0.1188,0.1188,0.1188,0.1188,0,0,0.1188,0.1188,0,0,0.1188,0,0.3563,0,0,0.2375,0.1188,0.1188,0,0.2375,0.4751,0,0.4751,0,0.2375,0,0,0.3563,0.2375,0.3563,1.1877,0,0.5939,0.2375,0.1188,0.3563,0,0.1188,0,0.2375,0,0,0,0,0,0,0,0.2375,0.2375,0.1188,0.7126,0.1188,1.3065,0.2375,0.1188,0.1188,0.1188,0,0.2375,0,0.1188,0,0,0.1188,0,0.2375,0,0,0,0.2375,0.1188,0,0.1188,0,0,0,0,0.1188,0,0,0.2375,0.1188,0.2375,0,0,0,0.2375,0,0,0.1188,0.2375,0,0.2375,0,0,0,0.1188,0.1824,0.2339,0.2654,0.1995
1.6066,1.7405,0.8033,2.6776,0.9372,2.6776,0.4016,1.6066,1.7405,0.4016,0.4016,0.1339,0.2678,0.1339,0.2678,0.1339,0,0.2678,0,0,0,0.5355,0,0,0.1339,1.0711,0,0,0,0,0,0.1339,0.2678,0.1339,0,0,0,0.2678,0,0,0.1339,0.1339,0,0.6694,0.1339,0.2678,0.1339,0.1339,1.0711,0,0.1339,0.1339,0,0.2678,0,0.1339,0,0,0.1339,0,0.4016,0.5355,0,0.4016,0.1339,0.6694,0.1339,0,0,0.4016,0,0,0,0.4016,0,0,0,0,0,0,0.2678,0.1339,0.1339,0,0.1339,0.1339,0.1339,0.6694,0,0,0.1339,0,0.1339,0.5355,0.1339,0.1339,0,0.1339,0.5355,0,0,0,0,0.1339,0,0.1339,0,0.1339,0,0,0.174,0.2147,0.244,0.2333
2.6355,1.8449,0.5271,1.7131,1.8449,1.7131,0.6589,1.0542,1.8449,0.6589,0.7907,0.1318,0,0.1318,0.7907,0.2636,0.1318,0.2636,0.1318,0,0.3953,0.3953,0,0.3953,0.1318,0.1318,0.1318,0,0.2636,0,0.1318,0,0.1318,0,0.1318,0,0,0,0,0,0.1318,0.6589,0.1318,0.2636,0,0,0,0.2636,0.1318,0.1318,0.7907,0.1318,0.1318,0,0.2636,0,0.1318,0,0.3953,0,0,0.1318,0,0.5271,0,0.2636,0.1318,0,0.3953,0.2636,0,0.2636,0,0.2636,0,0.1318,0,0,0,0,0.2636,0,0.1318,0,0.1318,0.1318,0,0.3953,0,0,0,0,0,0.1318,0.2636,0.6589,0.1318,0,0.3953,0.2636,0.1318,0.1318,0,0,0.1318,0.1318,0,0,0.1318,0,0.1335,0.1911,0.2468,0.2969
1.643,4.1075,0.4929,1.4787,1.1501,1.4787,0.9858,1.4787,4.1075,0.9858,0.1643,0.1643,0.1643,0,0.1643,0.4929,0,0.1643,0.3286,0,0.3286,1.643,0,0.4929,0.1643,0.1643,0.3286,0.1643,0.6572,0.1643,0.3286,0,0,0.1643,0,0,0,0,0,0,0.1643,0.8215,0,0.1643,0,0,0,0,0.1643,0.1643,0.1643,0.3286,0,0,0.1643,0,0,0.1643,0.3286,0,0,0.1643,0.1643,0,0,0,0.1643,0.4929,0.4929,0,0,0.3286,0.1643,0,0,0.1643,0.1643,0,0.1643,0,0,0.1643,0,0.3286,0.3286,0,0.1643,0.1643,0.1643,0.1643,0.3286,0.3286,0,0.1643,0.3286,0.6572,0.1643,0.1643,1.4787,0.3286,0,0.1643,0,0.1643,0,0,0,0.1643,0.3286,0.1643,0.2026,0.2312,0.1981,0.2037
