0.7573,1.178,0.7573,0.9256,0.6732,0.9256,0.589,0.589,1.178,0.589,0.0841,0.1683,0.1683,0,0.0841,0,0,0.2524,0,0,0,0.1683,0,0.2524,0.0841,0.1683,0.1683,0.0841,0.1683,0.0841,0.0841,0,0.1683,0,0.0841,0,0,0.2524,0.0841,0,0,0.1683,0.0841,0.0841,0,0,0.1683,0,0.1683,0.2524,0.4207,0,0.0841,0.0841,0,0,0,0,0.0841,0,0,0.1683,0,0.1683,0.0841,0.0841,0,0,0.2524,0.1683,0,0.0841,0,0.1683,0,0.2524,0,0,0.0841,0,0,0,0.1683,0,0.2524,0.0841,0.0841,0,0,0,0.0841,0.3366,0.0841,0.1683,0.0841,0.1683,0,0,0.1683,0.0841,0,0.0841,0,0,0,0.1683,0.1683,0,0.1683,0,0.0547,0.0616,0.0673,0.0666,0.0922,0.0991,0.0853,0.107,0.0941,0.0979,0.09
1.419,1.5024,0.9182,1.0851,0.1669,1.0851,0.1669,1.0016,1.5024,0.1669,0.3339,0.1669,0.2504,0,0.1669,0.0835,0,0.1669,0.0835,0.0835,0,0.2504,0.1669,0.1669,0,0.2504,0.0835,0.0835,0.5008,0,0.3339,0.1669,0.0835,0.0835,0,0,0,0.1669,0.0835,0,0.0835,0.4173,0.0835,0.1669,0,0,0,0.0835,0.2504,0,0.0835,0,0,0,0,0,0,0.0835,0,0,0.0835,0.3339,0.0835,0.1669,0,0.1669,0,0,0.1669,0.0835,0,0,0.0835,0.0835,0,0,0,0,0,0,0.2504,0.0835,0.0835,0.0835,0,0.1669,0,0.2504,0.0835,0,0.1669,0,0.0835,0.3339,0,0.4173,0.0835,0.1669,0.2504,0,0,0.0835,0,0,0,0,0,0,0.0835,0,0.0612,0.0844,0.0735,0.1031,0.0833,0.0592,0.0896,0.0928,0.085,0.0988,0.0857
0.4287,1.4575,0.4287,1.3717,0.1715,1.3717,0.2572,1.2003,1.4575,0.2572,0,0,0,0,0,0.0857,0.0857,0.0857,0.0857,0,0.0857,0.6859,0.0857,0.1715,0,0.0857,0,0.0857,0.1715,0.0857,0,0,0,0,0.0857,0.1715,0,0.0857,0.0857,0,0.1715,0.2572,0.0857,0.5144,0,0,0.0857,0.0857,0.0857,0.0857,0,0,0,0,0,0.0857,0,0.0857,0,0,0,0.2572,0.0857,0.1715,0,0.4287,0.0857,0.0857,0.1715,0.0857,0,0,0,0.0857,0,0.0857,0,0,0.0857,0,0.1715,0.0857,0.1715,0.0857,0.0857,0.0857,0,0.4287,0.0857,0,0,0.1715,0,0.2572,0,0.2572,0,0.0857,0.6859,0,0,0,0,0.0857,0,0.0857,0,0.0857,0,0,0.0686,0.0747,0.0859,0.0908,0.0889,0.0861,0.0822,0.0842,0.0813,0.0881,0.0836
0.8954,0.8314,0.6396,1.3431,0.8314,1.3431,0.3198,0.5756,0.8314,0.3198,0.1279,0,0.1279,0.1279,0.1919,0.1919,0,0.1279,0,0,0,0.064,0,0,0.1919,0.2558,0,0,0.2558,0.064,0.1919,0.064,0.064,0,0.064,0.064,0,0.064,0,0.064,0.1919,0.1279,0.1919,0.3837,0,0.1279,0,0,0.2558,0.064,0.2558,0.064,0.064,0,0.064,0.064,0.064,0.1279,0.1279,0,0,0.3198,0.1279,0.2558,0.064,0.3837,0.064,0.064,0,0.064,0,0.064,0,0.064,0,0.064,0,0.064,0.064,0,0.1279,0.064,0,0.064,0.1919,0.064,0,0.064,0,0,0,0,0.064,0.3198,0.064,0.1279,0.064,0.064,0.064,0.064,0,0.064,0,0.1279,0,0,0.1279,0,0,0,0.057,0.0893,0.085,0.0806,0.0821,0.0841,0.0921,0.0937,0.0974,0.0871,0.0876
1.09,1.4015,0.545,1.1679,0.6229,1.1679,0.4672,0.3893,1.4015,0.4672,0.1557,0.1557,0.0779,0,0.2336,0.1557,0.0779,0.0779,0.0779,0.0779,0.1557,0.3893,0,0.1557,0,0.3114,0.0779,0,0.3114,0,0.1557,0.1557,0.0779,0,0,0,0,0.0779,0.0779,0,0.1557,0.2336,0,0.3114,0,0,0.0779,0.0779,0.3114,0,0.1557,0.0779,0.0779,0,0,0,0,0,0.0779,0.1557,0,0.1557,0,0.3114,0,0.3114,0.0779,0.0779,0.1557,0.0779,0.0779,0.1557,0,0.0779,0.1557,0,0,0,0,0,0.0779,0,0.0779,0.0779,0,0.0779,0.0779,0,0,0,0.0779,0,0.1557,0.1557,0.1557,0.2336,0.0779,0,0.3893,0.1557,0,0.0779,0.0779,0.0779,0.0779,0.0779,0,0.0779,0,0,0.055,0.073,0.0869,0.0839,0.094,0.1017,0.102,0.0826,0.0816,0.0858,0.0755
0.7836,1.2538,0.6269,1.724,0.3135,1.724,0.7053,0.3135,1.2538,0.7053,0.0784,0.0784,0.0784,0.0784,0.0784,0.2351,0.0784,0,0.0784,0,0.0784,0.3918,0,0.0784,0,0.3135,0,0,0.1567,0.2351,0.1567,0.0784,0,0.2351,0,0.0784,0,0.0784,0,0,0.0784,0.2351,0.2351,0.3918,0,0,0.1567,0,0.3918,0.2351,0.1567,0,0,0,0.0784,0,0.0784,0,0,0,0.2351,0.2351,0.1567,0.3135,0,0.3918,0.1567,0.0784,0,0.1567,0,0,0.0784,0.1567,0,0.2351,0,0,0.2351,0,0,0,0.0784,0,0,0,0.0784,0.0784,0,0.0784,0,0.1567,0,0.2351,0,0.3135,0,0.0784,0.3918,0,0,0,0,0.2351,0.1567,0.1567,0.1567,0,0,0,0.0774,0.0792,0.0932,0.0892,0.0823,0.077,0.0882,0.0896,0.0836,0.0878,0.0742
0.8514,0.5239,0.8514,1.8992,0.1965,1.8992,0.3929,0.262,0.5239,0.3929,0.262,0.131,0.131,0.0655,0.0655,0.0655,0.0655,0,0,0.0655,0.0655,0,0,0.0655,0,0.1965,0,0,0.131,0.0655,0.0655,0,0.131,0.262,0,0.262,0,0.131,0,0,0.1965,0.131,0.1965,0.6549,0,0.3275,0.131,0.0655,0.1965,0,0.0655,0,0.131,0,0,0,0,0,0,0,0.131,0.131,0.0655,0.3929,0.0655,0.7204,0.131,0.0655,0.0655,0.0655,0,0.131,0,0.0655,0,0,0.0655,0,0.131,0,0,0,0.131,0.0655,0,0.0655,0,0,0,0,0.0655,0,0,0.131,0.0655,0.131,0,0,0,0.131,0,0,0.0655,0.131,0,0.131,0,0,0,0.0655,0.067,0.086,0.0976,0.0733,0.0579,0.0779,0.0978,0.0996,0.09,0.0894,0.098
0.8185,0.8867,0.4093,1.3642,0.4775,1.3642,0.2046,0.8185,0.8867,0.2046,0.2046,0.0682,0.1364,0.0682,0.1364,0.0682,0,0.1364,0,0,0,0.2728,0,0,0.0682,0.5457,0,0,0,0,0,0.0682,0.1364,0.0682,0,0,0,0.1364,0,0,0.0682,0.0682,0,0.3411,0.0682,0.1364,0.0682,0.0682,0.5457,0,0.0682,0.0682,0,0.1364,0,0.0682,0,0,0.0682,0,0.2046,0.2728,0,0.2046,0.0682,0.3411,0.0682,0,0,0.2046,0,0,0,0.2046,0,0,0,0,0,0,0.1364,0.0682,0.0682,0,0.0682,0.0682,0.0682,0.3411,0,0,0.0682,0,0.0682,0.2728,0.0682,0.0682,0,0.0682,0.2728,0,0,0,0,0.0682,0,0.0682,0,0.0682,0,0,0.0591,0.0729,0.0829,0.0793,0.0884,0.1015,0.0984,0.09,0.0881,0.0827,0.0885
1.413,0.9891,0.2826,0.9184,0.9891,0.9184,0.3532,0.5652,0.9891,0.3532,0.4239,0.0706,0,0.0706,0.4239,0.1413,0.0706,0.1413,0.0706,0,0.2119,0.2119,0,0.2119,0.0706,0.0706,0.0706,0,0.1413,0,0.0706,0,0.0706,0,0.0706,0,0,0,0,0,0.0706,0.3532,0.0706,0.1413,0,0,0,0.1413,0.0706,0.0706,0.4239,0.0706,0.0706,0,0.1413,0,0.0706,0,0.2119,0,0,0.0706,0,0.2826,0,0.1413,0.0706,0,0.2119,0.1413,0,0.1413,0,0.1413,0,0.0706,0,0,0,0,0.1413,0,0.0706,0,0.0706,0.0706,0,0.2119,0,0,0,0,0,0.0706,0.1413,0.3532,0.0706,0,0.2119,0.1413,0.0706,0.0706,0,0,0.0706,0.0706,0,0,0.0706,0,0.0477,0.0683,0.0882,0.1061,0.112,0.1043,0.0955,0.0856,0.0694,0.0729,0.0794
0.8964,2.2409,0.2689,0.8067,0.6275,0.8067,0.5378,0.8067,2.2409,0.5378,0.0896,0.0896,0.0896,0,0.0896,0.2689,0,0.0896,0.1793,0,0.1793,0.8964,0,0.2689,0.0896,0.0896,0.1793,0.0896,0.3585,0.0896,0.1793,0,0,0.0896,0,0,0,0,0,0,0.0896,0.4482,0,0.0896,0,0,0,0,0.0896,0.0896,0.0896,0.1793,0,0,0.0896,0,0,0.0896,0.1793,0,0,0.0896,0.0896,0,0,0,0.0896,0.2689,0.2689,0,0,0.1793,0.0896,0,0,0.0896,0.0896,0,0.0896,0,0,0.0896,0,0.1793,0.1793,0,0.0896,0.0896,0.0896,0.0896,0.1793,0.1793,0,0.0896,0.1793,0.3585,0.0896,0.0896,0.8067,0.1793,0,0.0896,0,0.0896,0,0,0,0.0896,0.1793,0.0896,0.0737,0.0841,0.072,0.0741,0.0848,0.0978,0.0851,0.0845,0.0832,0.0887,0.0823
1.0917,1.0917,0.4367,1.0189,0.655,1.0189,0.5095,0.5823,1.0917,0.5095,0.4367,0.0728,0.0728,0.0728,0.1456,0.0728,0.0728,0,0.0728,0.0728,0.0728,0.1456,0,0.2183,0,0.4367,0.0728,0.0728,0,0.0728,0.0728,0,0.0728,0,0,0,0,0.1456,0.0728,0.0728,0,0.2183,0.0728,0.1456,0.0728,0,0,0,0.4367,0.0728,0.1456,0,0,0,0.1456,0.0728,0.0728,0.1456,0,0,0.1456,0.3639,0,0,0,0.1456,0,0.0728,0.2183,0.0728,0.0728,0.0728,0.0728,0.0728,0,0.0728,0.0728,0,0.0728,0,0,0,0.0728,0,0.2911,0.0728,0.0728,0.0728,0,0,0.0728,0,0,0.4367,0,0.1456,0.1456,0.0728,0.1456,0.0728,0.0728,0.2183,0,0.0728,0,0,0,0,0.0728,0.0728,0.0486,0.0798,0.0857,0.0796,0.0851,0.11,0.1054,0.0965,0.079,0.0742,0.0832
0.9906,0.6604,0.3962,1.2548,0.5283,1.2548,0.3962,0.5944,0.6604,0.3962,0.1321,0,0.1321,0.1321,0.1321,0.2642,0,0.1321,0,0.066,0,0,0,0.1321,0,0.1981,0.1321,0,0.1321,0.066,0.1981,0,0,0,0,0.066,0.066,0.066,0,0,0.1981,0.1321,0.066,0.4623,0,0,0,0.066,0.1981,0.1321,0.1981,0.066,0.066,0,0.066,0.066,0.066,0,0,0,0.1321,0.1321,0.066,0.2642,0,0.3962,0,0.066,0.1321,0.066,0.066,0.066,0,0.066,0,0.1321,0,0,0.066,0,0.066,0.066,0,0,0.1981,0,0,0.2642,0,0,0,0,0.066,0.1981,0.066,0.1321,0.1321,0,0,0.066,0,0.1981,0,0,0,0,0,0,0.1321,0,0.0565,0.08,0.0913,0.0805,0.079,0.0927,0.0973,0.093,0.0891,0.0892,0.0852
1.1497,1.8395,0.7664,1.1497,0.3832,1.1497,0.3066,0.8431,1.8395,0.3066,0.3066,0.0766,0.1533,0,0.3066,0.0766,0,0.1533,0.0766,0,0,0.2299,0.0766,0.2299,0,0.0766,0.0766,0,1.073,0.0766,0.2299,0.0766,0.2299,0,0,0,0,0.2299,0,0,0.1533,0.6132,0.0766,0,0,0,0.0766,0,0.0766,0.1533,0.0766,0,0,0,0,0.0766,0,0.2299,0,0,0,0.2299,0.0766,0.4599,0,0,0,0,0.2299,0.0766,0,0,0,0.0766,0,0.1533,0,0,0.0766,0,0.2299,0,0.1533,0.0766,0.0766,0,0.0766,0.2299,0,0,0.1533,0.4599,0,0.3066,0,0.6898,0.0766,0,0.1533,0,0,0.1533,0,0,0,0.0766,0,0,0.0766,0,0.0387,0.0559,0.0697,0.0833,0.0844,0.0856,0.0912,0.0982,0.1005,0.108,0.1078
1.6935,1.7782,0.9315,0.8468,0.4234,0.8468,0.5081,1.1008,1.7782,0.5081,0.3387,0.0847,0.5081,0.0847,0.0847,0,0,0.4234,0.1694,0,0.0847,0.254,0.1694,0.3387,0,0.0847,0,0.254,0.3387,0.254,0.5081,0.0847,0,0,0.0847,0,0.0847,0.0847,0.0847,0,0,0.7621,0,0,0,0,0,0,0.0847,0,0.1694,0,0.0847,0,0.0847,0,0,0.0847,0,0,0.0847,0.0847,0,0.1694,0,0,0,0,0.3387,0.1694,0,0.0847,0,0.1694,0,0,0,0,0.254,0,0.4234,0,0,0,0.0847,0,0.0847,0.1694,0.254,0,0.0847,0.0847,0,0.0847,0.0847,0.7621,0.3387,0.0847,0.1694,0.0847,0,0.3387,0.0847,0,0,0,0,0,0.0847,0,0.0422,0.0621,0.0807,0.0948,0.0878,0.0831,0.0879,0.0895,0.0969,0.0965,0.0937
0.7078,2.1235,0.7963,1.4157,0.4424,1.4157,0.2654,1.1502,2.1235,0.2654,0,0.0885,0,0.0885,0.0885,0,0,0.4424,0,0,0,0,0.177,0.7963,0,0,0,0.177,0.7963,0.177,0.0885,0.0885,0.177,0.0885,0.0885,0,0,0.177,0,0,0,1.0617,0.0885,0,0,0.0885,0,0.177,0,0,0.177,0,0.0885,0,0.177,0,0,0,0,0,0,0,0.0885,0.3539,0,0,0,0.0885,0.7963,0.0885,0,0,0,0.0885,0,0,0,0,0.177,0,0.2654,0,0.0885,0,0.0885,0.2654,0.0885,0.0885,0.2654,0,0.177,0.7078,0,0,0,1.0617,0.177,0,0,0,0,0.177,0,0,0,0,0,0,0.0885,0,0.0572,0.0607,0.0765,0.0602,0.0836,0.088,0.0997,0.0927,0.1018,0.0931,0.0981
2.0312,3.1596,0.9027,1.1284,0.2257,1.1284,0.2257,1.5798,3.1596,0.2257,0.4514,0.1128,0.1128,0,0.1128,0,0.1128,0.6771,0.3385,0,0,0.6771,0.3385,1.1284,0,0.1128,0,0.1128,0.6771,0.1128,0.3385,0.1128,0.2257,0,0.1128,0,0,0.1128,0,0,0,1.0156,0,0,0,0,0,0,0.1128,0,0.1128,0,0,0,0,0,0,0.1128,0,0,0,0,0,0,0,0,0,0,1.1284,0,0,0.1128,0,0,0,0,0,0,0.1128,0,0.9027,0,0.1128,0,0,0,0,0.3385,0.2257,0,0.2257,0.9027,0.1128,0,0,1.0156,0.1128,0.1128,0.5642,0.1128,0,0.2257,0,0,0,0,0,0,0,0,0.0403,0.0632,0.0785,0.0822,0.0833,0.0848,0.0887,0.0911,0.0847,0.0891,0.1013
0.8068,0.5763,0.6339,1.4983,0.461,1.4983,0.1153,0.6339,0.5763,0.1153,0.1153,0.1153,0.1153,0.0576,0.1729,0.1729,0,0.0576,0,0,0.0576,0,0,0.2305,0,0.2305,0,0.0576,0,0,0.1153,0,0.1153,0.1729,0,0,0,0.1729,0.0576,0,0.1153,0.2881,0.2305,0.2881,0.1153,0,0,0.1153,0.2881,0.0576,0.1153,0,0.1153,0,0,0.0576,0,0.1153,0,0,0.1153,0.1729,0.0576,0.3458,0.1153,0.2881,0.0576,0.0576,0.2305,0.0576,0,0,0,0.0576,0,0.0576,0,0,0,0,0.0576,0,0,0.0576,0.0576,0.3458,0.0576,0.0576,0,0,0.0576,0,0,0.2305,0,0.2881,0,0,0,0,0,0,0,0.0576,0,0.0576,0,0,0,0,0.0709,0.0858,0.0798,0.0938,0.0948,0.0843,0.08,0.0792,0.0995,0.0851,0.0892
