2.4835,3.8633,2.4835,3.0354,2.2076,3.0354,1.9316,1.9316,3.8633,1.9316,0.2759,0.5519,0.5519,0,0.2759,0,0,0.8278,0,0,0,0.5519,0,0.8278,0.2759,0.5519,0.5519,0.2759,0.5519,0.2759,0.2759,0,0.5519,0,0.2759,0,0,0.8278,0.2759,0,0,0.5519,0.2759,0.2759,0,0,0.5519,0,0.5519,0.8278,1.3797,0,0.2759,0.2759,0,0,0,0,0.2759,0,0,0.5519,0,0.5519,0.2759,0.2759,0,0,0.8278,0.5519,0,0.2759,0,0.5519,0,0.8278,0,0,0.2759,0,0,0,0.5519,0,0.8278,0.2759,0.2759,0,0,0,0.2759,1.1038,0.2759,0.5519,0.2759,0.5519,0,0,0.5519,0.2759,0,0.2759,0,0,0,0.5519,0.5519,0,0.5519,0,0.0897,0.1011,0.1104,0.1092,0.1512,0.1625
4.4935,4.7578,2.9075,3.4362,0.5286,3.4362,0.5286,3.1719,4.7578,0.5286,1.0573,0.5286,0.793,0,0.5286,0.2643,0,0.5286,0.2643,0.2643,0,0.793,0.5286,0.5286,0,0.793,0.2643,0.2643,1.5859,0,1.0573,0.5286,0.2643,0.2643,0,0,0,0.5286,0.2643,0,0.2643,1.3216,0.2643,0.5286,0,0,0,0.2643,0.793,0,0.2643,0,0,0,0,0,0,0.2643,0,0,0.2643,1.0573,0.2643,0.5286,0,0.5286,0,0,0.5286,0.2643,0,0,0.2643,0.2643,0,0,0,0,0,0,0.793,0.2643,0.2643,0.2643,0,0.5286,0,0.793,0.2643,0,0.5286,0,0.2643,1.0573,0,1.3216,0.2643,0.5286,0.793,0,0,0.2643,0,0,0,0,0,0,0.2643,0,0.0968,0.1337,0.1163,0.1632,0.1319,0.0938
1.2864,4.3739,1.2864,4.1166,0.5146,4.1166,0.7719,3.602,4.3739,0.7719,0,0,0,0,0,0.2573,0.2573,0.2573,0.2573,0,0.2573,2.0583,0.2573,0.5146,0,0.2573,0,0.2573,0.5146,0.2573,0,0,0,0,0.2573,0.5146,0,0.2573,0.2573,0,0.5146,0.7719,0.2573,1.5437,0,0,0.2573,0.2573,0.2573,0.2573,0,0,0,0,0,0.2573,0,0.2573,0,0,0,0.7719,0.2573,0.5146,0,1.2864,0.2573,0.2573,0.5146,0.2573,0,0,0,0.2573,0,0.2573,0,0,0.2573,0,0.5146,0.2573,0.5146,0.2573,0.2573,0.2573,0,1.2864,0.2573,0,0,0.5146,0,0.7719,0,0.7719,0,0.2573,2.0583,0,0,0,0,0.2573,0,0.2573,0,0.2573,0,0,0.1029,0.112,0.1289,0.1363,0.1333,0.1292
2.9548,2.7438,2.1106,4.4323,2.7438,4.4323,1.0553,1.8995,2.7438,1.0553,0.4221,0,0.4221,0.4221,0.6332,0.6332,0,0.4221,0,0,0,0.2111,0,0,0.6332,0.8442,0,0,0.8442,0.2111,0.6332,0.2111,0.2111,0,0.2111,0.2111,0,0.2111,0,0.2111,0.6332,0.4221,0.6332,1.2664,0,0.4221,0,0,0.8442,0.2111,0.8442,0.2111,0.2111,0,0.2111,0.2111,0.2111,0.4221,0.4221,0,0,1.0553,0.4221,0.8442,0.2111,1.2664,0.2111,0.2111,0,0.2111,0,0.2111,0,0.2111,0,0.2111,0,0.2111,0.2111,0,0.4221,0.2111,0,0.2111,0.6332,0.2111,0,0.2111,0,0,0,0,0.2111,1.0553,0.2111,0.4221,0.2111,0.2111,0.2111,0.2111,0,0.2111,0,0.4221,0,0,0.4221,0,0,0,0.094,0.1474,0.1402,0.133,0.1355,0.1388
3.3529,4.3109,1.6764,3.5924,1.9159,3.5924,1.437,1.1975,4.3109,1.437,0.479,0.479,0.2395,0,0.7185,0.479,0.2395,0.2395,0.2395,0.2395,0.479,1.1975,0,0.479,0,0.958,0.2395,0,0.958,0,0.479,0.479,0.2395,0,0,0,0,0.2395,0.2395,0,0.479,0.7185,0,0.958,0,0,0.2395,0.2395,0.958,0,0.479,0.2395,0.2395,0,0,0,0,0,0.2395,0.479,0,0.479,0,0.958,0,0.958,0.2395,0.2395,0.479,0.2395,0.2395,0.479,0,0.2395,0.479,0,0,0,0,0,0.2395,0,0.2395,0.2395,0,0.2395,0.2395,0,0,0,0.2395,0,0.479,0.479,0.479,0.7185,0.2395,0,1.1975,0.479,0,0.2395,0.2395,0.2395,0.2395,0.2395,0,0.2395,0,0,0.0846,0.1123,0.1336,0.1291,0.1446,0.1563
2.3926,3.8282,1.9141,5.2638,0.9571,5.2638,2.1534,0.9571,3.8282,2.1534,0.2393,0.2393,0.2393,0.2393,0.2393,0.7178,0.2393,0,0.2393,0,0.2393,1.1963,0,0.2393,0,0.9571,0,0,0.4785,0.7178,0.4785,0.2393,0,0.7178,0,0.2393,0,0.2393,0,0,0.2393,0.7178,0.7178,1.1963,0,0,0.4785,0,1.1963,0.7178,0.4785,0,0,0,0.2393,0,0.2393,0,0,0,0.7178,0.7178,0.4785,0.9571,0,1.1963,0.4785,0.2393,0,0.4785,0,0,0.2393,0.4785,0,0.7178,0,0,0.7178,0,0,0,0.2393,0,0,0,0.2393,0.2393,0,0.2393,0,0.4785,0,0.7178,0,0.9571,0,0.2393,1.1963,0,0,0,0,0.7178,0.4785,0.4785,0.4785,0,0,0,0.1182,0.1208,0.1423,0.1361,0.1257,0.1175
2.8825,1.7739,2.8825,6.4303,0.6652,6.4303,1.3304,0.8869,1.7739,1.3304,0.8869,0.4435,0.4435,0.2217,0.2217,0.2217,0.2217,0,0,0.2217,0.2217,0,0,0.2217,0,0.6652,0,0,0.4435,0.2217,0.2217,0,0.4435,0.8869,0,0.8869,0,0.4435,0,0,0.6652,0.4435,0.6652,2.2173,0,1.1087,0.4435,0.2217,0.6652,0,0.2217,0,0.4435,0,0,0,0,0,0,0,0.4435,0.4435,0.2217,1.3304,0.2217,2.4391,0.4435,0.2217,0.2217,0.2217,0,0.4435,0,0.2217,0,0,0.2217,0,0.4435,0,0,0,0.4435,0.2217,0,0.2217,0,0,0,0,0.2217,0,0,0.4435,0.2217,0.4435,0,0,0,0.4435,0,0,0.2217,0.4435,0,0.4435,0,0,0,0.2217,0.1135,0.1455,0.1652,0.1242,0.098,0.1319
2.6384,2.8583,1.3192,4.3974,1.5391,4.3974,0.6596,2.6384,2.8583,0.6596,0.6596,0.2199,0.4397,0.2199,0.4397,0.2199,0,0.4397,0,0,0,0.8795,0,0,0.2199,1.7589,0,0,0,0,0,0.2199,0.4397,0.2199,0,0,0,0.4397,0,0,0.2199,0.2199,0,1.0993,0.2199,0.4397,0.2199,0.2199,1.7589,0,0.2199,0.2199,0,0.4397,0,0.2199,0,0,0.2199,0,0.6596,0.8795,0,0.6596,0.2199,1.0993,0.2199,0,0,0.6596,0,0,0,0.6596,0,0,0,0,0,0,0.4397,0.2199,0.2199,0,0.2199,0.2199,0.2199,1.0993,0,0,0.2199,0,0.2199,0.8795,0.2199,0.2199,0,0.2199,0.8795,0,0,0,0,0.2199,0,0.2199,0,0.2199,0,0,0.0953,0.1175,0.1336,0.1277,0.1425,0.1635
4.231,2.9617,0.8462,2.7501,2.9617,2.7501,1.0577,1.6924,2.9617,1.0577,1.2693,0.2115,0,0.2115,1.2693,0.4231,0.2115,0.4231,0.2115,0,0.6346,0.6346,0,0.6346,0.2115,0.2115,0.2115,0,0.4231,0,0.2115,0,0.2115,0,0.2115,0,0,0,0,0,0.2115,1.0577,0.2115,0.4231,0,0,0,0.4231,0.2115,0.2115,1.2693,0.2115,0.2115,0,0.4231,0,0.2115,0,0.6346,0,0,0.2115,0,0.8462,0,0.4231,0.2115,0,0.6346,0.4231,0,0.4231,0,0.4231,0,0.2115,0,0,0,0,0.4231,0,0.2115,0,0.2115,0.2115,0,0.6346,0,0,0,0,0,0.2115,0.4231,1.0577,0.2115,0,0.6346,0.4231,0.2115,0.2115,0,0,0.2115,0.2115,0,0,0.2115,0,0.0714,0.1022,0.1321,0.1589,0.1676,0.1562
2.6924,6.7309,0.8077,2.4231,1.8847,2.4231,1.6154,2.4231,6.7309,1.6154,0.2692,0.2692,0.2692,0,0.2692,0.8077,0,0.2692,0.5385,0,0.5385,2.6924,0,0.8077,0.2692,0.2692,0.5385,0.2692,1.0769,0.2692,0.5385,0,0,0.2692,0,0,0,0,0,0,0.2692,1.3462,0,0.2692,0,0,0,0,0.2692,0.2692,0.2692,0.5385,0,0,0.2692,0,0,0.2692,0.5385,0,0,0.2692,0.2692,0,0,0,0.2692,0.8077,0.8077,0,0,0.5385,0.2692,0,0,0.2692,0.2692,0,0.2692,0,0,0.2692,0,0.5385,0.5385,0,0.2692,0.2692,0.2692,0.2692,0.5385,0.5385,0,0.2692,0.5385,1.0769,0.2692,0.2692,2.4231,0.5385,0,0.2692,0,0.2692,0,0,0,0.2692,0.5385,0.2692,0.1107,0.1263,0.1082,0.1113,0.1274,0.1469
