3.8929,6.0556,3.8929,4.7579,3.4603,4.7579,3.0278,3.0278,6.0556,3.0278,0.4325,0.8651,0.8651,0,0.4325,0,0,1.2976,0,0,0,0.8651,0,1.2976,0.4325,0.8651,0.8651,0.4325,0.8651,0.4325,0.4325,0,0.8651,0,0.4325,0,0,1.2976,0.4325,0,0,0.8651,0.4325,0.4325,0,0,0.8651,0,0.8651,1.2976,2.1627,0,0.4325,0.4325,0,0,0,0,0.4325,0,0,0.8651,0,0.8651,0.4325,0.4325,0,0,1.2976,0.8651,0,0.4325,0,0.8651,0,1.2976,0,0,0.4325,0,0,0,0.8651,0,1.2976,0.4325,0.4325,0,0,0,0.4325,1.7302,0.4325,0.8651,0.4325,0.8651,0,0,0.8651,0.4325,0,0.4325,0,0,0,0.8651,0.8651,0,0.8651,0,0.0703,0.0792,0.0865,0.0856,0.1185,0.1274
7.1081,7.5263,4.5994,5.4356,0.8363,5.4356,0.8363,5.0175,7.5263,0.8363,1.6725,0.8363,1.2544,0,0.8363,0.4181,0,0.8363,0.4181,0.4181,0,1.2544,0.8363,0.8363,0,1.2544,0.4181,0.4181,2.5088,0,1.6725,0.8363,0.4181,0.4181,0,0,0,0.8363,0.4181,0,0.4181,2.0906,0.4181,0.8363,0,0,0,0.4181,1.2544,0,0.4181,0,0,0,0,0,0,0.4181,0,0,0.4181,1.6725,0.4181,0.8363,0,0.8363,0,0,0.8363,0.4181,0,0,0.4181,0.4181,0,0,0,0,0,0,1.2544,0.4181,0.4181,0.4181,0,0.8363,0,1.2544,0.4181,0,0.8363,0,0.4181,1.6725,0,2.0906,0.4181,0.8363,1.2544,0,0,0.4181,0,0,0,0,0,0,0.4181,0,0.0766,0.1057,0.092,0.1291,0.1043,0.0742
2.0464,6.9576,2.0464,6.5484,0.8185,6.5484,1.2278,5.7298,6.9576,1.2278,0,0,0,0,0,0.4093,0.4093,0.4093,0.4093,0,0.4093,3.2742,0.4093,0.8185,0,0.4093,0,0.4093,0.8185,0.4093,0,0,0,0,0.4093,0.8185,0,0.4093,0.4093,0,0.8185,1.2278,0.4093,2.4556,0,0,0.4093,0.4093,0.4093,0.4093,0,0,0,0,0,0.4093,0,0.4093,0,0,0,1.2278,0.4093,0.8185,0,2.0464,0.4093,0.4093,0.8185,0.4093,0,0,0,0.4093,0,0.4093,0,0,0.4093,0,0.8185,0.4093,0.8185,0.4093,0.4093,0.4093,0,2.0464,0.4093,0,0,0.8185,0,1.2278,0,1.2278,0,0.4093,3.2742,0,0,0,0,0.4093,0,0.4093,0,0.4093,0,0,0.0819,0.0891,0.1025,0.1084,0.1061,0.1028
4.8798,4.5312,3.4855,7.3196,4.5312,7.3196,1.7428,3.137,4.5312,1.7428,0.6971,0,0.6971,0.6971,1.0457,1.0457,0,0.6971,0,0,0,0.3486,0,0,1.0457,1.3942,0,0,1.3942,0.3486,1.0457,0.3486,0.3486,0,0.3486,0.3486,0,0.3486,0,0.3486,1.0457,0.6971,1.0457,2.0913,0,0.6971,0,0,1.3942,0.3486,1.3942,0.3486,0.3486,0,0.3486,0.3486,0.3486,0.6971,0.6971,0,0,1.7428,0.6971,1.3942,0.3486,2.0913,0.3486,0.3486,0,0.3486,0,0.3486,0,0.3486,0,0.3486,0,0.3486,0.3486,0,0.6971,0.3486,0,0.3486,1.0457,0.3486,0,0.3486,0,0,0,0,0.3486,1.7428,0.3486,0.6971,0.3486,0.3486,0.3486,0.3486,0,0.3486,0,0.6971,0,0,0.6971,0,0,0,0.0776,0.1217,0.1158,0.1098,0.1119,0.1146
5.4101,6.9559,2.7051,5.7965,3.0915,5.7965,2.3186,1.9322,6.9559,2.3186,0.7729,0.7729,0.3864,0,1.1593,0.7729,0.3864,0.3864,0.3864,0.3864,0.7729,1.9322,0,0.7729,0,1.5457,0.3864,0,1.5457,0,0.7729,0.7729,0.3864,0,0,0,0,0.3864,0.3864,0,0.7729,1.1593,0,1.5457,0,0,0.3864,0.3864,1.5457,0,0.7729,0.3864,0.3864,0,0,0,0,0,0.3864,0.7729,0,0.7729,0,1.5457,0,1.5457,0.3864,0.3864,0.7729,0.3864,0.3864,0.7729,0,0.3864,0.7729,0,0,0,0,0,0.3864,0,0.3864,0.3864,0,0.3864,0.3864,0,0,0,0.3864,0,0.7729,0.7729,0.7729,1.1593,0.3864,0,1.9322,0.7729,0,0.3864,0.3864,0.3864,0.3864,0.3864,0,0.3864,0,0,0.0682,0.0906,0.1078,0.1041,0.1167,0.1261
3.8614,6.1782,3.0891,8.4951,1.5446,8.4951,3.4752,1.5446,6.1782,3.4752,0.3861,0.3861,0.3861,0.3861,0.3861,1.1584,0.3861,0,0.3861,0,0.3861,1.9307,0,0.3861,0,1.5446,0,0,0.7723,1.1584,0.7723,0.3861,0,1.1584,0,0.3861,0,0.3861,0,0,0.3861,1.1584,1.1584,1.9307,0,0,0.7723,0,1.9307,1.1584,0.7723,0,0,0,0.3861,0,0.3861,0,0,0,1.1584,1.1584,0.7723,1.5446,0,1.9307,0.7723,0.3861,0,0.7723,0,0,0.3861,0.7723,0,1.1584,0,0,1.1584,0,0,0,0.3861,0,0,0,0.3861,0.3861,0,0.3861,0,0.7723,0,1.1584,0,1.5446,0,0.3861,1.9307,0,0,0,0,1.1584,0.7723,0.7723,0.7723,0,0,0,0.0954,0.0975,0.1149,0.1098,0.1014,0.0948
4.7188,2.9039,4.7188,10.5265,1.0889,10.5265,2.1779,1.4519,2.9039,2.1779,1.4519,0.726,0.726,0.363,0.363,0.363,0.363,0,0,0.363,0.363,0,0,0.363,0,1.0889,0,0,0.726,0.363,0.363,0,0.726,1.4519,0,1.4519,0,0.726,0,0,1.0889,0.726,1.0889,3.6298,0,1.8149,0.726,0.363,1.0889,0,0.363,0,0.726,0,0,0,0,0,0,0,0.726,0.726,0.363,2.1779,0.363,3.9928,0.726,0.363,0.363,0.363,0,0.726,0,0.363,0,0,0.363,0,0.726,0,0,0,0.726,0.363,0,0.363,0,0,0,0,0.363,0,0,0.726,0.363,0.726,0,0,0,0.726,0,0,0.363,0.726,0,0.726,0,0,0,0.363,0.0929,0.1191,0.1352,0.1016,0.0802,0.1079
4.3257,4.6862,2.1629,7.2096,2.5234,7.2096,1.0814,4.3257,4.6862,1.0814,1.0814,0.3605,0.721,0.3605,0.721,0.3605,0,0.721,0,0,0,1.4419,0,0,0.3605,2.8838,0,0,0,0,0,0.3605,0.721,0.3605,0,0,0,0.721,0,0,0.3605,0.3605,0,1.8024,0.3605,0.721,0.3605,0.3605,2.8838,0,0.3605,0.3605,0,0.721,0,0.3605,0,0,0.3605,0,1.0814,1.4419,0,1.0814,0.3605,1.8024,0.3605,0,0,1.0814,0,0,0,1.0814,0,0,0,0,0,0,0.721,0.3605,0.3605,0,0.3605,0.3605,0.3605,1.8024,0,0,0.3605,0,0.3605,1.4419,0.3605,0.3605,0,0.3605,1.4419,0,0,0,0,0.3605,0,0.3605,0,0.3605,0,0,0.0781,0.0964,0.1095,0.1047,0.1168,0.134
6.9844,4.8891,1.3969,4.5399,4.8891,4.5399,1.7461,2.7938,4.8891,1.7461,2.0953,0.3492,0,0.3492,2.0953,0.6984,0.3492,0.6984,0.3492,0,1.0477,1.0477,0,1.0477,0.3492,0.3492,0.3492,0,0.6984,0,0.3492,0,0.3492,0,0.3492,0,0,0,0,0,0.3492,1.7461,0.3492,0.6984,0,0,0,0.6984,0.3492,0.3492,2.0953,0.3492,0.3492,0,0.6984,0,0.3492,0,1.0477,0,0,0.3492,0,1.3969,0,0.6984,0.3492,0,1.0477,0.6984,0,0.6984,0,0.6984,0,0.3492,0,0,0,0,0.6984,0,0.3492,0,0.3492,0.3492,0,1.0477,0,0,0,0,0,0.3492,0.6984,1.7461,0.3492,0,1.0477,0.6984,0.3492,0.3492,0,0,0.3492,0.3492,0,0,0.3492,0,0.059,0.0844,0.109,0.1311,0.1384,0.1289
4.2425,10.6063,1.2728,3.8183,2.9698,3.8183,2.5455,3.8183,10.6063,2.5455,0.4243,0.4243,0.4243,0,0.4243,1.2728,0,0.4243,0.8485,0,0.8485,4.2425,0,1.2728,0.4243,0.4243,0.8485,0.4243,1.697,0.4243,0.8485,0,0,0.4243,0,0,0,0,0,0,0.4243,2.1213,0,0.4243,0,0,0,0,0.4243,0.4243,0.4243,0.8485,0,0,0.4243,0,0,0.4243,0.8485,0,0,0.4243,0.4243,0,0,0,0.4243,1.2728,1.2728,0,0,0.8485,0.4243,0,0,0.4243,0.4243,0,0.4243,0,0,0.4243,0,0.8485,0.8485,0,0.4243,0.4243,0.4243,0.4243,0.8485,0.8485,0,0.4243,0.8485,1.697,0.4243,0.4243,3.8183,0.8485,0,0.4243,0,0.4243,0,0,0,0.4243,0.8485,0.4243,0.0872,0.0995,0.0853,0.0877,0.1004,0.1157
