0.7991,1.243,0.7991,0.9767,0.7103,0.9767,0.6215,0.6215,1.243,0.6215,0.0888,0.1776,0.1776,0,0.0888,0,0,0.2664,0,0,0,0.1776,0,0.2664,0.0888,0.1776,0.1776,0.0888,0.1776,0.0888,0.0888,0,0.1776,0,0.0888,0,0,0.2664,0.0888,0,0,0.1776,0.0888,0.0888,0,0,0.1776,0,0.1776,0.2664,0.4439,0,0.0888,0.0888,0,0,0,0,0.0888,0,0,0.1776,0,0.1776,0.0888,0.0888,0,0,0.2664,0.1776,0,0.0888,0,0.1776,0,0.2664,0,0,0.0888,0,0,0,0.1776,0,0.2664,0.0888,0.0888,0,0,0,0.0888,0.3551,0.0888,0.1776,0.0888,0.1776,0,0,0.1776,0.0888,0,0.0888,0,0,0,0.1776,0.1776,0,0.1776,0,0.0289,0.0325,0.0355,0.0351,0.0486,0.0523,0.045,0.0565,0.0496,0.0516,0.0475,0.0466,0.048,0.0432,0.0457,0.0406,0.0546,0.0488,0.0487,0.0519
1.3983,1.4805,0.9048,1.0693,0.1645,1.0693,0.1645,0.987,1.4805,0.1645,0.329,0.1645,0.2468,0,0.1645,0.0823,0,0.1645,0.0823,0.0823,0,0.2468,0.1645,0.1645,0,0.2468,0.0823,0.0823,0.4935,0,0.329,0.1645,0.0823,0.0823,0,0,0,0.1645,0.0823,0,0.0823,0.4113,0.0823,0.1645,0,0,0,0.0823,0.2468,0,0.0823,0,0,0,0,0,0,0.0823,0,0,0.0823,0.329,0.0823,0.1645,0,0.1645,0,0,0.1645,0.0823,0,0,0.0823,0.0823,0,0,0,0,0,0,0.2468,0.0823,0.0823,0.0823,0,0.1645,0,0.2468,0.0823,0,0.1645,0,0.0823,0.329,0,0.4113,0.0823,0.1645,0.2468,0,0,0.0823,0,0,0,0,0,0,0.0823,0,0.0301,0.0416,0.0362,0.0508,0.041,0.0292,0.0441,0.0457,0.0419,0.0487,0.0422,0.0418,0.0544,0.0569,0.0603,0.0592,0.053,0.0484,0.0451,0.0471
0.4385,1.4909,0.4385,1.4032,0.1754,1.4032,0.2631,1.2278,1.4909,0.2631,0,0,0,0,0,0.0877,0.0877,0.0877,0.0877,0,0.0877,0.7016,0.0877,0.1754,0,0.0877,0,0.0877,0.1754,0.0877,0,0,0,0,0.0877,0.1754,0,0.0877,0.0877,0,0.1754,0.2631,0.0877,0.5262,0,0,0.0877,0.0877,0.0877,0.0877,0,0,0,0,0,0.0877,0,0.0877,0,0,0,0.2631,0.0877,0.1754,0,0.4385,0.0877,0.0877,0.1754,0.0877,0,0,0,0.0877,0,0.0877,0,0,0.0877,0,0.1754,0.0877,0.1754,0.0877,0.0877,0.0877,0,0.4385,0.0877,0,0,0.1754,0,0.2631,0,0.2631,0,0.0877,0.7016,0,0,0,0,0.0877,0,0.0877,0,0.0877,0,0,0.0351,0.0382,0.0439,0.0465,0.0455,0.044,0.042,0.0431,0.0416,0.045,0.0427,0.054,0.0487,0.0503,0.0492,0.0526,0.0446,0.0531,0.0442,0.0479
0.9887,0.9181,0.7062,1.483,0.9181,1.483,0.3531,0.6356,0.9181,0.3531,0.1412,0,0.1412,0.1412,0.2119,0.2119,0,0.1412,0,0,0,0.0706,0,0,0.2119,0.2825,0,0,0.2825,0.0706,0.2119,0.0706,0.0706,0,0.0706,0.0706,0,0.0706,0,0.0706,0.2119,0.1412,0.2119,0.4237,0,0.1412,0,0,0.2825,0.0706,0.2825,0.0706,0.0706,0,0.0706,0.0706,0.0706,0.1412,0.1412,0,0,0.3531,0.1412,0.2825,0.0706,0.4237,0.0706,0.0706,0,0.0706,0,0.0706,0,0.0706,0,0.0706,0,0.0706,0.0706,0,0.1412,0.0706,0,0.0706,0.2119,0.0706,0,0.0706,0,0,0,0,0.0706,0.3531,0.0706,0.1412,0.0706,0.0706,0.0706,0.0706,0,0.0706,0,0.1412,0,0,0.1412,0,0,0,0.0315,0.0493,0.0469,0.0445,0.0453,0.0464,0.0508,0.0517,0.0538,0.0481,0.0484,0.0433,0.0431,0.0464,0.0465,0.0449,0.0451,0.0494,0.0496,0.0443
1.1498,1.4784,0.5749,1.232,0.657,1.232,0.4928,0.4107,1.4784,0.4928,0.1643,0.1643,0.0821,0,0.2464,0.1643,0.0821,0.0821,0.0821,0.0821,0.1643,0.4107,0,0.1643,0,0.3285,0.0821,0,0.3285,0,0.1643,0.1643,0.0821,0,0,0,0,0.0821,0.0821,0,0.1643,0.2464,0,0.3285,0,0,0.0821,0.0821,0.3285,0,0.1643,0.0821,0.0821,0,0,0,0,0,0.0821,0.1643,0,0.1643,0,0.3285,0,0.3285,0.0821,0.0821,0.1643,0.0821,0.0821,0.1643,0,0.0821,0.1643,0,0,0,0,0,0.0821,0,0.0821,0.0821,0,0.0821,0.0821,0,0,0,0.0821,0,0.1643,0.1643,0.1643,0.2464,0.0821,0,0.4107,0.1643,0,0.0821,0.0821,0.0821,0.0821,0.0821,0,0.0821,0,0,0.029,0.0385,0.0458,0.0443,0.0496,0.0536,0.0538,0.0436,0.0431,0.0453,0.0398,0.0378,0.0387,0.0481,0.0496,0.051,0.0507,0.0559,0.0532,0.0466
0.8407,1.345,0.6725,1.8494,0.3363,1.8494,0.7566,0.3363,1.345,0.7566,0.0841,0.0841,0.0841,0.0841,0.0841,0.2522,0.0841,0,0.0841,0,0.0841,0.4203,0,0.0841,0,0.3363,0,0,0.1681,0.2522,0.1681,0.0841,0,0.2522,0,0.0841,0,0.0841,0,0,0.0841,0.2522,0.2522,0.4203,0,0,0.1681,0,0.4203,0.2522,0.1681,0,0,0,0.0841,0,0.0841,0,0,0,0.2522,0.2522,0.1681,0.3363,0,0.4203,0.1681,0.0841,0,0.1681,0,0,0.0841,0.1681,0,0.2522,0,0,0.2522,0,0,0,0.0841,0,0,0,0.0841,0.0841,0,0.0841,0,0.1681,0,0.2522,0,0.3363,0,0.0841,0.4203,0,0,0,0,0.2522,0.1681,0.1681,0.1681,0,0,0,0.0415,0.0425,0.05,0.0478,0.0442,0.0413,0.0473,0.048,0.0448,0.0471,0.0398,0.0455,0.0468,0.0476,0.0487,0.0558,0.0482,0.0434,0.0484,0.0373
0.8863,0.5454,0.8863,1.9771,0.2045,1.9771,0.4091,0.2727,0.5454,0.4091,0.2727,0.1364,0.1364,0.0682,0.0682,0.0682,0.0682,0,0,0.0682,0.0682,0,0,0.0682,0,0.2045,0,0,0.1364,0.0682,0.0682,0,0.1364,0.2727,0,0.2727,0,0.1364,0,0,0.2045,0.1364,0.2045,0.6818,0,0.3409,0.1364,0.0682,0.2045,0,0.0682,0,0.1364,0,0,0,0,0,0,0,0.1364,0.1364,0.0682,0.4091,0.0682,0.7499,0.1364,0.0682,0.0682,0.0682,0,0.1364,0,0.0682,0,0,0.0682,0,0.1364,0,0,0,0.1364,0.0682,0,0.0682,0,0,0,0,0.0682,0,0,0.1364,0.0682,0.1364,0,0,0,0.1364,0,0,0.0682,0.1364,0,0.1364,0,0,0,0.0682,0.0349,0.0448,0.0508,0.0382,0.0301,0.0405,0.0509,0.0518,0.0469,0.0465,0.051,0.0547,0.0507,0.0493,0.0476,0.0477,0.0552,0.0473,0.0495,0.0435
0.88,0.9534,0.44,1.4667,0.5133,1.4667,0.22,0.88,0.9534,0.22,0.22,0.0733,0.1467,0.0733,0.1467,0.0733,0,0.1467,0,0,0,0.2933,0,0,0.0733,0.5867,0,0,0,0,0,0.0733,0.1467,0.0733,0,0,0,0.1467,0,0,0.0733,0.0733,0,0.3667,0.0733,0.1467,0.0733,0.0733,0.5867,0,0.0733,0.0733,0,0.1467,0,0.0733,0,0,0.0733,0,0.22,0.2933,0,0.22,0.0733,0.3667,0.0733,0,0,0.22,0,0,0,0.22,0,0,0,0,0,0,0.1467,0.0733,0.0733,0,0.0733,0.0733,0.0733,0.3667,0,0,0.0733,0,0.0733,0.2933,0.0733,0.0733,0,0.0733,0.2933,0,0,0,0,0.0733,0,0.0733,0,0.0733,0,0,0.0318,0.0392,0.0446,0.0426,0.0475,0.0545,0.0529,0.0484,0.0474,0.0444,0.0476,0.0457,0.044,0.0446,0.0449,0.0438,0.0501,0.0448,0.0528,0.055
1.5398,1.0779,0.308,1.0009,1.0779,1.0009,0.385,0.6159,1.0779,0.385,0.4619,0.077,0,0.077,0.4619,0.154,0.077,0.154,0.077,0,0.231,0.231,0,0.231,0.077,0.077,0.077,0,0.154,0,0.077,0,0.077,0,0.077,0,0,0,0,0,0.077,0.385,0.077,0.154,0,0,0,0.154,0.077,0.077,0.4619,0.077,0.077,0,0.154,0,0.077,0,0.231,0,0,0.077,0,0.308,0,0.154,0.077,0,0.231,0.154,0,0.154,0,0.154,0,0.077,0,0,0,0,0.154,0,0.077,0,0.077,0.077,0,0.231,0,0,0,0,0,0.077,0.154,0.385,0.077,0,0.231,0.154,0.077,0.077,0,0,0.077,0.077,0,0,0.077,0,0.026,0.0372,0.0481,0.0578,0.061,0.0569,0.052,0.0466,0.0378,0.0397,0.0432,0.0464,0.0479,0.0457,0.041,0.0457,0.0465,0.0445,0.0497,0.0491
1.0064,2.516,0.3019,0.9058,0.7045,0.9058,0.6038,0.9058,2.516,0.6038,0.1006,0.1006,0.1006,0,0.1006,0.3019,0,0.1006,0.2013,0,0.2013,1.0064,0,0.3019,0.1006,0.1006,0.2013,0.1006,0.4026,0.1006,0.2013,0,0,0.1006,0,0,0,0,0,0,0.1006,0.5032,0,0.1006,0,0,0,0,0.1006,0.1006,0.1006,0.2013,0,0,0.1006,0,0,0.1006,0.2013,0,0,0.1006,0.1006,0,0,0,0.1006,0.3019,0.3019,0,0,0.2013,0.1006,0,0,0.1006,0.1006,0,0.1006,0,0,0.1006,0,0.2013,0.2013,0,0.1006,0.1006,0.1006,0.1006,0.2013,0.2013,0,0.1006,0.2013,0.4026,0.1006,0.1006,0.9058,0.2013,0,0.1006,0,0.1006,0,0,0,0.1006,0.2013,0.1006,0.0414,0.0472,0.0404,0.0416,0.0476,0.0549,0.0478,0.0474,0.0467,0.0498,0.0462,0.0417,0.0411,0.0386,0.0409,0.0409,0.0453,0.0411,0.0514,0.0473
