0.4869,0.7574,0.4869,0.5951,0.4328,0.5951,0.3787,0.3787,0.7574,0.3787,0.0541,0.1082,0.1082,0,0.0541,0,0,0.1623,0,0,0,0.1082,0,0.1623,0.0541,0.1082,0.1082,0.0541,0.1082,0.0541,0.0541,0,0.1082,0,0.0541,0,0,0.1623,0.0541,0,0,0.1082,0.0541,0.0541,0,0,0.1082,0,0.1082,0.1623,0.2705,0,0.0541,0.0541,0,0,0,0,0.0541,0,0,0.1082,0,0.1082,0.0541,0.0541,0,0,0.1623,0.1082,0,0.0541,0,0.1082,0,0.1623,0,0,0.0541,0,0,0,0.1082,0,0.1623,0.0541,0.0541,0,0,0,0.0541,0.2164,0.0541,0.1082,0.0541,0.1082,0,0,0.1082,0.0541,0,0.0541,0,0,0,0.1082,0.1082,0,0.1082,0,0.044,0.0495,0.0541,0.0535,0.0741,0.0797,0.0685,0.086,0.0756,0.0787,0.0723,0.071,0.0731,0.0658
0.8773,0.9289,0.5677,0.6709,0.1032,0.6709,0.1032,0.6193,0.9289,0.1032,0.2064,0.1032,0.1548,0,0.1032,0.0516,0,0.1032,0.0516,0.0516,0,0.1548,0.1032,0.1032,0,0.1548,0.0516,0.0516,0.3096,0,0.2064,0.1032,0.0516,0.0516,0,0,0,0.1032,0.0516,0,0.0516,0.258,0.0516,0.1032,0,0,0,0.0516,0.1548,0,0.0516,0,0,0,0,0,0,0.0516,0,0,0.0516,0.2064,0.0516,0.1032,0,0.1032,0,0,0.1032,0.0516,0,0,0.0516,0.0516,0,0,0,0,0,0,0.1548,0.0516,0.0516,0.0516,0,0.1032,0,0.1548,0.0516,0,0.1032,0,0.0516,0.2064,0,0.258,0.0516,0.1032,0.1548,0,0,0.0516,0,0,0,0,0,0,0.0516,0,0.0473,0.0652,0.0568,0.0796,0.0644,0.0458,0.0692,0.0717,0.0657,0.0764,0.0662,0.0656,0.0853,0.0892
0.2675,0.9094,0.2675,0.8559,0.107,0.8559,0.1605,0.7489,0.9094,0.1605,0,0,0,0,0,0.0535,0.0535,0.0535,0.0535,0,0.0535,0.428,0.0535,0.107,0,0.0535,0,0.0535,0.107,0.0535,0,0,0,0,0.0535,0.107,0,0.0535,0.0535,0,0.107,0.1605,0.0535,0.321,0,0,0.0535,0.0535,0.0535,0.0535,0,0,0,0,0,0.0535,0,0.0535,0,0,0,0.1605,0.0535,0.107,0,0.2675,0.0535,0.0535,0.107,0.0535,0,0,0,0.0535,0,0.0535,0,0,0.0535,0,0.107,0.0535,0.107,0.0535,0.0535,0.0535,0,0.2675,0.0535,0,0,0.107,0,0.1605,0,0.1605,0,0.0535,0.428,0,0,0,0,0.0535,0,0.0535,0,0.0535,0,0,0.0535,0.0582,0.067,0.0709,0.0693,0.0672,0.0641,0.0657,0.0634,0.0687,0.0652,0.0824,0.0743,0.0767
0.5835,0.5418,0.4168,0.8752,0.5418,0.8752,0.2084,0.3751,0.5418,0.2084,0.0834,0,0.0834,0.0834,0.125,0.125,0,0.0834,0,0,0,0.0417,0,0,0.125,0.1667,0,0,0.1667,0.0417,0.125,0.0417,0.0417,0,0.0417,0.0417,0,0.0417,0,0.0417,0.125,0.0834,0.125,0.2501,0,0.0834,0,0,0.1667,0.0417,0.1667,0.0417,0.0417,0,0.0417,0.0417,0.0417,0.0834,0.0834,0,0,0.2084,0.0834,0.1667,0.0417,0.2501,0.0417,0.0417,0,0.0417,0,0.0417,0,0.0417,0,0.0417,0,0.0417,0.0417,0,0.0834,0.0417,0,0.0417,0.125,0.0417,0,0.0417,0,0,0,0,0.0417,0.2084,0.0417,0.0834,0.0417,0.0417,0.0417,0.0417,0,0.0417,0,0.0834,0,0,0.0834,0,0,0,0.0464,0.0728,0.0692,0.0656,0.0669,0.0685,0.075,0.0763,0.0794,0.0709,0.0714,0.0638,0.0636,0.0684
0.7144,0.9186,0.3572,0.7655,0.4083,0.7655,0.3062,0.2552,0.9186,0.3062,0.1021,0.1021,0.051,0,0.1531,0.1021,0.051,0.051,0.051,0.051,0.1021,0.2552,0,0.1021,0,0.2041,0.051,0,0.2041,0,0.1021,0.1021,0.051,0,0,0,0,0.051,0.051,0,0.1021,0.1531,0,0.2041,0,0,0.051,0.051,0.2041,0,0.1021,0.051,0.051,0,0,0,0,0,0.051,0.1021,0,0.1021,0,0.2041,0,0.2041,0.051,0.051,0.1021,0.051,0.051,0.1021,0,0.051,0.1021,0,0,0,0,0,0.051,0,0.051,0.051,0,0.051,0.051,0,0,0,0.051,0,0.1021,0.1021,0.1021,0.1531,0.051,0,0.2552,0.1021,0,0.051,0.051,0.051,0.051,0.051,0,0.051,0,0,0.0451,0.0598,0.0712,0.0688,0.077,0.0833,0.0836,0.0677,0.0669,0.0703,0.0619,0.0587,0.0601,0.0747
0.5035,0.8056,0.4028,1.1077,0.2014,1.1077,0.4532,0.2014,0.8056,0.4532,0.0504,0.0504,0.0504,0.0504,0.0504,0.1511,0.0504,0,0.0504,0,0.0504,0.2518,0,0.0504,0,0.2014,0,0,0.1007,0.1511,0.1007,0.0504,0,0.1511,0,0.0504,0,0.0504,0,0,0.0504,0.1511,0.1511,0.2518,0,0,0.1007,0,0.2518,0.1511,0.1007,0,0,0,0.0504,0,0.0504,0,0,0,0.1511,0.1511,0.1007,0.2014,0,0.2518,0.1007,0.0504,0,0.1007,0,0,0.0504,0.1007,0,0.1511,0,0,0.1511,0,0,0,0.0504,0,0,0,0.0504,0.0504,0,0.0504,0,0.1007,0,0.1511,0,0.2014,0,0.0504,0.2518,0,0,0,0,0.1511,0.1007,0.1007,0.1007,0,0,0,0.0622,0.0636,0.0749,0.0716,0.0661,0.0618,0.0708,0.0719,0.0671,0.0705,0.0596,0.0681,0.0701,0.0713
0.5304,0.3264,0.5304,1.1832,0.1224,1.1832,0.2448,0.1632,0.3264,0.2448,0.1632,0.0816,0.0816,0.0408,0.0408,0.0408,0.0408,0,0,0.0408,0.0408,0,0,0.0408,0,0.1224,0,0,0.0816,0.0408,0.0408,0,0.0816,0.1632,0,0.1632,0,0.0816,0,0,0.1224,0.0816,0.1224,0.408,0,0.204,0.0816,0.0408,0.1224,0,0.0408,0,0.0816,0,0,0,0,0,0,0,0.0816,0.0816,0.0408,0.2448,0.0408,0.4488,0.0816,0.0408,0.0408,0.0408,0,0.0816,0,0.0408,0,0,0.0408,0,0.0816,0,0,0,0.0816,0.0408,0,0.0408,0,0,0,0,0.0408,0,0,0.0816,0.0408,0.0816,0,0,0,0.0816,0,0,0.0408,0.0816,0,0.0816,0,0,0,0.0408,0.0522,0.067,0.076,0.0571,0.0451,0.0607,0.0761,0.0776,0.0701,0.0696,0.0763,0.0818,0.0758,0.0738
0.5297,0.5739,0.2649,0.8829,0.309,0.8829,0.1324,0.5297,0.5739,0.1324,0.1324,0.0441,0.0883,0.0441,0.0883,0.0441,0,0.0883,0,0,0,0.1766,0,0,0.0441,0.3532,0,0,0,0,0,0.0441,0.0883,0.0441,0,0,0,0.0883,0,0,0.0441,0.0441,0,0.2207,0.0441,0.0883,0.0441,0.0441,0.3532,0,0.0441,0.0441,0,0.0883,0,0.0441,0,0,0.0441,0,0.1324,0.1766,0,0.1324,0.0441,0.2207,0.0441,0,0,0.1324,0,0,0,0.1324,0,0,0,0,0,0,0.0883,0.0441,0.0441,0,0.0441,0.0441,0.0441,0.2207,0,0,0.0441,0,0.0441,0.1766,0.0441,0.0441,0,0.0441,0.1766,0,0,0,0,0.0441,0,0.0441,0,0.0441,0,0,0.0478,0.059,0.067,0.0641,0.0715,0.0821,0.0796,0.0728,0.0713,0.0669,0.0716,0.0687,0.0662,0.0671
0.9095,0.6367,0.1819,0.5912,0.6367,0.5912,0.2274,0.3638,0.6367,0.2274,0.2729,0.0455,0,0.0455,0.2729,0.091,0.0455,0.091,0.0455,0,0.1364,0.1364,0,0.1364,0.0455,0.0455,0.0455,0,0.091,0,0.0455,0,0.0455,0,0.0455,0,0,0,0,0,0.0455,0.2274,0.0455,0.091,0,0,0,0.091,0.0455,0.0455,0.2729,0.0455,0.0455,0,0.091,0,0.0455,0,0.1364,0,0,0.0455,0,0.1819,0,0.091,0.0455,0,0.1364,0.091,0,0.091,0,0.091,0,0.0455,0,0,0,0,0.091,0,0.0455,0,0.0455,0.0455,0,0.1364,0,0,0,0,0,0.0455,0.091,0.2274,0.0455,0,0.1364,0.091,0.0455,0.0455,0,0,0.0455,0.0455,0,0,0.0455,0,0.0384,0.055,0.071,0.0854,0.0901,0.084,0.0768,0.0689,0.0558,0.0587,0.0639,0.0684,0.0708,0.0675
0.5984,1.4961,0.1795,0.5386,0.4189,0.5386,0.3591,0.5386,1.4961,0.3591,0.0598,0.0598,0.0598,0,0.0598,0.1795,0,0.0598,0.1197,0,0.1197,0.5984,0,0.1795,0.0598,0.0598,0.1197,0.0598,0.2394,0.0598,0.1197,0,0,0.0598,0,0,0,0,0,0,0.0598,0.2992,0,0.0598,0,0,0,0,0.0598,0.0598,0.0598,0.1197,0,0,0.0598,0,0,0.0598,0.1197,0,0,0.0598,0.0598,0,0,0,0.0598,0.1795,0.1795,0,0,0.1197,0.0598,0,0,0.0598,0.0598,0,0.0598,0,0,0.0598,0,0.1197,0.1197,0,0.0598,0.0598,0.0598,0.0598,0.1197,0.1197,0,0.0598,0.1197,0.2394,0.0598,0.0598,0.5386,0.1197,0,0.0598,0,0.0598,0,0,0,0.0598,0.1197,0.0598,0.0615,0.0702,0.0601,0.0618,0.0708,0.0816,0.071,0.0705,0.0694,0.074,0.0687,0.062,0.0611,0.0573
