0.4386,0.6822,0.4386,0.536,0.3898,0.536,0.3411,0.3411,0.6822,0.3411,0.0487,0.0975,0.0975,0,0.0487,0,0,0.1462,0,0,0,0.0975,0,0.1462,0.0487,0.0975,0.0975,0.0487,0.0975,0.0487,0.0487,0,0.0975,0,0.0487,0,0,0.1462,0.0487,0,0,0.0975,0.0487,0.0487,0,0,0.0975,0,0.0975,0.1462,0.2436,0,0.0487,0.0487,0,0,0,0,0.0487,0,0,0.0975,0,0.0975,0.0487,0.0487,0,0,0.1462,0.0975,0,0.0487,0,0.0975,0,0.1462,0,0,0.0487,0,0,0,0.0975,0,0.1462,0.0487,0.0487,0,0,0,0.0487,0.1949,0.0487,0.0975,0.0487,0.0975,0,0,0.0975,0.0487,0,0.0487,0,0,0,0.0975,0.0975,0,0.0975,0,0.0475,0.0536,0.0585,0.0578,0.0801,0.0861,0.0741,0.093,0.0817,0.085,0.0782,0.0767,0.079
0.8103,0.858,0.5243,0.6197,0.0953,0.6197,0.0953,0.572,0.858,0.0953,0.1907,0.0953,0.143,0,0.0953,0.0477,0,0.0953,0.0477,0.0477,0,0.143,0.0953,0.0953,0,0.143,0.0477,0.0477,0.286,0,0.1907,0.0953,0.0477,0.0477,0,0,0,0.0953,0.0477,0,0.0477,0.2383,0.0477,0.0953,0,0,0,0.0477,0.143,0,0.0477,0,0,0,0,0,0,0.0477,0,0,0.0477,0.1907,0.0477,0.0953,0,0.0953,0,0,0.0953,0.0477,0,0,0.0477,0.0477,0,0,0,0,0,0,0.143,0.0477,0.0477,0.0477,0,0.0953,0,0.143,0.0477,0,0.0953,0,0.0477,0.1907,0,0.2383,0.0477,0.0953,0.143,0,0,0.0477,0,0,0,0,0,0,0.0477,0,0.0524,0.0723,0.0629,0.0883,0.0714,0.0508,0.0767,0.0795,0.0728,0.0846,0.0734,0.0727,0.0945
0.2438,0.8288,0.2438,0.7801,0.0975,0.7801,0.1463,0.6826,0.8288,0.1463,0,0,0,0,0,0.0488,0.0488,0.0488,0.0488,0,0.0488,0.39,0.0488,0.0975,0,0.0488,0,0.0488,0.0975,0.0488,0,0,0,0,0.0488,0.0975,0,0.0488,0.0488,0,0.0975,0.1463,0.0488,0.2925,0,0,0.0488,0.0488,0.0488,0.0488,0,0,0,0,0,0.0488,0,0.0488,0,0,0,0.1463,0.0488,0.0975,0,0.2438,0.0488,0.0488,0.0975,0.0488,0,0,0,0.0488,0,0.0488,0,0,0.0488,0,0.0975,0.0488,0.0975,0.0488,0.0488,0.0488,0,0.2438,0.0488,0,0,0.0975,0,0.1463,0,0.1463,0,0.0488,0.39,0,0,0,0,0.0488,0,0.0488,0,0.0488,0,0,0.0585,0.0637,0.0733,0.0775,0.0758,0.0734,0.0701,0.0718,0.0694,0.0751,0.0713,0.0901,0.0812
0.5259,0.4883,0.3756,0.7888,0.4883,0.7888,0.1878,0.338,0.4883,0.1878,0.0751,0,0.0751,0.0751,0.1127,0.1127,0,0.0751,0,0,0,0.0376,0,0,0.1127,0.1502,0,0,0.1502,0.0376,0.1127,0.0376,0.0376,0,0.0376,0.0376,0,0.0376,0,0.0376,0.1127,0.0751,0.1127,0.2254,0,0.0751,0,0,0.1502,0.0376,0.1502,0.0376,0.0376,0,0.0376,0.0376,0.0376,0.0751,0.0751,0,0,0.1878,0.0751,0.1502,0.0376,0.2254,0.0376,0.0376,0,0.0376,0,0.0376,0,0.0376,0,0.0376,0,0.0376,0.0376,0,0.0751,0.0376,0,0.0376,0.1127,0.0376,0,0.0376,0,0,0,0,0.0376,0.1878,0.0376,0.0751,0.0376,0.0376,0.0376,0.0376,0,0.0376,0,0.0751,0,0,0.0751,0,0,0,0.0502,0.0787,0.0749,0.071,0.0723,0.0741,0.0811,0.0826,0.0858,0.0767,0.0772,0.069,0.0688
0.6494,0.835,0.3247,0.6958,0.3711,0.6958,0.2783,0.2319,0.835,0.2783,0.0928,0.0928,0.0464,0,0.1392,0.0928,0.0464,0.0464,0.0464,0.0464,0.0928,0.2319,0,0.0928,0,0.1855,0.0464,0,0.1855,0,0.0928,0.0928,0.0464,0,0,0,0,0.0464,0.0464,0,0.0928,0.1392,0,0.1855,0,0,0.0464,0.0464,0.1855,0,0.0928,0.0464,0.0464,0,0,0,0,0,0.0464,0.0928,0,0.0928,0,0.1855,0,0.1855,0.0464,0.0464,0.0928,0.0464,0.0464,0.0928,0,0.0464,0.0928,0,0,0,0,0,0.0464,0,0.0464,0.0464,0,0.0464,0.0464,0,0,0,0.0464,0,0.0928,0.0928,0.0928,0.1392,0.0464,0,0.2319,0.0928,0,0.0464,0.0464,0.0464,0.0464,0.0464,0,0.0464,0,0,0.0491,0.0653,0.0776,0.075,0.084,0.0908,0.0912,0.0739,0.073,0.0767,0.0675,0.064,0.0655
0.4559,0.7294,0.3647,1.003,0.1824,1.003,0.4103,0.1824,0.7294,0.4103,0.0456,0.0456,0.0456,0.0456,0.0456,0.1368,0.0456,0,0.0456,0,0.0456,0.2279,0,0.0456,0,0.1824,0,0,0.0912,0.1368,0.0912,0.0456,0,0.1368,0,0.0456,0,0.0456,0,0,0.0456,0.1368,0.1368,0.2279,0,0,0.0912,0,0.2279,0.1368,0.0912,0,0,0,0.0456,0,0.0456,0,0,0,0.1368,0.1368,0.0912,0.1824,0,0.2279,0.0912,0.0456,0,0.0912,0,0,0.0456,0.0912,0,0.1368,0,0,0.1368,0,0,0,0.0456,0,0,0,0.0456,0.0456,0,0.0456,0,0.0912,0,0.1368,0,0.1824,0,0.0456,0.2279,0,0,0,0,0.1368,0.0912,0.0912,0.0912,0,0,0,0.0676,0.0691,0.0814,0.0778,0.0718,0.0672,0.077,0.0782,0.0729,0.0766,0.0647,0.074,0.0762
0.4808,0.2959,0.4808,1.0725,0.1109,1.0725,0.2219,0.1479,0.2959,0.2219,0.1479,0.074,0.074,0.037,0.037,0.037,0.037,0,0,0.037,0.037,0,0,0.037,0,0.1109,0,0,0.074,0.037,0.037,0,0.074,0.1479,0,0.1479,0,0.074,0,0,0.1109,0.074,0.1109,0.3698,0,0.1849,0.074,0.037,0.1109,0,0.037,0,0.074,0,0,0,0,0,0,0,0.074,0.074,0.037,0.2219,0.037,0.4068,0.074,0.037,0.037,0.037,0,0.074,0,0.037,0,0,0.037,0,0.074,0,0,0,0.074,0.037,0,0.037,0,0,0,0,0.037,0,0,0.074,0.037,0.074,0,0,0,0.074,0,0,0.037,0.074,0,0.074,0,0,0,0.037,0.0568,0.0728,0.0826,0.0621,0.0491,0.066,0.0828,0.0844,0.0763,0.0757,0.083,0.089,0.0825
0.477,0.5167,0.2385,0.795,0.2782,0.795,0.1192,0.477,0.5167,0.1192,0.1192,0.0397,0.0795,0.0397,0.0795,0.0397,0,0.0795,0,0,0,0.159,0,0,0.0397,0.318,0,0,0,0,0,0.0397,0.0795,0.0397,0,0,0,0.0795,0,0,0.0397,0.0397,0,0.1987,0.0397,0.0795,0.0397,0.0397,0.318,0,0.0397,0.0397,0,0.0795,0,0.0397,0,0,0.0397,0,0.1192,0.159,0,0.1192,0.0397,0.1987,0.0397,0,0,0.1192,0,0,0,0.1192,0,0,0,0,0,0,0.0795,0.0397,0.0397,0,0.0397,0.0397,0.0397,0.1987,0,0,0.0397,0,0.0397,0.159,0.0397,0.0397,0,0.0397,0.159,0,0,0,0,0.0397,0,0.0397,0,0.0397,0,0,0.0517,0.0637,0.0724,0.0693,0.0773,0.0887,0.086,0.0786,0.077,0.0723,0.0774,0.0743,0.0715
0.8195,0.5736,0.1639,0.5327,0.5736,0.5327,0.2049,0.3278,0.5736,0.2049,0.2458,0.041,0,0.041,0.2458,0.0819,0.041,0.0819,0.041,0,0.1229,0.1229,0,0.1229,0.041,0.041,0.041,0,0.0819,0,0.041,0,0.041,0,0.041,0,0,0,0,0,0.041,0.2049,0.041,0.0819,0,0,0,0.0819,0.041,0.041,0.2458,0.041,0.041,0,0.0819,0,0.041,0,0.1229,0,0,0.041,0,0.1639,0,0.0819,0.041,0,0.1229,0.0819,0,0.0819,0,0.0819,0,0.041,0,0,0,0,0.0819,0,0.041,0,0.041,0.041,0,0.1229,0,0,0,0,0,0.041,0.0819,0.2049,0.041,0,0.1229,0.0819,0.041,0.041,0,0,0.041,0.041,0,0,0.041,0,0.0415,0.0594,0.0767,0.0923,0.0974,0.0908,0.0831,0.0745,0.0604,0.0634,0.069,0.074,0.0765
0.5347,1.3367,0.1604,0.4812,0.3743,0.4812,0.3208,0.4812,1.3367,0.3208,0.0535,0.0535,0.0535,0,0.0535,0.1604,0,0.0535,0.1069,0,0.1069,0.5347,0,0.1604,0.0535,0.0535,0.1069,0.0535,0.2139,0.0535,0.1069,0,0,0.0535,0,0,0,0,0,0,0.0535,0.2673,0,0.0535,0,0,0,0,0.0535,0.0535,0.0535,0.1069,0,0,0.0535,0,0,0.0535,0.1069,0,0,0.0535,0.0535,0,0,0,0.0535,0.1604,0.1604,0,0,0.1069,0.0535,0,0,0.0535,0.0535,0,0.0535,0,0,0.0535,0,0.1069,0.1069,0,0.0535,0.0535,0.0535,0.0535,0.1069,0.1069,0,0.0535,0.1069,0.2139,0.0535,0.0535,0.4812,0.1069,0,0.0535,0,0.0535,0,0,0,0.0535,0.1069,0.0535,0.0659,0.0753,0.0645,0.0663,0.0759,0.0875,0.0761,0.0756,0.0744,0.0794,0.0737,0.0665,0.0655
