1.0765,1.6745,1.0765,1.3157,0.9569,1.3157,0.8372,0.8372,1.6745,0.8372,0.1196,0.2392,0.2392,0,0.1196,0,0,0.3588,0,0,0,0.2392,0,0.3588,0.1196,0.2392,0.2392,0.1196,0.2392,0.1196,0.1196,0,0.2392,0,0.1196,0,0,0.3588,0.1196,0,0,0.2392,0.1196,0.1196,0,0,0.2392,0,0.2392,0.3588,0.598,0,0.1196,0.1196,0,0,0,0,0.1196,0,0,0.2392,0,0.2392,0.1196,0.1196,0,0,0.3588,0.2392,0,0.1196,0,0.2392,0,0.3588,0,0,0.1196,0,0,0,0.2392,0,0.3588,0.1196,0.1196,0,0,0,0.1196,0.4784,0.1196,0.2392,0.1196,0.2392,0,0,0.2392,0.1196,0,0.1196,0,0,0,0.2392,0.2392,0,0.2392,0,0.0583,0.0657,0.0718,0.071,0.0983,0.1057,0.0909,0.1141,0.1003,0.1043
2.0082,2.1263,1.2994,1.5357,0.2363,1.5357,0.2363,1.4176,2.1263,0.2363,0.4725,0.2363,0.3544,0,0.2363,0.1181,0,0.2363,0.1181,0.1181,0,0.3544,0.2363,0.2363,0,0.3544,0.1181,0.1181,0.7088,0,0.4725,0.2363,0.1181,0.1181,0,0,0,0.2363,0.1181,0,0.1181,0.5907,0.1181,0.2363,0,0,0,0.1181,0.3544,0,0.1181,0,0,0,0,0,0,0.1181,0,0,0.1181,0.4725,0.1181,0.2363,0,0.2363,0,0,0.2363,0.1181,0,0,0.1181,0.1181,0,0,0,0,0,0,0.3544,0.1181,0.1181,0.1181,0,0.2363,0,0.3544,0.1181,0,0.2363,0,0.1181,0.4725,0,0.5907,0.1181,0.2363,0.3544,0,0,0.1181,0,0,0,0,0,0,0.1181,0,0.0649,0.0896,0.078,0.1094,0.0884,0.0629,0.0951,0.0985,0.0902,0.1049
0.6048,2.0563,0.6048,1.9354,0.2419,1.9354,0.3629,1.6935,2.0563,0.3629,0,0,0,0,0,0.121,0.121,0.121,0.121,0,0.121,0.9677,0.121,0.2419,0,0.121,0,0.121,0.2419,0.121,0,0,0,0,0.121,0.2419,0,0.121,0.121,0,0.2419,0.3629,0.121,0.7258,0,0,0.121,0.121,0.121,0.121,0,0,0,0,0,0.121,0,0.121,0,0,0,0.3629,0.121,0.2419,0,0.6048,0.121,0.121,0.2419,0.121,0,0,0,0.121,0,0.121,0,0,0.121,0,0.2419,0.121,0.2419,0.121,0.121,0.121,0,0.6048,0.121,0,0,0.2419,0,0.3629,0,0.3629,0,0.121,0.9677,0,0,0,0,0.121,0,0.121,0,0.121,0,0,0.0726,0.079,0.0909,0.0961,0.094,0.0911,0.0869,0.0891,0.086,0.0932
1.2786,1.1873,0.9133,1.9179,1.1873,1.9179,0.4567,0.822,1.1873,0.4567,0.1827,0,0.1827,0.1827,0.274,0.274,0,0.1827,0,0,0,0.0913,0,0,0.274,0.3653,0,0,0.3653,0.0913,0.274,0.0913,0.0913,0,0.0913,0.0913,0,0.0913,0,0.0913,0.274,0.1827,0.274,0.548,0,0.1827,0,0,0.3653,0.0913,0.3653,0.0913,0.0913,0,0.0913,0.0913,0.0913,0.1827,0.1827,0,0,0.4567,0.1827,0.3653,0.0913,0.548,0.0913,0.0913,0,0.0913,0,0.0913,0,0.0913,0,0.0913,0,0.0913,0.0913,0,0.1827,0.0913,0,0.0913,0.274,0.0913,0,0.0913,0,0,0,0,0.0913,0.4567,0.0913,0.1827,0.0913,0.0913,0.0913,0.0913,0,0.0913,0,0.1827,0,0,0.1827,0,0,0,0.061,0.0957,0.091,0.0863,0.088,0.0901,0.0986,0.1004,0.1044,0.0933
1.5292,1.9661,0.7646,1.6384,0.8738,1.6384,0.6554,0.5461,1.9661,0.6554,0.2185,0.2185,0.1092,0,0.3277,0.2185,0.1092,0.1092,0.1092,0.1092,0.2185,0.5461,0,0.2185,0,0.4369,0.1092,0,0.4369,0,0.2185,0.2185,0.1092,0,0,0,0,0.1092,0.1092,0,0.2185,0.3277,0,0.4369,0,0,0.1092,0.1092,0.4369,0,0.2185,0.1092,0.1092,0,0,0,0,0,0.1092,0.2185,0,0.2185,0,0.4369,0,0.4369,0.1092,0.1092,0.2185,0.1092,0.1092,0.2185,0,0.1092,0.2185,0,0,0,0,0,0.1092,0,0.1092,0.1092,0,0.1092,0.1092,0,0,0,0.1092,0,0.2185,0.2185,0.2185,0.3277,0.1092,0,0.5461,0.2185,0,0.1092,0.1092,0.1092,0.1092,0.1092,0,0.1092,0,0,0.0579,0.0769,0.0914,0.0883,0.0989,0.107,0.1074,0.087,0.0859,0.0903
1.0976,1.7562,0.8781,2.4148,0.439,2.4148,0.9879,0.439,1.7562,0.9879,0.1098,0.1098,0.1098,0.1098,0.1098,0.3293,0.1098,0,0.1098,0,0.1098,0.5488,0,0.1098,0,0.439,0,0,0.2195,0.3293,0.2195,0.1098,0,0.3293,0,0.1098,0,0.1098,0,0,0.1098,0.3293,0.3293,0.5488,0,0,0.2195,0,0.5488,0.3293,0.2195,0,0,0,0.1098,0,0.1098,0,0,0,0.3293,0.3293,0.2195,0.439,0,0.5488,0.2195,0.1098,0,0.2195,0,0,0.1098,0.2195,0,0.3293,0,0,0.3293,0,0,0,0.1098,0,0,0,0.1098,0.1098,0,0.1098,0,0.2195,0,0.3293,0,0.439,0,0.1098,0.5488,0,0,0,0,0.3293,0.2195,0.2195,0.2195,0,0,0,0.0814,0.0832,0.0979,0.0937,0.0865,0.0809,0.0927,0.0941,0.0878,0.0922
1.2288,0.7562,1.2288,2.7411,0.2836,2.7411,0.5671,0.3781,0.7562,0.5671,0.3781,0.189,0.189,0.0945,0.0945,0.0945,0.0945,0,0,0.0945,0.0945,0,0,0.0945,0,0.2836,0,0,0.189,0.0945,0.0945,0,0.189,0.3781,0,0.3781,0,0.189,0,0,0.2836,0.189,0.2836,0.9452,0,0.4726,0.189,0.0945,0.2836,0,0.0945,0,0.189,0,0,0,0,0,0,0,0.189,0.189,0.0945,0.5671,0.0945,1.0397,0.189,0.0945,0.0945,0.0945,0,0.189,0,0.0945,0,0,0.0945,0,0.189,0,0,0,0.189,0.0945,0,0.0945,0,0,0,0,0.0945,0,0,0.189,0.0945,0.189,0,0,0,0.189,0,0,0.0945,0.189,0,0.189,0,0,0,0.0945,0.0726,0.0931,0.1056,0.0794,0.0627,0.0843,0.1058,0.1078,0.0974,0.0968
1.1682,1.2656,0.5841,1.9471,0.6815,1.9471,0.2921,1.1682,1.2656,0.2921,0.2921,0.0974,0.1947,0.0974,0.1947,0.0974,0,0.1947,0,0,0,0.3894,0,0,0.0974,0.7788,0,0,0,0,0,0.0974,0.1947,0.0974,0,0,0,0.1947,0,0,0.0974,0.0974,0,0.4868,0.0974,0.1947,0.0974,0.0974,0.7788,0,0.0974,0.0974,0,0.1947,0,0.0974,0,0,0.0974,0,0.2921,0.3894,0,0.2921,0.0974,0.4868,0.0974,0,0,0.2921,0,0,0,0.2921,0,0,0,0,0,0,0.1947,0.0974,0.0974,0,0.0974,0.0974,0.0974,0.4868,0,0,0.0974,0,0.0974,0.3894,0.0974,0.0974,0,0.0974,0.3894,0,0,0,0,0.0974,0,0.0974,0,0.0974,0,0,0.0633,0.0781,0.0887,0.0848,0.0946,0.1086,0.1054,0.0963,0.0943,0.0885
1.9953,1.3967,0.3991,1.2969,1.3967,1.2969,0.4988,0.7981,1.3967,0.4988,0.5986,0.0998,0,0.0998,0.5986,0.1995,0.0998,0.1995,0.0998,0,0.2993,0.2993,0,0.2993,0.0998,0.0998,0.0998,0,0.1995,0,0.0998,0,0.0998,0,0.0998,0,0,0,0,0,0.0998,0.4988,0.0998,0.1995,0,0,0,0.1995,0.0998,0.0998,0.5986,0.0998,0.0998,0,0.1995,0,0.0998,0,0.2993,0,0,0.0998,0,0.3991,0,0.1995,0.0998,0,0.2993,0.1995,0,0.1995,0,0.1995,0,0.0998,0,0,0,0,0.1995,0,0.0998,0,0.0998,0.0998,0,0.2993,0,0,0,0,0,0.0998,0.1995,0.4988,0.0998,0,0.2993,0.1995,0.0998,0.0998,0,0,0.0998,0.0998,0,0,0.0998,0,0.0505,0.0723,0.0934,0.1124,0.1186,0.1105,0.1011,0.0907,0.0735,0.0772
1.2613,3.1532,0.3784,1.1352,0.8829,1.1352,0.7568,1.1352,3.1532,0.7568,0.1261,0.1261,0.1261,0,0.1261,0.3784,0,0.1261,0.2523,0,0.2523,1.2613,0,0.3784,0.1261,0.1261,0.2523,0.1261,0.5045,0.1261,0.2523,0,0,0.1261,0,0,0,0,0,0,0.1261,0.6306,0,0.1261,0,0,0,0,0.1261,0.1261,0.1261,0.2523,0,0,0.1261,0,0,0.1261,0.2523,0,0,0.1261,0.1261,0,0,0,0.1261,0.3784,0.3784,0,0,0.2523,0.1261,0,0,0.1261,0.1261,0,0.1261,0,0,0.1261,0,0.2523,0.2523,0,0.1261,0.1261,0.1261,0.1261,0.2523,0.2523,0,0.1261,0.2523,0.5045,0.1261,0.1261,1.1352,0.2523,0,0.1261,0,0.1261,0,0,0,0.1261,0.2523,0.1261,0.0778,0.0888,0.076,0.0782,0.0895,0.1032,0.0898,0.0892,0.0878,0.0936
