2.4187,3.7624,2.4187,2.9562,2.1499,2.9562,1.8812,1.8812,3.7624,1.8812,0.2687,0.5375,0.5375,0,0.2687,0,0,0.8062,0,0,0,0.5375,0,0.8062,0.2687,0.5375,0.5375,0.2687,0.5375,0.2687,0.2687,0,0.5375,0,0.2687,0,0,0.8062,0.2687,0,0,0.5375,0.2687,0.2687,0,0,0.5375,0,0.5375,0.8062,1.3437,0,0.2687,0.2687,0,0,0,0,0.2687,0,0,0.5375,0,0.5375,0.2687,0.2687,0,0,0.8062,0.5375,0,0.2687,0,0.5375,0,0.8062,0,0,0.2687,0,0,0,0.5375,0,0.8062,0.2687,0.2687,0,0,0,0.2687,1.075,0.2687,0.5375,0.2687,0.5375,0,0,0.5375,0.2687,0,0.2687,0,0,0,0.5375,0.5375,0,0.5375,0,0.0437,0.0492,0.0537,0.0532,0.0736,0.0791,0.0681,0.0855,0.0751,0.0782,0.0719
4.5393,4.8063,2.9372,3.4712,0.534,3.4712,0.534,3.2042,4.8063,0.534,1.0681,0.534,0.801,0,0.534,0.267,0,0.534,0.267,0.267,0,0.801,0.534,0.534,0,0.801,0.267,0.267,1.6021,0,1.0681,0.534,0.267,0.267,0,0,0,0.534,0.267,0,0.267,1.3351,0.267,0.534,0,0,0,0.267,0.801,0,0.267,0,0,0,0,0,0,0.267,0,0,0.267,1.0681,0.267,0.534,0,0.534,0,0,0.534,0.267,0,0,0.267,0.267,0,0,0,0,0,0,0.801,0.267,0.267,0.267,0,0.534,0,0.801,0.267,0,0.534,0,0.267,1.0681,0,1.3351,0.267,0.534,0.801,0,0,0.267,0,0,0,0,0,0,0.267,0,0.0489,0.0675,0.0587,0.0824,0.0666,0.0474,0.0716,0.0742,0.068,0.079,0.0685
1.3639,4.6371,1.3639,4.3644,0.5455,4.3644,0.8183,3.8188,4.6371,0.8183,0,0,0,0,0,0.2728,0.2728,0.2728,0.2728,0,0.2728,2.1822,0.2728,0.5455,0,0.2728,0,0.2728,0.5455,0.2728,0,0,0,0,0.2728,0.5455,0,0.2728,0.2728,0,0.5455,0.8183,0.2728,1.6366,0,0,0.2728,0.2728,0.2728,0.2728,0,0,0,0,0,0.2728,0,0.2728,0,0,0,0.8183,0.2728,0.5455,0,1.3639,0.2728,0.2728,0.5455,0.2728,0,0,0,0.2728,0,0.2728,0,0,0.2728,0,0.5455,0.2728,0.5455,0.2728,0.2728,0.2728,0,1.3639,0.2728,0,0,0.5455,0,0.8183,0,0.8183,0,0.2728,2.1822,0,0,0,0,0.2728,0,0.2728,0,0.2728,0,0,0.0546,0.0594,0.0683,0.0723,0.0707,0.0685,0.0653,0.067,0.0647,0.0701,0.0665
3.005,2.7904,2.1464,4.5075,2.7904,4.5075,1.0732,1.9318,2.7904,1.0732,0.4293,0,0.4293,0.4293,0.6439,0.6439,0,0.4293,0,0,0,0.2146,0,0,0.6439,0.8586,0,0,0.8586,0.2146,0.6439,0.2146,0.2146,0,0.2146,0.2146,0,0.2146,0,0.2146,0.6439,0.4293,0.6439,1.2879,0,0.4293,0,0,0.8586,0.2146,0.8586,0.2146,0.2146,0,0.2146,0.2146,0.2146,0.4293,0.4293,0,0,1.0732,0.4293,0.8586,0.2146,1.2879,0.2146,0.2146,0,0.2146,0,0.2146,0,0.2146,0,0.2146,0,0.2146,0.2146,0,0.4293,0.2146,0,0.2146,0.6439,0.2146,0,0.2146,0,0,0,0,0.2146,1.0732,0.2146,0.4293,0.2146,0.2146,0.2146,0.2146,0,0.2146,0,0.4293,0,0,0.4293,0,0,0,0.0478,0.0749,0.0713,0.0676,0.0689,0.0706,0.0772,0.0786,0.0818,0.0731,0.0735
3.5345,4.5444,1.7673,3.787,2.0197,3.787,1.5148,1.2623,4.5444,1.5148,0.5049,0.5049,0.2525,0,0.7574,0.5049,0.2525,0.2525,0.2525,0.2525,0.5049,1.2623,0,0.5049,0,1.0099,0.2525,0,1.0099,0,0.5049,0.5049,0.2525,0,0,0,0,0.2525,0.2525,0,0.5049,0.7574,0,1.0099,0,0,0.2525,0.2525,1.0099,0,0.5049,0.2525,0.2525,0,0,0,0,0,0.2525,0.5049,0,0.5049,0,1.0099,0,1.0099,0.2525,0.2525,0.5049,0.2525,0.2525,0.5049,0,0.2525,0.5049,0,0,0,0,0,0.2525,0,0.2525,0.2525,0,0.2525,0.2525,0,0,0,0.2525,0,0.5049,0.5049,0.5049,0.7574,0.2525,0,1.2623,0.5049,0,0.2525,0.2525,0.2525,0.2525,0.2525,0,0.2525,0,0,0.0446,0.0592,0.0704,0.068,0.0762,0.0824,0.0827,0.067,0.0662,0.0696,0.0612
2.5379,4.0607,2.0303,5.5834,1.0152,5.5834,2.2841,1.0152,4.0607,2.2841,0.2538,0.2538,0.2538,0.2538,0.2538,0.7614,0.2538,0,0.2538,0,0.2538,1.269,0,0.2538,0,1.0152,0,0,0.5076,0.7614,0.5076,0.2538,0,0.7614,0,0.2538,0,0.2538,0,0,0.2538,0.7614,0.7614,1.269,0,0,0.5076,0,1.269,0.7614,0.5076,0,0,0,0.2538,0,0.2538,0,0,0,0.7614,0.7614,0.5076,1.0152,0,1.269,0.5076,0.2538,0,0.5076,0,0,0.2538,0.5076,0,0.7614,0,0,0.7614,0,0,0,0.2538,0,0,0,0.2538,0.2538,0,0.2538,0,0.5076,0,0.7614,0,1.0152,0,0.2538,1.269,0,0,0,0,0.7614,0.5076,0.5076,0.5076,0,0,0,0.0627,0.0641,0.0755,0.0722,0.0666,0.0623,0.0714,0.0725,0.0677,0.0711,0.0601
2.8463,1.7516,2.8463,6.3494,0.6568,6.3494,1.3137,0.8758,1.7516,1.3137,0.8758,0.4379,0.4379,0.2189,0.2189,0.2189,0.2189,0,0,0.2189,0.2189,0,0,0.2189,0,0.6568,0,0,0.4379,0.2189,0.2189,0,0.4379,0.8758,0,0.8758,0,0.4379,0,0,0.6568,0.4379,0.6568,2.1895,0,1.0947,0.4379,0.2189,0.6568,0,0.2189,0,0.4379,0,0,0,0,0,0,0,0.4379,0.4379,0.2189,1.3137,0.2189,2.4084,0.4379,0.2189,0.2189,0.2189,0,0.4379,0,0.2189,0,0,0.2189,0,0.4379,0,0,0,0.4379,0.2189,0,0.2189,0,0,0,0,0.2189,0,0,0.4379,0.2189,0.4379,0,0,0,0.4379,0,0,0.2189,0.4379,0,0.4379,0,0,0,0.2189,0.056,0.0719,0.0815,0.0613,0.0484,0.0651,0.0817,0.0832,0.0752,0.0747,0.0819
2.7179,2.9444,1.359,4.5299,1.5855,4.5299,0.6795,2.7179,2.9444,0.6795,0.6795,0.2265,0.453,0.2265,0.453,0.2265,0,0.453,0,0,0,0.906,0,0,0.2265,1.812,0,0,0,0,0,0.2265,0.453,0.2265,0,0,0,0.453,0,0,0.2265,0.2265,0,1.1325,0.2265,0.453,0.2265,0.2265,1.812,0,0.2265,0.2265,0,0.453,0,0.2265,0,0,0.2265,0,0.6795,0.906,0,0.6795,0.2265,1.1325,0.2265,0,0,0.6795,0,0,0,0.6795,0,0,0,0,0,0,0.453,0.2265,0.2265,0,0.2265,0.2265,0.2265,1.1325,0,0,0.2265,0,0.2265,0.906,0.2265,0.2265,0,0.2265,0.906,0,0,0,0,0.2265,0,0.2265,0,0.2265,0,0,0.0491,0.0605,0.0688,0.0658,0.0734,0.0842,0.0817,0.0747,0.0732,0.0686,0.0735
4.6634,3.2644,0.9327,3.0312,3.2644,3.0312,1.1659,1.8654,3.2644,1.1659,1.399,0.2332,0,0.2332,1.399,0.4663,0.2332,0.4663,0.2332,0,0.6995,0.6995,0,0.6995,0.2332,0.2332,0.2332,0,0.4663,0,0.2332,0,0.2332,0,0.2332,0,0,0,0,0,0.2332,1.1659,0.2332,0.4663,0,0,0,0.4663,0.2332,0.2332,1.399,0.2332,0.2332,0,0.4663,0,0.2332,0,0.6995,0,0,0.2332,0,0.9327,0,0.4663,0.2332,0,0.6995,0.4663,0,0.4663,0,0.4663,0,0.2332,0,0,0,0,0.4663,0,0.2332,0,0.2332,0.2332,0,0.6995,0,0,0,0,0,0.2332,0.4663,1.1659,0.2332,0,0.6995,0.4663,0.2332,0.2332,0,0,0.2332,0.2332,0,0,0.2332,0,0.0394,0.0563,0.0728,0.0875,0.0924,0.0861,0.0788,0.0706,0.0573,0.0602,0.0655
2.8256,7.064,0.8477,2.543,1.9779,2.543,1.6954,2.543,7.064,1.6954,0.2826,0.2826,0.2826,0,0.2826,0.8477,0,0.2826,0.5651,0,0.5651,2.8256,0,0.8477,0.2826,0.2826,0.5651,0.2826,1.1302,0.2826,0.5651,0,0,0.2826,0,0,0,0,0,0,0.2826,1.4128,0,0.2826,0,0,0,0,0.2826,0.2826,0.2826,0.5651,0,0,0.2826,0,0,0.2826,0.5651,0,0,0.2826,0.2826,0,0,0,0.2826,0.8477,0.8477,0,0,0.5651,0.2826,0,0,0.2826,0.2826,0,0.2826,0,0,0.2826,0,0.5651,0.5651,0,0.2826,0.2826,0.2826,0.2826,0.5651,0.5651,0,0.2826,0.5651,1.1302,0.2826,0.2826,2.543,0.5651,0,0.2826,0,0.2826,0,0,0,0.2826,0.5651,0.2826,0.0581,0.0663,0.0568,0.0584,0.0668,0.0771,0.067,0.0666,0.0656,0.0699,0.0649
